Cliente,Nombre 1,Nombre 2,Calle,CP,Población
9100054848,LA GOLOSA BAR,LA GOLOSA BAR,Carrer de Marià Fortuny 38,08100,MOLLET DEL VALLES
9100054935,PENYA BARCELONISTA DE MOLLET,PENYA BARCELONISTA DE MOLLET,Carrer de Lluís Duran 20,08100,MOLLET DEL VALLES
9100055101,U.D. MOLLETENSE,U.D. MOLLETENSE,Avinguda Badalona 18,08100,MOLLET DEL VALLES
9100055108,LA TASCA BAR,LA TASCA BAR,CALLE FRANCESC MACIA 51,08100,MOLLET DEL VALLES
9100055221,CA LA MARI ROSTISERIA,CA LA MARI ROSTISERIA,CALLE ONZE DE SETEMBRE 26,08100,MOLLET DEL VALLES
9100055265,BRACAFE,BRACAFE,CALLE GAIETA VINZIA 11,08100,MOLLET DEL VALLES
9100055505,CAFETERIA ESCLAT,CASAGO SL,NICARAGUA S/N -,08100,MOLLET DEL VALLES
9100055626,MANEL BAR,MANEL BAR,AVENIDA LLIBERTAT 14,08100,MOLLET DEL VALLES
9100055679,CUENCA BAR,CUENCA BAR,CALLE GAIETA VINZIA 81,08100,MOLLET DEL VALLES
9100056090,FAMILY GRANJA BAR,SULAW XIE,FRANCESC CAMBO 21 -,08100,MOLLET DEL VALLES
9100056113,CAN RAJOLER,CAN RAJOLER,CALLE MOSSOS D'ESQUADRA 4,08100,MOLLET DEL VALLES
9100056124,GRANJA CORAL,GRANJA CORAL,CALLE PAU CLARIS 19,08100,MOLLET DEL VALLES
9100059602,MANJARI,MANJARI,Carrer de Joan Brossa 7,08100,MOLLET DEL VALLES
9100076081,ANDALUCIA BAR RTE.(C.11 SETEMBRE),ANDALUCIA BAR RTE.(C.11 SETEMBRE),CALLE ONZE DE SETEMBRE 28,08100,MOLLET DEL VALLES
9100135772,BAR EL DOFI,BAR EL DOFI,Carrer de Saragossa 1,08100,MOLLET DEL VALLES
9100150731,ESTANCO MOLLET 3,ESTANCO MOLLET 3,CALLE BERENGUER III 57,08100,MOLLET DEL VALLES
9100153532,CAN BOADA RESTAURANT,YUAN JUN,BERENGUER III 98,08100,MOLLET DEL VALLES
9100178455,PLAZA DONER KEBAB,PLAZA DONER KEBAB,ITALIA 46,08100,MOLLET DEL VALLES
9100338332,BAR GRANADA,BAR GRANADA,RONDA ORIENT 8,08100,MOLLET DEL VALLES
9100413328,RECO DE LAURA,RECO DE LAURA,CALLE FRANCESC MACIA 89,08100,MOLLET DEL VALLÈS
9100466233,BAR KARAI,BAR KARAI,CALLE LA RIERA 13,08100,MOLLET DEL VALLES
9100470966,TASTY DONNER KEBAB,TASTY DONNER KEBAB,RAMBLA POMPEU FABRA 10,08100,MOLLET DEL VALLES
9100040775,RSTE. YOLANDA,GARCIA PUIGCERVER VANESSA,Antoni Gaudi 10,08100,MOLLET DEL VALLES
9100054707,HOMER BAR GRANJA,CARLOS MUÑOZ LUQUE,Carrer de Jaume Coll 3,08100,MOLLET DEL VALLES
9100054708,BCC LOUNGE,BCC LOUNGE,PASAJE LA PAU S/N,08100,MOLLET DEL VALLES
9100054841,BAR BRANNINGAM,BAR BRANNINGAM,RAMBLA POMPEU FABRA 7,08100,MOLLET DEL VALLES
9100054856,CAFETERIA TAHOMA,CAFETERIA TAHOMA,CALLE GALLECS 58,08100,MOLLET DEL VALLES
9100054872,BAR CASA PEDRO,BAR CASA PEDRO,CALLE CAN PANTIQUET 26,08100,MOLLET DEL VALLES
9100054896,CAFÉ PLAÇA,CAFÉ PLAÇA,Plaça de Prat de la Riba 11,08100,MOLLET DEL VALLES
9100054949,XARRUP BAR,HENG NIE,Avinguda de Rivoli 24,08100,MOLLET DEL VALLES
9100054994,COLLA DELS MORATS,COLLA DINAMITZADORA FESTES MORATS,CERVANTES 19-23,08100,MOLLET DEL VALLES
9100055030,GRAN EMPERADOR RESTAURANTE CHINO,GRAN EMPERADOR RESTAURANTE CHINO,CALLE GALLECS 64,08100,MOLLET DEL VALLES
9100055144,PARAISO BAR,PARAISO BAR,AVENIDA CALDES DE MONTBUI 18,08100,MOLLET DEL VALLES
9100055194,DAVID FORN DE PA I PASTISSERIA,DAVID FORN DE PA I PASTISSERIA,CALLE JAUME COLL 9,08100,MOLLET DEL VALLES
9100055251,RIVOLI CERVECERIA,JOSE ANTONIO MATEOS MO¥INO,AGRICULTURA 9,08100,MOLLET DEL VALLES
9100055620,MARFA BAR,CAL MARFA SCP,PRAT DE LA RIBA 13,08100,MOLLET DEL VALLES
9100055707,JULIS BAR,JULIS BAR,CALLE PERE RAMON 1,08100,MOLLET DEL VALLES
9100055836,ORRIOLS FORN DE PA,ORRIOLS FORN DE PA,Plaça de Prat de la Riba 12,08100,MOLLET DEL VALLES
9100056034,FORN DE PA EMY,FORN DE PA EMY,CALLE AGRICULTURA 18,08100,MOLLET DEL VALLES
9100075764,NOU CAPRICCIO,NOU CAPRICCIO,CALLE SALVADOR ESPRIU 30,08100,MOLLET DEL VALLES
9100120690,CAN OLIVER BAR,CAN OLIVER BAR,CALLE CLAUDI ARAÑO I ARAÑO 17,08100,MOLLET DEL VALLES
9100121589,RTE CHINO TA HAO MEN,RTE CHINO TA HAO MEN,AVENIDA ANTONI GAUDI 30-32,08100,MOLLET DEL VALLES
9100126935,AAVV SANTA ROSA,AAVV SANTA ROSA,Passatge de l'Ombra 1,08100,MOLLET DEL VALLÈS
9100129133,SA I FRESC RESTAURANT,RESTAURANT SA I FRESC 2010,AVENIDA RABASSAIRES 46-50,08100,MOLLET DEL VALLES
9100239655,LA PINYA BAR,LA PINYA BAR,AVENIDA JAUME I 3-5,08100,MOLLET DEL VALLES
9100246685,ESTANC MOLLET 2,ESTANC MOLLET 2,CALLE AGRICULTURA 37,08100,MOLLET DEL VALLES
9100326765,PAQUI FORN DE PA,PAQUI FORN DE PA,AVENIDA ANTONI GAUDI 46,08100,MOLLET DEL VALLES
9100353152,NUEVO VITORINO,QINGQING WEI,CAN MOLLET 1,08100,MOLLET DEL VALLES
9100366443,BAR MEJIAS,ALMOHAYA ORTIZ JUAN CARLOS,CALLE ENRIC MORERA 37,08100,MOLLET DEL VALLES
9100371825,TINO FRANKFURT,TINO FRANKFURT,AVENIDA JAUME I 154,08100,MOLLET DEL VALLES
9100371825,TINO FRANKFURT,TINO FRANKFURT,AVENIDA JAUME I 154,08100,MOLLET DEL VALLES
9100467331,BAR RESTAURANTE NEORIS,BAR RESTAURANTE NEORIS,RAMBLA POMPEU FABRA 4,08100,MOLLET DEL VALLÈS
9100612100,EL JARDI DE GALLECS,EL JARDI DE GALLECS,CALLE FRANCESC LAYRET 65,08100,MOLLET DEL VALLES
9100617395,BAR LOS EXTREMEÑOS,BAR LOS EXTREMEÑOS,Passeig de la Ronda 7,08100,MOLLET DEL VALLES
9100642781,Bar Castillo,Bar Castillo,Carrer de Sant Jordi 56,08100,MOLLET DEL VALLES
9100653427,BAR DE TAPES,BAR DE TAPES,Avinguda de Caldes de Montbui 17,08100,MOLLET DEL VALLES
9100663743,BAR ALMANSA,BAR ALMANSA,Carrer de Sant Llorenç 52,08100,MOLLET DEL VALLES
9100665155,Bar restaurante Nacha,Bar restaurante Nacha,Carrer de Salvador Espriu 7,08100,MOLLET DEL VALLES
9100670399,755_SUBLIME,755_SUBLIME,CALLE SALVADOR ESPRIU 38,08100,MOLLET DEL VALLES
9100677478,LA BONA SORT,LA BONA SORT,Carrer de Sant Ramon 36,08100,MOLLET DEL VALLES
9100684101,BAR NOMAD,BAR NOMAD,Avinguda d'Antoni Gaudí 12,08100,Mollet del Vallès
9100684195,LA PRUNA,LA PRUNA,Carrer de la Pau 28,08100,MOLLET DEL VALLES
9100694798,BAR CUBO VENTALLO,BAR CUBO VENTALLO,Carrer de Gaietà Ventalló 33,08100,MOLLET DEL VALLES
9100695039,ENERGY BAR  & RESTAURANTE,ENERGY BAR  & RESTAURANTE,Carrer del Ferrocarril 80,08100,MOLLET DEL VALLES
9100695182,XURRERIA CAFETERIA GARBER,XURRERIA CAFETERIA GARBER,CALLE PAU VILA 12,08100,MOLLET DEL VALLES
9100698744,BAR PRUNERES,BAR PRUNERES,Carrer d'Anselm Clavé 15,08100,MOLLET DEL VALLES
9100701166,NOVA PALMERA,NOVA PALMERA,Carrer de Gallecs 47,08100,MOLLET DEL VALLES
9100702970,KAPHIY BRUNCH,KAPHIY BRUNCH,Carrer de Gaietà Vínzia 20,08100,MOLLET DEL VALLES
9100708130,TREBOL CERVECERIA,TREBOL CERVECERIA,Carrer de l'Agricultura 11,08100,MOLLET DEL VALLES
9100721293,RSTE. L'OLIVE,RSTE. L'OLIVE,Carrer de Claudi Arañó i Arañó 17,08100,MOLLET DEL VALLES
9100725280,CASA MAURA,CASA MAURA,Carrer de Francesc Ferrer i Guàr 21,08100,MOLLET DEL VALLES
9100727703,HALCON BAR,HALCON BAR,Rambla Nova 93,08100,MOLLET DEL VALLES
9100731896,Bar la Cantonada,Bar la Cantonada,Avinguda del Parc 1,08100,MOLLET DEL VALLES
9100733214,BAR VAGON 66,BAR VAGON 66,Carrer de Francesc Macià 62,08100,MOLLET DEL VALLES
9100734979,SOL Y LUNA,SOL Y LUNA,AVENIDA CALDES DE MONTBUI 21,08100,MOLLET DEL VALLES
9100738455,BAR GALICIA,BAR GALICIA,Carrer de Francesc Layret 28,08100,MOLLET DEL VALLES
9100740330,LA VERMUTERIA,LA VERMUTERIA,Carrer de la Pau 21,08100,MOLLET DEL VALLES
9100742484,BAR ESPERANZA,BAR ESPERANZA,Carrer de Gallecs 75,08100,MOLLET DEL VALLES
9100744307,BAR CA LA XIANG,BAR CA LA XIANG,Carrer de Francesc Layret 71,08100,MOLLET DEL VALLES
9100746967,WONCA BURGUER,WONCA BURGUER,Carrer de Francesc Layret 6,08100,MOLLET DEL VALLES
9100746984,Molletveer,Molletveer,Carrer Jaume Coll 5,08100,MOLLET DEL VALLES
9100750130,LA TAVERNA DE CAN PANTIQUET,LA TAVERNA DE CAN PANTIQUET,Carrer de Can Pantiquet S/N,08100,MOLLET DEL VALLES
9100755962,EVA RESTAURANT,EVA RESTAURANT,AVENIDA ANTONI GAUDI 62,08100,MOLLET DEL VALLES
9100760131,ALAIA COFFE BAR ,ALAIA COFFE BAR ,Avinguda de Jaume I 156,08100,MOLLET DEL VALLES
9100760596,TREBOL BRUNCH,TREBOL BRUNCH,Carrer de Berenguer III 156,08100,POLINYÀ
9100764101,RAJAS TACOS KEHBAD BAR CAFETERIA,RAJAS TACOS KEHBAD BAR CAFETERIA,Plaza mayor 5,08100,MOLLET DEL VALLES
9100764969,PETIT CAFE,PETIT CAFE,Carrer de Gaietà Vínzia 44,08100,MOLLET DEL VALLES
9100767153,BAR FUTBOL LOURDES,BAR FUTBOL LOURDES,CAMINO CAN VILA S/N,08100,MOLLET DEL VALLES
9100055150,"AUTORACING MOLLET, S.L.","AUTORACING MOLLET, S.L.",FERROCARRIL 52 -,08100,MOLLET DEL VALLES
9100389125,ALOE,ALOE,MENENDEZ I PELAYO 1,08500,VIC
9100529116,2 PRINCIPE,2 PRINCIPE,PASEO GENERALITAT 37,08500,VIC
9100503495,80'S SPIRIT,80'S SPIRIT,PLAZA PIETAT 2,08500,VIC
9100573746,PANADERIA GRANIER,PANADERIA GRANIER,RAMBLA PASSEIG 7,08500,VIC
9100566266,FORN EL VERDAGUER,FORN EL VERDAGUER,Carrer de Jacint Verdaguer 28,08500,VIC
9100563102,BAR ESTACIO RENFE,BAR ESTACIO RENFE,PLAZA ESTACIO S/N,08500,VIC
9100453983,EL MOLI,EL MOLI,CALLE LA LLOTJA 9,08500,VIC
9100721688,FLECA DIVINA PASTORA,FLECA DIVINA PASTORA,Carrer Sant Segimon 22,08500,VIC
9100567698,BAR LAURA,BAR LAURA,CALLE CANIGO 70,08500,VIC
9100058499,PUNT DONER KEBAB,PUNT DONER KEBAB,CALLE JACINT VERDAGUER 27,08500,VIC
9100056562,RACO DE L'IBERIC**,RACO DE L'IBERIC**,PLAZA MAJOR 21,08500,VIC
9100736216,IMPEVIC EDIFICI EL SUCRE,IMPEVIC EDIFICI EL SUCRE,CARRER DE LA CIUTAT S/N,08500,VIC
9100739591,IZAKAYA,IZAKAYA,Carrer de la Riera 30,08500,VIC
9100745478,BAR STACJA PL,BAR STACJA PL,Avinguda d'Olímpia 7,08500,VIC
9100745910,ENTREPA I PA,ENTREPA I PA,Carrer de la Providència 23,08500,VIC
9100752144,HAPPYLANDIAPARK,HAPPYLANDIAPARK,CARRETERA DE VIC 217,08500,VIC
9100767161,CA LA LAURA PLAÇA,CA LA LAURA PLAÇA,Rambla de les Davallades 8,08500,VIC
9100771401,SERRAT PLANES BONES,SERRAT PLANES BONES,Masia Camí de Planes Bones S/N,08500,SENTFORES
9100446439,FRANKFURT C'JOAN,FRANKFURT C'JOAN,CALLE RIPOLL 53,08500,VIC
9100724322,INDUSTRIA 52,INDUSTRIA 52,Carrer de la Indústria 52,08500,VIC
9100717724,BAR TENNIS VIC,BAR TENNIS VIC,AVENIDA OLIMPIA S/N,08500,VIC
9100715856,RESTAURANT food hub,RESTAURANT food hub,Carrer de Montserrat 20,08500,VIC
9100703436,TAJ MAHAL,TAJ MAHAL,Carrer de les Carnisseries 34,08500,VIC
9100703234,Llegums Cuits Cal Marcel·lí,Llegums Cuits Cal Marcel·lí,Carrer Sant Segimon 14,08500,VIC
9100701784,BUSVIC,BUSVIC,Carrer del Pare Gallissà 4,08500,VIC
9100699144,BAR GRACE,BAR GRACE,C/RAMON D'ABADAL 21,08500,VIC
9100691356,RESTAURANT CASA MEXICO,RESTAURANT CASA MEXICO,Call Nou 9,08500,VIC
9100682040,EL PORTAL VIC,EL PORTAL VIC,Carrer del Pare Coll 2,08500,VIC
9100668218,CA LA NATI,CA LA NATI,CARRER DEL VIRREI AVILÉS 6,08500,VIC
9100452581,BONA TAPA,BONA TAPA,PASEO GENERALITAT 44,08500,VIC
9100423519,BOTING JUMPING PARK,BOTING JUMPING PARK,CALLE SOLSONA 4,08500,VIC
9100409671,SEGAFREDO,SEGAFREDO,PASEO GENERALITAT 15,08500,VIC
9100374304,BAR PRIEGO,BAR PRIEGO,CALLE ENRIC PRAT DE LA RIBA 49,08500,VIC
9100324575,BAR SOL NOU,BAR SOL NOU,PASEO GENERALITAT 8,08500,VIC
9100127570,FRANKFURT VIC**,FRANKFURT VIC**,PASAJE PLA DEL REMEI 11,08500,VIC
115740,PARADOR VIC - SAU,PARADOR VIC - SAU,CARRETERA BV-5213 KM 10,08500,VIC
115740,PARADOR VIC - SAU,PARADOR VIC - SAU,CARRETERA BV-5213 KM 10,08500,VIC
9100727009,Vacanal Jubany - Hamburgueseria,Vacanal Jubany - Hamburgueseria,Plaça Major 36,08500,VIC
9100576586,BAR LA TASCA,BAR LA TASCA,CALLE MOSSEN LLUIS ROMEU 1,08500,VIC
9100158659,BAR CAFETERIA LA PONCELLA,BAR CAFETERIA LA PONCELLA,Passeig de la Generalitat 10,08500,VIC
9100262827,L & C,L & C,Carrer de Jaume Munmany 27,08500,VIC
9100494258,CAFETERIA CIRCUIT D'OSONA,CAFETERIA CIRCUIT D'OSONA,CALLE CABRERES 2,08500,VIC
9100588030,VIC HOQUEI CLUB,VIC HOQUEI CLUB,Avinguda d'Olímpia 15,08500,VIC
9100579836,LOVIC OSONA,LOVIC OSONA,CALLE SAU 9,08500,VIC
9100540322,COFFEE & BAKERY CAN PAU,COFFEE & BAKERY CAN PAU,CALLE CAN PAU RABA 1,08500,VIC
9100527263,PADEL OSONA VIC,PADEL OSONA VIC,CARRETERA PRATS DE LLUÇANES 14,08500,VIC
9100523486,BAR RESTAURANT GIRASOL,BAR RESTAURANT GIRASOL,Carretera de Roda 1,08500,VIC
9100520726,BOCATTI BAR,BOCATTI BAR,Carrer Mossèn Josep Gudiol 21,08500,VIC
9100517701,CLUB BASQUET VIC,CLUB BASQUET VIC,PLAZA PARE MILLAN S/N,08500,VIC
9100517366,INSOLIT,INSOLIT,Carrer dels Corretgers 4,08500,VIC
9100515640,TRINACRIA,TRINACRIA,CALLE ARQUEBISBE ALEMANY 24,08500,VIC
9100454403,LA MANDUCA,LA MANDUCA,CALLE MANLLEU 40,08500,VIC
9100419900,DIVICNUS GASTROBAR,DIVICNUS GASTROBAR,CALLE SANT MIQUEL DELS SANTS 1,08500,VIC
9100345891,CARBO,CARBO,CALLE DUES SOLES 8,08500,VIC
9100345891,CARBO,CARBO,CALLE DUES SOLES 8,08500,VIC
9100337367,SAKURA II,SAKURA II,CALLE MIRAMARGES 8,08500,VIC
9100294904,GARBI BISTROT,GARBI BISTROT,RAMBLA HOSPITAL 8,08500,VIC
9100246993,TRESONA XXI,TRESONA XXI,CALLE ARGENTERS 4,08500,VIC
9100166608,CITY ARMS,CITY ARMS,CALLE MISERICORDIA 4,08500,VIC
9100126373,BAR AVINGUDA,BAR AVINGUDA,AVENIDA SANT BERNAT CALBO 42,08500,VIC
9100541821,PRAGMA PROFESSIONAL,PRAGMA PROFESSIONAL,CALLE MIRAMARGES 7,08500,VIC
9100628369,RESTAURANT EL XIC,RESTAURANT EL XIC,CALLE GURB 103,08500,VIC
128247,INDOORWALL VIC,INDOORWALL VIC,"CALLE SANTIAGO RAMÓN Y CAJAL, 87",08500,VIC
128247,INDOORWALL VIC,INDOORWALL VIC,"CALLE SANTIAGO RAMÓN Y CAJAL, 87",08500,VIC
128247,INDOORWALL VIC,INDOORWALL VIC,"CALLE SANTIAGO RAMÓN Y CAJAL, 87",08500,VIC
128247,INDOORWALL VIC,INDOORWALL VIC,"CALLE SANTIAGO RAMÓN Y CAJAL, 87",08500,VIC
118136,BK VIC,BK VIC,MANLLEU 30-32,08500,VIC
118136,BK VIC,BK VIC,MANLLEU 30-32,08500,VIC
9100471566,BAR LA TORTUGA,BAR LA TORTUGA,RAMBLA HOSPITAL 31,08500,VIC
9100739798,LA DIVINA,LA DIVINA,CARRER SANTIAGO RAMON I CAJAL 48,08500,VIC
9100577790,BAR CA LA LAURA,BAR CA LA LAURA,Rambla de les Davallades 21,08500,VIC
9100156149,PARENTHESIS,PARENTHESIS,CALLE CERVERA 11,08500,VIC
9100057040,COOPERATIVA GUISSONA,COOPERATIVA GUISSONA,Carretera de Manlleu s/n,08500,VIC
9100634160,TKBNA,TKBNA,Carrer de Rupit 12,08500,VIC
9100058168,BAR UNIVIC,BAR UNIVIC,Carrer de Miramarges 10,08500,VIC
9100058399,BAR RTE.ZEFIR BEGUDES,BAR RTE.ZEFIR BEGUDES,CALLE EIX ONZE DE SETEMBRE 29,08500,VIC
9100058486,CAFETERIA LISA,CAFETERIA LISA,Rambla de Josep Tarradellas 11,08500,VIC
9100058727,SNACK (VIC),SNACK (VIC),Plaça Major 28,08500,VIC
9100058749,"MINI BRINDIS, BAR","MINI BRINDIS, BAR",Carrer de Sant Jordi 1,08500,VIC
9100056384,PALACIO DE ORIENTE,PALACIO DE ORIENTE,CALLE ANDREU FEBRER 1,08500,VIC
9100056413,BAR TREBOL,BAR TREBOL,AVENIDA PIUS XII 13,08500,VIC
9100056689,RESTAURANT NOU PAMPLONA,RESTAURANT NOU PAMPLONA,CALLE EIX ONZE DE SETEMBRE 11,08500,VIC
9100056722,"FONTSECA, BAR","FONTSECA, BAR",CARRETERA SANT HILARI SACALM S/N,08500,VIC
9100056774,BAR CAFETERIA VIC,BAR CAFETERIA VIC,PASEO GENERALITAT 23,08500,VIC
9100056957,TASTIC BAR,TASTIC BAR,Avinguda de Sant Bernat Calbó 52,08500,VIC
9100056959,ASSEMBLEA JOVE VIC,ASSEMBLEA JOVE VIC,CALLE JOAN DE SERRALLONGA 3,08500,VIC
9100056959,ASSEMBLEA JOVE VIC,ASSEMBLEA JOVE VIC,CALLE JOAN DE SERRALLONGA 3,08500,VIC
9100057171,CASA TEVA,CASA TEVA,Carrer de l'Arquebisbe Alemany 21,08500,VIC
9100057428,CAFE PASTISSERIA BRUGUER,CAFE PASTISSERIA BRUGUER,CALLE JAUME I EL CONQUERIDOR 3,08500,VIC
9100057605,EL PONT GOTIC,EL PONT GOTIC,PLAZA ENRIC GONZALEZ I TORNES 1,08500,VIC
9100057936,EL CAPUTXI,EL CAPUTXI,Carrer de Sant Pau 39,08500,VIC
9100057963,FETNOSTREVIC,FETNOSTREVIC,CALLE MIRAMARGES 6,08500,VIC
9100736273,TOPIC,TOPIC,Carrer de Cervera 14,08500,VIC
9100740503,BAR ÑAM LLODO,BAR ÑAM LLODO,Carrer Enric Prat de la Riba 16,08500,VIC
9100742873,EL PERNILER,EL PERNILER,CARRER MARE DE DEU DELS MUTS 2,08500,VIC
9100745490,PLANES BONES,PLANES BONES,Carrer d’en Perot Rocaguinarda 2,08500,VIC
9100746500,RUKU RESTAURANT,RUKU RESTAURANT,Carrer de Sant Sadurní 12,08500,VIC
9100746832,EL 9 TONI PETIT,EL 9 TONI PETIT,Carrer de Ripoll 33,08500,VIC
9100748119,LE PETIT KOALA,LE PETIT KOALA,Rambla del Passeig 65,08500,VIC
9100748120,Samsara Buffet lliure,Samsara Buffet lliure,Ronda de Francesc Camprodon 18,08500,VIC
9100748566,BAR GABI,BAR GABI,Carrer Nou 7,08500,VIC
9100751056,L'INDIÀ CAFETERIA,L'INDIÀ CAFETERIA,Carrer del Pla de Balenyà 9,08500,VIC
9100752643,Restaurant el Punt,Restaurant el Punt,Carrer de Ramon Sala i Saçala 13,08500,VIC
9100752651,La Indiana Gastro & Gelato,La Indiana Gastro & Gelato,Carrer del Pla de Balenyà 7,08500,VIC
9100752860,SAZON DE LOS APOLOS,SAZON DE LOS APOLOS,Carretera d la Guixa 10,08500,VIC
9100755818,El Celler d'en Miquel,El Celler d'en Miquel,Plaça de l'Estació 1,08500,VIC
9100760072,CAL GAT CAFETERIA RESTAURANT,CAL GAT CAFETERIA RESTAURANT,Rambla del Passeig 39,08500,VIC
9100766575,BAR ATLANTIDA,BAR ATLANTIDA,Carrer de Francesc Maria Masferre 4,08500,VIC
9100767754,INNOGANDO,INNOGANDO,Carrer de la Llotja 7,08500,VIC
9100059144,VIC POOL,VIC POOL,PASEO GENERALITAT 58,08500,VIC
9100521875,CAFETERIA SANT JORDI,CAFETERIA SANT JORDI,CALLE MANLLEU 42,08500,VIC
9100668715,CAL OCELLAIRES,CAL OCELLAIRES,Avinguda dels Països Catalans 49,08500,VIC
9100723264,BAR JALEY BAKERY,BAR JALEY BAKERY,Carrer Països Catalans 7,08191,VILANOVA DEL VALLÈS
9100696849,Federació Catalana de Patinatge (FC,Federació Catalana de Patinatge (FC,Avenida Meridiana 27,08018,BARCELONA
9100761557,CLUB PADEL MIR,CLUB PADEL MIR,"CARRETERA BV-5001 KM 8,8",08110,MONTCADA I REIXAC
9100750914,CARLOS OLMOS MONZON,CARLOS OLMOS MONZON,Carrer de les Esquadres 26,08901,L'HOSPITALET DE LLOBREGAT
9100040930,COFFEE YAGUNA,COFFE LLAGUNA S.L.,LLUIS VIVES 19,08400,GRANOLLERS
9100044418,BAR LA GRALLA,DIL GIRO LOURDES,JOSEP UMBERT 130,08400,GRANOLLERS
9100044457,BAR OLIMPIC,GUANGCHUAN WANG,GERONA 185,08400,GRANOLLERS
9100044461,PUB EVENING,PUB EVENING,PASEO MUNTANYA 139,08400,GRANOLLERS
9100219680,CAN MANEL,HAIWEI DU,AMADEU CASTELLANOS 2,08400,GRANOLLERS
9100252903,RESTAURANT EL CISNE,EL CISNE IRAYOL SL,ANSELM CLAVE 77,08400,GRANOLLERS
9100743845,DESEO,DESEO,PASSATGE SANT BARTOMEU 16,08400,GRANOLLERS
9100747490,CASAL CIVIC TERRASSA,CASAL CIVIC TERRASSA,Carrer de Wagner 2,08222,TERRASSA
9100770429,ENTRE TAPAS,ENTRE TAPAS,Avinguda de Catalunya S/N,08930,SANT ADRIÀ DE BESÒS
9100736601,Delight Coffee,Delight Coffee,Avinguda de Catalunya 51,08930,BARCELONA
9100627990,FELIUBADALO,FELIUBADALO,CARRER CAN MAGÍ 10,08210,BARBERÀ DEL VALLÈS
9100749745,Dolç i Salat Cuba,Dolç i Salat Cuba,Calle Cuba 38,08302,MATARÓ
9100474233,DOLC I SALAT MATARO,DOLC I SALAT MATARO,RONDA FRANCESC MACIA 18,08302,MATARÓ
9100756802,AIRE,AIRE,Carrer de Falguera 6,08980,SANT FELIU DE LLOBREGAT
122790,BK GRANOLLERS RONDA SUD,BK GRANOLLERS RONDA SUD,CALLE LLUIS COMPANYS 41,08401,GRANOLLERS
122790,BK GRANOLLERS RONDA SUD,BK GRANOLLERS RONDA SUD,CALLE LLUIS COMPANYS 41,08401,GRANOLLERS
122790,BK GRANOLLERS RONDA SUD,BK GRANOLLERS RONDA SUD,CALLE LLUIS COMPANYS 41,08401,GRANOLLERS
122790,BK GRANOLLERS RONDA SUD,BK GRANOLLERS RONDA SUD,CALLE LLUIS COMPANYS 41,08401,GRANOLLERS
136720,UDON GRANOLLERS,UDON GRANOLLERS,"PLAÇA DE LA CASERNA, 3",08401,GRANOLLERS
136720,UDON GRANOLLERS,UDON GRANOLLERS,"PLAÇA DE LA CASERNA, 3",08401,GRANOLLERS
9100570919,KYOMI TEA,KYOMI TEA,Carrer de Santa Elisabet 15,08401,GRANOLLERS
122348,FRANKFURT LEO BOECK GRANOLLERS,FRANKFURT LEO BOECK GRANOLLERS,SANT ROC 8,08401,GRANOLLERS
122348,FRANKFURT LEO BOECK GRANOLLERS,FRANKFURT LEO BOECK GRANOLLERS,SANT ROC 8,08401,GRANOLLERS
122348,FRANKFURT LEO BOECK GRANOLLERS,FRANKFURT LEO BOECK GRANOLLERS,SANT ROC 8,08401,GRANOLLERS
122348,FRANKFURT LEO BOECK GRANOLLERS,FRANKFURT LEO BOECK GRANOLLERS,SANT ROC 8,08401,GRANOLLERS
9100756793,INSTINT RESTAURANT,INSTINT RESTAURANT,Carrer Príncep de Viana 25,08401,GRANOLLERS
9100041486,XICS DE GRANOLLERS,XICS DE GRANOLLERS,AVENIDA ENRIC PRAT DE LA RIBA 77,08401,GRANOLLERS
9100041725,FLECA P.BRETCHA (PL. MALUQUER),FLECA P.BRETCHA (PL. MALUQUER),PLAZA JOSEP MALUQUER I SALVADOR 17,08401,GRANOLLERS
9100042386,BAR PAREDES 5,LOPEZ PADILLA ANDRES,CALLE ROSSELLO 77,08401,GRANOLLERS
9100043893,BAR RESTAURANT PAVEPIC,BAR RESTAURANT PAVEPIC,CALLE FRANCESC MACIA 160,08401,GRANOLLERS
9100044282,BAR PAREDES I,BAR PAREDES I,CALLE RAFAEL CASANOVA 64,08401,GRANOLLERS
9100044469,BAR EL RECONET,BAR EL RECONET,CALLE POMPEU FABRA 15,08401,GRANOLLERS
9100056059,PITAPES RESTAURANT GRANOLLES,PITAPES RESTAURANT GRANOLLES,CALLE MIQUEL RICOMA 55,08401,GRANOLLERS
9100087801,CASA CHUECOS,CASA CHUECOS,CALLE ANNIBAL 26,08401,GRANOLLERS
9100098069,FORN EL SAGA,FORN EL SAGA,CALLE ROGER DE FLOR 45,08401,GRANOLLERS
9100145874,GRANJA LA NOU,GRANJA LA NOU,CALLE SANT JOSEP 1,08401,GRANOLLERS
9100169285,TAPES,TAPES,PLAZA PORXADA 32,08401,GRANOLLERS
9100219758,FORN DE PA MARGARIDA,FORN DE PA MARGARIDA,CALLE TORRES I BAGES 53,08401,GRANOLLERS
9100229514,RESTAURANTE MINT,RESTAURANTE MINT,CALLE SANT JOSEP 10,08401,GRANOLLERS
9100250393,RTE AYOPAYA,AYO BOL SL,VIC 6,08401,GRANOLLERS
9100253786,BAR LA RAMBLA,WEI HONG,CALLE MARE DE DEU DE MONTSERRAT 58,08401,GRANOLLERS
9100297849,CAL JIJONERO,CAL JIJONERO,CALLE CORRO 2,08401,GRANOLLERS
