FECHA,Transporte,Ruta,Repartidor,Destinatario mcía.,Entrega,Material,Denominación,Cantidad entrega,Un.medida venta,Destinatario mcía.,Nombre 1,Nombre 2,Calle,CP,Población,ZonaTransp,ZonaTransp,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963853,ED15LN,ESTRELLA DAMM 1/5 LN,9,CAJ,9100238822,CRISTINA BAR,CRISTINA BAR,AVENIDA PIERA 33,08107,MARTORELLES,DD13100030,MARTORELLES,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963853,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,9,CAJ,9100238822,CRISTINA BAR,CRISTINA BAR,AVENIDA PIERA 33,08107,MARTORELLES,DD13100030,MARTORELLES,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963853,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,1,CAJ,9100238822,CRISTINA BAR,CRISTINA BAR,AVENIDA PIERA 33,08107,MARTORELLES,DD13100030,MARTORELLES,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963853,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,CAJ,9100238822,CRISTINA BAR,CRISTINA BAR,AVENIDA PIERA 33,08107,MARTORELLES,DD13100030,MARTORELLES,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963853,0ZU0020,GRANINI MELOCOTON  20CL 24U,2,CAJ,9100238822,CRISTINA BAR,CRISTINA BAR,AVENIDA PIERA 33,08107,MARTORELLES,DD13100030,MARTORELLES,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963853,ED15LN,ESTRELLA DAMM 1/5 LN,6,CAJ,9100238822,CRISTINA BAR,CRISTINA BAR,AVENIDA PIERA 33,08107,MARTORELLES,DD13100030,MARTORELLES,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963853,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,6,CAJ,9100238822,CRISTINA BAR,CRISTINA BAR,AVENIDA PIERA 33,08107,MARTORELLES,DD13100030,MARTORELLES,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963853,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,1,CAJ,9100238822,CRISTINA BAR,CRISTINA BAR,AVENIDA PIERA 33,08107,MARTORELLES,DD13100030,MARTORELLES,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963853,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,CAJ,9100238822,CRISTINA BAR,CRISTINA BAR,AVENIDA PIERA 33,08107,MARTORELLES,DD13100030,MARTORELLES,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963853,0ZU0018,GRANINI  ARANDANOS 20CL 24U,1,CAJ,9100238822,CRISTINA BAR,CRISTINA BAR,AVENIDA PIERA 33,08107,MARTORELLES,DD13100030,MARTORELLES,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963853,0ZU0020,GRANINI MELOCOTON  20CL 24U,1,CAJ,9100238822,CRISTINA BAR,CRISTINA BAR,AVENIDA PIERA 33,08107,MARTORELLES,DD13100030,MARTORELLES,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963855,0LM0024,GC BOBINA SECAMANOS  2C 180M 6U,1,CAJ,9100233605,MARTU CITY,JOSE,PIERA 53,08107,MARTORELLES,DD13100030,MARTORELLES,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963857,0LI0431,FIREBALL LICOR DE WHISKY CON CANELA 70CL,1,BOT,9100161621,FORN VALERO,ANTONIO,Carrer Major 16,08160,MONTMELÓ,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963857,0VE3263,IRREVERENTE VERMUT RESERVA 1L 1U,1,UN,9100161621,FORN VALERO,ANTONIO,Carrer Major 16,08160,MONTMELÓ,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963857,0VE4962,HALLAZGO BLANCO JOVEN 75CL 6U,1,CAJ,9100161621,FORN VALERO,ANTONIO,Carrer Major 16,08160,MONTMELÓ,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963857,0LI2479,HIGHLANDER SCOTCH WHISKY 1L,1,UN,9100161621,FORN VALERO,ANTONIO,Carrer Major 16,08160,MONTMELÓ,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963860,ED13,ESTRELLA DAMM 1/3 RET. PP,5,CAJ,9100151684,PEPE.COM,PEPE.COM,AVENIDA MIL.LENARI 15,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963860,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,5,CAJ,9100151684,PEPE.COM,PEPE.COM,AVENIDA MIL.LENARI 15,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963860,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,1,CAJ,9100151684,PEPE.COM,PEPE.COM,AVENIDA MIL.LENARI 15,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963860,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",4,CAJ,9100151684,PEPE.COM,PEPE.COM,AVENIDA MIL.LENARI 15,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963860,0LT0009,LETONA GRAN CREME 1L VR 12U,1,CAJ,9100151684,PEPE.COM,PEPE.COM,AVENIDA MIL.LENARI 15,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963860,3ENV1281,C.C. LECHE LETONA (NUEVO),1,CAJ,9100151684,PEPE.COM,PEPE.COM,AVENIDA MIL.LENARI 15,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963860,0LT0090,LETONA SEMI SIN LACTOSA 1L PET 6U,1,CAJ,9100151684,PEPE.COM,PEPE.COM,AVENIDA MIL.LENARI 15,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963860,0CF1136,GARRIGA CREME NATURAL BOLSA 1KG 1U,2,UN,9100151684,PEPE.COM,PEPE.COM,AVENIDA MIL.LENARI 15,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963860,0RF0079,/-COCA COLA ZERO LATA 33CL 24U,1,CAJ,9100151684,PEPE.COM,PEPE.COM,AVENIDA MIL.LENARI 15,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963860,0LI0044,MAGNO BRANDY 70CL,1,BOT,9100151684,PEPE.COM,PEPE.COM,AVENIDA MIL.LENARI 15,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963860,0LI0063,CACIQUE RON AÑEJO 70CL,3,BOT,9100151684,PEPE.COM,PEPE.COM,AVENIDA MIL.LENARI 15,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963860,0AM0292,"BISCUITS GALICIA MINI MAGD CHOCO 1,5KG",1,CAJ,9100151684,PEPE.COM,PEPE.COM,AVENIDA MIL.LENARI 15,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963860,0AM1278,BARGALLO ACEITE VIRGEN EXTRA 5L,1,UN,9100151684,PEPE.COM,PEPE.COM,AVENIDA MIL.LENARI 15,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963860,UE905,JARRA GRANDE ED,6,UN,9100151684,PEPE.COM,PEPE.COM,AVENIDA MIL.LENARI 15,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963860,ED30,ESTRELLA DAMM BARRIL 30,2,BRL,9100151684,PEPE.COM,PEPE.COM,AVENIDA MIL.LENARI 15,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963860,BRL30V,BARRIL INOX 30L. EURONORMA,2,BRL,9100151684,PEPE.COM,PEPE.COM,AVENIDA MIL.LENARI 15,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963860,0LI0172,SEAGRAM'S GIN  EXTRA DRY 70CL,5,BOT,9100151684,PEPE.COM,PEPE.COM,AVENIDA MIL.LENARI 15,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963860,0LI2466,BEEFEATER BLACK GIN 70CL,1,UN,9100151684,PEPE.COM,PEPE.COM,AVENIDA MIL.LENARI 15,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963862,XI13,XIBECA 5% 1/3 RET,3,CAJ,9100043839,BAR PLAZA GRAN,GARCIA HONRUBIA JOSE ANTONIO,GRAN 3,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963862,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,3,CAJ,9100043839,BAR PLAZA GRAN,GARCIA HONRUBIA JOSE ANTONIO,GRAN 3,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963862,XI13,XIBECA 5% 1/3 RET,3,CAJ,9100043839,BAR PLAZA GRAN,GARCIA HONRUBIA JOSE ANTONIO,GRAN 3,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963862,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,3,CAJ,9100043839,BAR PLAZA GRAN,GARCIA HONRUBIA JOSE ANTONIO,GRAN 3,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963865,ED15LN,ESTRELLA DAMM 1/5 LN,3,CAJ,9100041503,CAL QUIM,CAL QUIM,AVENIDA POMPEU FABRA 3,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963865,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,3,CAJ,9100041503,CAL QUIM,CAL QUIM,AVENIDA POMPEU FABRA 3,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963865,ED30,ESTRELLA DAMM BARRIL 30,1,BRL,9100041503,CAL QUIM,CAL QUIM,AVENIDA POMPEU FABRA 3,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963865,BRL30V,BARRIL INOX 30L. EURONORMA,1,BRL,9100041503,CAL QUIM,CAL QUIM,AVENIDA POMPEU FABRA 3,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963865,0VE2132,MONTERIO BLANCO ROSCA 6U,3,CAJ,9100041503,CAL QUIM,CAL QUIM,AVENIDA POMPEU FABRA 3,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963865,ED15LN,ESTRELLA DAMM 1/5 LN,2,CAJ,9100041503,CAL QUIM,CAL QUIM,AVENIDA POMPEU FABRA 3,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963865,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,2,CAJ,9100041503,CAL QUIM,CAL QUIM,AVENIDA POMPEU FABRA 3,08160,MONTMELO,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963867,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,1,CAJ,9100041485,BAR TONYSA,PEREZ SEVILLA ANTONIO,Carrer del Pintor Mir 2,08160,MONTMELÓ,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963867,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",4,CAJ,9100041485,BAR TONYSA,PEREZ SEVILLA ANTONIO,Carrer del Pintor Mir 2,08160,MONTMELÓ,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963867,0VE0543,IRREVERENTE TINTO ROBLE 75CL 6U,1,CAJ,9100041485,BAR TONYSA,PEREZ SEVILLA ANTONIO,Carrer del Pintor Mir 2,08160,MONTMELÓ,DD13100029,MONTMELO,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963869,0LT0061,SOLAR LECHE ENTERA  1L BRIK 6U,2,CAJ,128916,(RESTAURANT) SPORT & HEALTH OXIGEN,(RESTAURANT) SPORT & HEALTH OXIGEN,"CALLE VERNEDA 66-70, LOCAL 2",08107,MARTORELLES,DD13100030,MARTORELLES,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963869,0AM3565,BARGALLO ACEITE GOURMET SOL GIRASOL 20L,1,UN,128916,(RESTAURANT) SPORT & HEALTH OXIGEN,(RESTAURANT) SPORT & HEALTH OXIGEN,"CALLE VERNEDA 66-70, LOCAL 2",08107,MARTORELLES,DD13100030,MARTORELLES,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963869,0AM5510,PROEZA JUDIA BLANCA 3KG 1U,3,UN,128916,(RESTAURANT) SPORT & HEALTH OXIGEN,(RESTAURANT) SPORT & HEALTH OXIGEN,"CALLE VERNEDA 66-70, LOCAL 2",08107,MARTORELLES,DD13100030,MARTORELLES,
05/02/2026,11443414,DR0001,850012,JORDI PUIGDELLIRE GALERA,827963869,0AM0368,SAL COSTA SAL CLASICA DE MESA 1 KG. 12U,1,CAJ,128916,(RESTAURANT) SPORT & HEALTH OXIGEN,(RESTAURANT) SPORT & HEALTH OXIGEN,"CALLE VERNEDA 66-70, LOCAL 2",08107,MARTORELLES,DD13100030,MARTORELLES,
06/02/2026,11445773,DR0045,850000,REPARTIDOR MOVI,827964084,0AM0884,"CARRETILLA CARRILLADA 1,9  2U",1,CAJ,9100676061,Bar Tapas Bike,Bar Tapas Bike,PASSEIG DE LA FLORIDA 15,08130,SANTA PERPÈTUA DE MOGODA,DD13100045,Almacén,
06/02/2026,11445773,DR0045,850000,REPARTIDOR MOVI,827964086,ED13LT,ESTRELLA DAMM 1/3 LATA,3,CAJ,9100536484,CRISTIAN LORENTE AINAUD,CRISTIAN LORENTE AINAUD,AVENIDA L'ALZINAR 11,08033,BARCELONA,DD13100045,Almacén,
06/02/2026,11445773,DR0045,850000,REPARTIDOR MOVI,827964086,FD13LT,FREE DAMM 1/3 LATA LC,1,CAJ,9100536484,CRISTIAN LORENTE AINAUD,CRISTIAN LORENTE AINAUD,AVENIDA L'ALZINAR 11,08033,BARCELONA,DD13100045,Almacén,
06/02/2026,11445773,DR0045,850000,REPARTIDOR MOVI,827964086,0RF1698,/-COCA COLA ZERO IMPORT LATA33 24U,2,CAJ,9100536484,CRISTIAN LORENTE AINAUD,CRISTIAN LORENTE AINAUD,AVENIDA L'ALZINAR 11,08033,BARCELONA,DD13100045,Almacén,
06/02/2026,11445773,DR0045,850000,REPARTIDOR MOVI,827964086,0RF0020,/-FANTA NARANJA LATA 33CL 24U,1,CAJ,9100536484,CRISTIAN LORENTE AINAUD,CRISTIAN LORENTE AINAUD,AVENIDA L'ALZINAR 11,08033,BARCELONA,DD13100045,Almacén,
06/02/2026,11445773,DR0045,850000,REPARTIDOR MOVI,827964086,0RF1697,/-COCA COLA IMPORT LATA33 24U,2,CAJ,9100536484,CRISTIAN LORENTE AINAUD,CRISTIAN LORENTE AINAUD,AVENIDA L'ALZINAR 11,08033,BARCELONA,DD13100045,Almacén,
06/02/2026,11445773,DR0045,850000,REPARTIDOR MOVI,827964087,VE32P6,"AGUA VERI 1,5L PET PACK 6U.",4,CAJ,9100519725,MARIA LUISA MUÑOZ CARO,MARIA LUISA MUÑOZ CARO,CALLE FRANCESC FERRER I GUARDIA 9,08100,MOLLET DEL VALLÈS,DD13100045,Almacén,
06/02/2026,11445773,DR0045,850000,REPARTIDOR MOVI,827964090,ED13LT,ESTRELLA DAMM 1/3 LATA,3,CAJ,9100514206,SANTOS QUILES HORTAL,SANTOS QUILES HORTAL,AVENIDA SANT MORITZ 15,08185,LLI?A DE VALL,DD13100045,Almacén,
06/02/2026,11445773,DR0045,850000,REPARTIDOR MOVI,827964090,0LI0220,LEGENDARIO RON ELIXIR 7 AÑOS 70CL,2,BOT,9100514206,SANTOS QUILES HORTAL,SANTOS QUILES HORTAL,AVENIDA SANT MORITZ 15,08185,LLI?A DE VALL,DD13100045,Almacén,
06/02/2026,11445773,DR0045,850000,REPARTIDOR MOVI,827964090,0LI2687,P-BAILEYS ORI.CREMA WHISKY 1L,1,UN,9100514206,SANTOS QUILES HORTAL,SANTOS QUILES HORTAL,AVENIDA SANT MORITZ 15,08185,LLI?A DE VALL,DD13100045,Almacén,
06/02/2026,11445773,DR0045,850000,REPARTIDOR MOVI,827964090,0LI2696,P-BARCELO AÑEJO 70CL,1,UN,9100514206,SANTOS QUILES HORTAL,SANTOS QUILES HORTAL,AVENIDA SANT MORITZ 15,08185,LLI?A DE VALL,DD13100045,Almacén,
06/02/2026,11445773,DR0045,850000,REPARTIDOR MOVI,827964092,0LI0141,MARIE BRIZARD ANIS 1L,1,BOT,9100513427,MONTSERRAT PEREZ HERRERA,MONTSERRAT PEREZ HERRERA,CALLE MATAGALLS 16,08107,MARTORELLES,DD13100045,Almacén,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964245,0CF0410,MOMENT TEA  MANZANILLA E15 15U,2,EST,9100757477,BRUNCH 4.12 MUSIC,BRUNCH 4.12 MUSIC,Plaça la Vila 2,08105,SANT FOST DE CAMPSENTELLES,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964245,0CF0355,BONKA ESSENTIA DESCAFEINADO GRANO 500G,4,UN,9100757477,BRUNCH 4.12 MUSIC,BRUNCH 4.12 MUSIC,Plaça la Vila 2,08105,SANT FOST DE CAMPSENTELLES,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964245,0CF1034,BONKA ESSENTIA ECOLÓGICO GRANO 1KG,10,UN,9100757477,BRUNCH 4.12 MUSIC,BRUNCH 4.12 MUSIC,Plaça la Vila 2,08105,SANT FOST DE CAMPSENTELLES,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964245,0AM0831,ESPINALER MEJILLONES ESCABECHE 14/16,6,UN,9100757477,BRUNCH 4.12 MUSIC,BRUNCH 4.12 MUSIC,Plaça la Vila 2,08105,SANT FOST DE CAMPSENTELLES,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964245,0AM1126,ESPINALER BERBERECHOS OL120 55/65,6,UN,9100757477,BRUNCH 4.12 MUSIC,BRUNCH 4.12 MUSIC,Plaça la Vila 2,08105,SANT FOST DE CAMPSENTELLES,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964245,0LM0184,SECAMANOS GC 2C.ADD AZUL 106M 6U,1,CAJ,9100757477,BRUNCH 4.12 MUSIC,BRUNCH 4.12 MUSIC,Plaça la Vila 2,08105,SANT FOST DE CAMPSENTELLES,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964245,0CF1122,MOMENT TEA  CHAI TEA LATTE 10U,1,CAJ,9100757477,BRUNCH 4.12 MUSIC,BRUNCH 4.12 MUSIC,Plaça la Vila 2,08105,SANT FOST DE CAMPSENTELLES,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964245,0CF0421,MOMENT TEA FRUTAS BOSQUE 15U,2,CAJ,9100757477,BRUNCH 4.12 MUSIC,BRUNCH 4.12 MUSIC,Plaça la Vila 2,08105,SANT FOST DE CAMPSENTELLES,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964245,0AM0820,ESPINALER SALSA HOSTELERIA 2L GARRAFA,1,UN,9100757477,BRUNCH 4.12 MUSIC,BRUNCH 4.12 MUSIC,Plaça la Vila 2,08105,SANT FOST DE CAMPSENTELLES,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964245,0AM1406,"ESPINALER ACEITUNAS RELLENA 1,4KG",6,UN,9100757477,BRUNCH 4.12 MUSIC,BRUNCH 4.12 MUSIC,Plaça la Vila 2,08105,SANT FOST DE CAMPSENTELLES,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964245,0AM0315,BAYMAR ATUN BOLSA 1KG,3,UN,9100757477,BRUNCH 4.12 MUSIC,BRUNCH 4.12 MUSIC,Plaça la Vila 2,08105,SANT FOST DE CAMPSENTELLES,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964245,0AM1634,XPLICIT EDULCORANTE 1G 150U,1,CAJ,9100757477,BRUNCH 4.12 MUSIC,BRUNCH 4.12 MUSIC,Plaça la Vila 2,08105,SANT FOST DE CAMPSENTELLES,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964245,BH13P6,BOHEMIA DAMM 1/3SR CESTA 6U.150ANIV.,1,CAJ,9100757477,BRUNCH 4.12 MUSIC,BRUNCH 4.12 MUSIC,Plaça la Vila 2,08105,SANT FOST DE CAMPSENTELLES,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964245,BH13P6,BOHEMIA DAMM 1/3SR CESTA 6U.150ANIV.,1,CAJ,9100757477,BRUNCH 4.12 MUSIC,BRUNCH 4.12 MUSIC,Plaça la Vila 2,08105,SANT FOST DE CAMPSENTELLES,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964248,ED30,ESTRELLA DAMM BARRIL 30,4,BRL,9100757467,412 COFFEE BEER,412 COFFEE BEER,CARRETERA LA ROCA S/N,08105,SANT FOST DE CAMPSENTELLE,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964248,BRL30V,BARRIL INOX 30L. EURONORMA,4,BRL,9100757467,412 COFFEE BEER,412 COFFEE BEER,CARRETERA LA ROCA S/N,08105,SANT FOST DE CAMPSENTELLE,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964248,TU20,TURIA BARRIL 20L.,1,BRL,9100757467,412 COFFEE BEER,412 COFFEE BEER,CARRETERA LA ROCA S/N,08105,SANT FOST DE CAMPSENTELLE,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964248,BRL20V,BARRIL INOX 20L. TANQUETA A16,1,BRL,9100757467,412 COFFEE BEER,412 COFFEE BEER,CARRETERA LA ROCA S/N,08105,SANT FOST DE CAMPSENTELLE,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964248,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,1,CAJ,9100757467,412 COFFEE BEER,412 COFFEE BEER,CARRETERA LA ROCA S/N,08105,SANT FOST DE CAMPSENTELLE,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964248,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",1,CAJ,9100757467,412 COFFEE BEER,412 COFFEE BEER,CARRETERA LA ROCA S/N,08105,SANT FOST DE CAMPSENTELLE,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964248,0AG0183,VICHY CATALAN GAS 30CL RET 24U,1,CAJ,9100757467,412 COFFEE BEER,412 COFFEE BEER,CARRETERA LA ROCA S/N,08105,SANT FOST DE CAMPSENTELLE,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964248,3ENV0236,C.C. AGUA 1/3 VICHY-FONT D'OR,1,CAJ,9100757467,412 COFFEE BEER,412 COFFEE BEER,CARRETERA LA ROCA S/N,08105,SANT FOST DE CAMPSENTELLE,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964248,0LT0009,LETONA GRAN CREME 1L VR 12U,1,CAJ,9100757467,412 COFFEE BEER,412 COFFEE BEER,CARRETERA LA ROCA S/N,08105,SANT FOST DE CAMPSENTELLE,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964248,3ENV1281,C.C. LECHE LETONA (NUEVO),1,CAJ,9100757467,412 COFFEE BEER,412 COFFEE BEER,CARRETERA LA ROCA S/N,08105,SANT FOST DE CAMPSENTELLE,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964248,0VE0524,SEÑORIO DE LIZIA VERDEJO RUEDA 75CL 6U,1,CAJ,9100757467,412 COFFEE BEER,412 COFFEE BEER,CARRETERA LA ROCA S/N,08105,SANT FOST DE CAMPSENTELLE,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964248,0CF0419,MOMENT TEA NEGRO SUE. CAN. 15U,2,CAJ,9100757467,412 COFFEE BEER,412 COFFEE BEER,CARRETERA LA ROCA S/N,08105,SANT FOST DE CAMPSENTELLE,DD13100031,ST FOST CAMPSENTELL,
05/02/2026,11443450,DR0006,850006,JOSE VELEZ CASTRO,827964248,0CF0355,BONKA ESSENTIA DESCAFEINADO GRANO 500G,1,UN,9100757467,412 COFFEE BEER,412 COFFEE BEER,CARRETERA LA ROCA S/N,08105,SANT FOST DE CAMPSENTELLE,DD13100031,ST FOST CAMPSENTELL,
