cluster_id,cluster_size,members_json
15,10,"[""BAR ALMANSA"", ""BAR EL DOFI"", ""BAR GRANJA VINZIA"", ""BAR RESTAURANTE FRETES"", ""BAR TABERNA PARAISO RIM"", ""FAMILY GRANJA BAR"", ""GRACIELA PANADERIA-CAFETERIA"", ""KAPHIY BRUNCH"", ""PETIT CAFE"", ""SABOR MANABITA (COSTAVERDE)""]"
16,10,"[""AUTORACING MOLLET, S.L."", ""BAR BY DUNAS MOLLET"", ""BAR LA TIETA"", ""BAR MEJIAS"", ""BAR PHILADELPHIA"", ""EUROPA BAR"", ""GRANJA ESTEL"", ""LA TAVERNA DE CAN PANTIQUET"", ""RESTAURANT KENFIR"", ""ZAMORA BAR""]"
17,10,"[""755_SUBLIME"", ""ALAIA COFFE BAR"", ""BAR CA LA XIANG"", ""BAR LOS ARCES"", ""BAR TRANSIT"", ""BOCA JUNIOR"", ""HALCON BAR"", ""NUEVO VITORINO"", ""PUNT DE TROBADA"", ""RSTE. YOLANDA""]"
43,10,"[""CAL JIJONERO"", ""CASA FONDA EUROPA"", ""DESEO"", ""FRUTOS SECOS LA CLOSCA"", ""HOLLY'S"", ""LA CAMPERIA"", ""LA GRANJA ( DEGUSTACIO )"", ""PALO SANTO COCKTAIL BAR"", ""PITAPES RESTAURANT GRANOLLES"", ""RESTAURANT EL CISNE""]"
45,10,"[""BAR BRANNINGAM"", ""BAR PRUNERES"", ""BAR RESTAURANTE NEORIS"", ""CAFÉ PLAÇA"", ""Confidencial"", ""EL REFUGIO"", ""LA PRUNA"", ""LA VERMUTERIA"", ""PENYA BARCELONISTA DE MOLLET"", ""TALLERS CAN MULA""]"
55,10,"[""BAR OLIMPIC MOLLET"", ""BRACAFE"", ""EL LORO CHARLY RESTAURANT"", ""ESTUDIANTIL BAR"", ""FORN L'ANTIC"", ""LES TRES COPES RESTAURANT"", ""MONTSENY GRANJA BAR"", ""RUSTIK GASTRO BAR"", ""TENTACION BAR (2007)"", ""TENTACION II""]"
83,10,"[""BAR FOMENT"", ""BAR LA PARADA"", ""BAR MERCAT"", ""BAR NOU"", ""CAFETERIA DULCE DALIA"", ""CREPERIA"", ""ESPURNA DEL TER"", ""HLT"", ""IL PICCOLO BIONDO"", ""PIANOLA BAR""]"
20,9,"[""BAR GRACE"", ""BAR L'HORTA VERMELLA"", ""BAR SANTA ANNA"", ""BAR SOL NOU"", ""CA LA NATI"", ""CAN BERNAT"", ""PARENTHESIS"", ""SAKURA II"", ""SAZON DE LOS APOLOS""]"
32,9,"[""BAR CERVECERIA JORDI"", ""BAR COCO"", ""BAR EMPORDA"", ""BAR LAS COLUMNAS"", ""BAR LOS EXTREMEÑOS"", ""CAF# PARIS"", ""FRANKFURT SANTA MARTA"", ""La Tasca"", ""VIKELS""]"
33,9,"[""AVITU CAFE"", ""BAR RESTAURANT LA PLAÇA"", ""BAR STARS"", ""CLUB PETANCA PARETS"", ""EUREST COLECTIVIDADES (MERCK)"", ""FRANKFURT LASA"", ""RESTAURANTE SIBLINGS"", ""RSTE. EL JARDI"", ""Restaurant Molí de Vent""]"
38,9,"[""ALBA AUDIOVISUALS"", ""ATENEU ALIANÇA"", ""BAR LA PETRA II"", ""CLUB ESPORTIU LLIÇA D'AMUNT"", ""PADELIN"", ""RESTAURANTE MERITXELL"", ""RINCON DEL DUENDE"", ""RSTE. BONA TAULA"", ""RSTE. LA PAGESA""]"
50,9,"[""BAR CAMP FUTBOL ST PERE TORELLO"", ""BAR CAMP FUTBOL ST VICENÇ TORELLO"", ""BAR CASAL ST. VICEN#"", ""CAFE LA PLAÇA"", ""CASANOVA DEL CASTELL"", ""EL CASTELL DE BESORA"", ""HORDES SPT"", ""RESTAURANT LA BISAURA"", ""SPORT BAR (SANT QUIRZE)""]"
53,9,"[""BAR BISHOP"", ""BAR KARAI"", ""CANTINA RENFE SANT FOST"", ""EL GARBI BAR"", ""FRANKFURT MOLLET SL"", ""FUSSION"", ""MING BAR RESTAURANTE"", ""TREBOL BRUNCH"", ""XURRERIA""]"
59,9,"[""BAR CASAL CAMPRODON"", ""BAR CLAVE"", ""BAR PETIT"", ""CA L'ANNA"", ""Cafeteria Nova & Gent"", ""ELS PAGESOS"", ""HOSTAL CAL XIC"", ""HOTEL RESGUARD DELS VENTS"", ""Pavelló Municipal de Ripoll""]"
3,8,"[""(RESTAURANT) SPORT & HEALTH OXIGEN"", ""BAR RTE DOCTÑE"", ""BAR CABALLERO (OCAÑA)"", ""EZEQUIEL GUARDIOLA DOÑA"", ""MARTU CITY"", ""PARADIS GRANJA"", ""RAIGUER III"", ""SERGIO MORENO LIEBANA""]"
10,8,"[""BAR BIG BAO"", ""BAR RESTAURANT GIRASOL"", ""CELLER DE VIC"", ""LE PETIT KOALA"", ""PIZZERIA BRASERIA LA FLAMA"", ""PLANES BONES"", ""RESTAURANT CASA MEXICO"", ""Samsara Buffet lliure""]"
18,8,"[""BAR LOS CAZADORES"", ""BROTHERS"", ""CAFETERIA ESCLAT"", ""CUENCA BAR"", ""ENERGY BAR  & RESTAURANTE"", ""Kisema"", ""MAFALDA"", ""XURRERIA CAFETERIA GARBER""]"
37,8,"[""BAR SERRA LLIÇA"", ""BAR ZONA ZERO"", ""CAFETERIA LONDONET"", ""CARNICERIA CANADELL"", ""CHACHI'S BAR"", ""DIVERSUS GASTRONOMIA"", ""MESON 20 P KA"", ""TRIVI´S BAR""]"
41,8,"[""BAR LA TACITA DE PLATA"", ""BAR LOS CAZADORES (GRANOLLERS)"", ""CAFETERIA PANADERIA + QUE PA"", ""CAN MANEL"", ""FLECA BRETCHA (CORRO D'AVALL)"", ""GRUP TESI"", ""HG CERVECERIA"", ""LA ROCA VILLAGE RTE PASARELA (GVC)""]"
46,8,"[""BAR ALEBRIJES"", ""BAR CUBO VENTALLO"", ""CAL DIBUIXANT"", ""CORDOBES BAR"", ""HOPS"", ""LA BODEGUETA DE MOLLET"", ""PEKIN RESTAURANT"", ""RESTAURANT JAPONES SUSHI AKI""]"
62,8,"[""BAR ISLA CRISTINA"", ""BAR LA CUCA"", ""BAR SALON DEPORTIVO"", ""CAFE BAR LA FONT"", ""CAFETERIA CAL ELVIRA"", ""JJ BAR"", ""LA PLAÇA BAR"", ""WOOD & COFFEE""]"
74,8,"[""DISTRIDAM"", ""FRANCISCO JOSE SANCHEZ ORTEGA"", ""IZAKAYA"", ""JOSE ESCABIAS OSORIO"", ""JUAN JAVIER PONCE"", ""MARC ANGLADA PORTET"", ""MARIA LUISA MUÑOZ CARO"", ""SONIA FRANCAS SANTIAGO""]"
75,8,"[""AAVV SANTA ROSA"", ""BAR CAN JULI"", ""CRISTIAN LORENTE AINAUD"", ""DDI PROVEA SL (BARCELONA)"", ""IVAN QUESADA MARTINEZ"", ""JUAN JOSE MIRANDA ABRIL"", ""JUAN MANUEL PEREZ SIERRA"", ""OSCAR REDONDO LORENZO""]"
76,8,"[""ANDRADES JIMENEZ MANUEL"", ""ANTONIO DIAZ AGUILA"", ""Bar Tapas Bike"", ""JOSE MARIA SORIA JURADO"", ""LLUIS CORS BOIX"", ""MIREIA ESTEVEZ CABANILLAS"", ""MONTSERRAT PEREZ HERRERA"", ""SANTOS QUILES HORTAL""]"
11,7,"[""BAR LAURA"", ""BAR RTE.ZEFIR BEGUDES"", ""BAR STACJA PL"", ""BAR TENNIS VIC"", ""LUCKY"", ""RESTAURANT NOU PAMPLONA HIGIENE"", ""VIC HOQUEI CLUB""]"
24,7,"[""BAR LA PISTA"", ""EL PONT GOTIC"", ""ENTREPA I PA"", ""FORN DE PA EL REMEI"", ""FUSSIMANYA ESTADI"", ""LLAR JUVENIL"", ""SEGAFREDO""]"
47,7,"[""BAR EBANO"", ""BCC LOUNGE"", ""CAFETERIA UMAMI"", ""JULIS BAR"", ""MARFA BAR"", ""MARIETA RESTAURANT"", ""ORRIOLS FORN DE PA""]"
80,7,"[""BAR MALENO II"", ""BAR RUI"", ""CAN BIN RESTAURANTE"", ""CAN OLIVER BAR"", ""EL TIRO DE GRANOLLERS"", ""RESTAURANT NOU CAP MANY"", ""UBOX 2015""]"
84,7,"[""COMERCIAL F.LEIVA"", ""DROGUERIA JUNYENT"", ""HOSPITAL DE MANLLEU CAFETERIA"", ""HOSPITAL DE MANLLEU CUINA"", ""HOSPITAL DE VIC CAFETERIA"", ""HOSPITAL DE VIC CUINA"", ""Restaurant bar Mundial""]"
4,6,"[""BAR CAMPO FUTBOL MONTMELO"", ""BAR LA TACITA"", ""BODEGA CAMELOT"", ""CLUB PADEL MONTMELO"", ""KIWI"", ""RESTAURANT 69KDIRES""]"
19,6,"[""COLLA DELS MORATS"", ""COLLA DELS TORRATS"", ""INDUSTRIAS QUIMICAS DEL VALLES"", ""LA GAMBA BAR"", ""PA I CAFETERIA DE L'AVIA"", ""WONCA BURGUER""]"
54,6,"[""BAR GRANADA"", ""EL RACO DEL MERCAT"", ""GRANJA CORAL"", ""MANEL BAR"", ""PLAZA DONER KEBAB"", ""VENECIA BAR""]"
57,6,"[""BAR BY DUMAS MOLLET"", ""BAR POR EJEMPLO"", ""CAL TAPA GASTROBAR"", ""LA TASCA BAR"", ""OH PALADAR"", ""RECO DE LAURA""]"
58,6,"[""AIRE"", ""AUTENTIK'S"", ""CLUB DE GOLF SANT CUGAT"", ""CLUB PADEL MIR"", ""ENTRE TAPAS"", ""LOS TERESITOS""]"
64,6,"[""BAR BODEGA ALVAREZ"", ""BAR CULIBLANCO - CAMPO FUTBOL ATLET"", ""CAFETERIA GRANJA LA CREPE"", ""CORBION"", ""INMOBILIARIA BENSOR"", ""LA BONA TECA""]"
66,6,"[""' EL NOU' TOÓ RICO"", ""412 COFFEE BEER"", ""ARTICAT(FANTASIAS Y SONRISAS)"", ""BAR PICASSO"", ""BRASERIA LA TEJA"", ""LOS CUESTAS""]"
70,6,"[""BAR LAMIA"", ""BAR RESTAURANTE MERLY´S"", ""CAFE#L'ESTONA"", ""FRUTAS Y VERDURAS NAONY'S"", ""HOTEL ATENEA VALLES"", ""TROBADA""]"
73,6,"[""AGROBOTIGA DE GALLECS"", ""GUERMAN KAZANNIKOV KAZANNIKOV"", ""JOAQUIN QUINTANILLA CARICOL"", ""RAMIREZ BERMUDEZ SERGIO"", ""RAUL MOLIST SANZ"", ""SUSANA CARRASCO PALACINO""]"
81,6,"[""BAR KOALA"", ""BAR LES VOLTES"", ""BAR LOS CAZADORES MANLLEU"", ""BAR VILLA"", ""BAR WEI"", ""PUB XAUXA""]"
2,5,"[""BAR CAFETERIA ATLAS"", ""CLUB DE FUTBOL MARTORELLES"", ""CRISTINA BAR"", ""EL RECO DEL PLA"", ""LA FLOR MARISQUERIA""]"
8,5,"[""80'S SPIRIT"", ""ANATOLIA KEBAB"", ""CA LA LAURA PLAÇA"", ""CA LA MEI"", ""JOSE PEREZ FERNANDEZ""]"
9,5,"[""BAR ESTACIO RENFE"", ""CAFETERIA ATREZZO"", ""CANDELA"", ""LA DIVINA"", ""TOPIC""]"
22,5,"[""BAR CHAPLIN"", ""FONTSECA, BAR"", ""FORN ESTADI"", ""L & C"", ""PADEL OSONA GURB""]"
60,5,"[""B-VIKY"", ""BAR FLORIDA"", ""DOLC I SALAT MATARO"", ""Dolç i Salat Cuba"", ""EL 9 LLAC""]"
