order_date,client_name,transport_ids,total_lines,total_quantity,ordered_items
2026-02-27,GRANGES LA CATALANA,['11518037'],6,6,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'FDT13', 'description': 'FREE DAMM TOSTADA 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}]"
2026-02-27,GRANJA CORAL,['11518051'],4,6,"[{'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}]"
2026-02-27,HOLLY'S,['11518120'],7,28,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 7.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 7.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0AM1012', 'description': 'CHOVI MAYONESA CLAS. 5KG', 'quantity': 2.0, 'unit': 'un'}, {'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 4.0, 'unit': 'caj'}]"
2026-02-27,HOSPITAL DE MANLLEU CUINA,['11518035'],1,30,"[{'material': '0AG0007', 'description': 'FONT D.OR NATURAL 1,5L PET 12U', 'quantity': 30.0, 'unit': 'caj'}]"
2026-02-27,HOSPITAL DE VIC CAFETERIA,['11518033'],5,66,"[{'material': '0AG0007', 'description': 'FONT D.OR NATURAL 1,5L PET 12U', 'quantity': 40.0, 'unit': 'caj'}, {'material': '0AG0006', 'description': 'FONT D.OR NATURAL 1/3 PET 35U', 'quantity': 10.0, 'unit': 'caj'}, {'material': '0AG0004', 'description': 'FONT D.OR NATURAL 1/2 PET 24U', 'quantity': 10.0, 'unit': 'caj'}, {'material': '0ZU0027', 'description': 'LAMBDA MELOCOTON SIN 20CL 24U', 'quantity': 3.0, 'unit': 'caj'}, {'material': '0ZU0028', 'description': 'LAMBDA NARANJA SIN 20CL 24U', 'quantity': 3.0, 'unit': 'caj'}]"
2026-02-27,HOSPITAL DE VIC CUINA,['11518033'],2,42,"[{'material': '0AG0004', 'description': 'FONT D.OR NATURAL 1/2 PET 24U', 'quantity': 40.0, 'unit': 'caj'}, {'material': '0ZU0027', 'description': 'LAMBDA MELOCOTON SIN 20CL 24U', 'quantity': 2.0, 'unit': 'caj'}]"
2026-02-27,IBERICUS CENTRAL,"['11516898', '11518039', '11518040', '11518176']",24,319,"[{'material': '0CF0355', 'description': 'BONKA ESSENTIA DESCAFEINADO GRANO 500G', 'quantity': 25.0, 'unit': 'un'}, {'material': '0VE5073', 'description': 'SOLAR SAMANIEGO CRIANZA BEL 75CL 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0VE1004', 'description': 'CAMPILLO TINTO CRIANZA 75CL 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0VE5251', 'description': 'GRANZA VERDEJO ECO 75CL 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0CF1031', 'description': 'BONKA ESSENTIA AMÉRICAS 100% ARÁBICA 1KG', 'quantity': 50.0, 'unit': 'un'}, {'material': '0CF0355', 'description': 'BONKA ESSENTIA DESCAFEINADO GRANO 500G', 'quantity': 10.0, 'unit': 'un'}, {'material': '0LM2484', 'description': 'COMBO VASO+TAPA NAT 8OZ 250CC 50U', 'quantity': 20.0, 'unit': 'pak'}, {'material': '0AM3587', 'description': 'DDI AZUCAR BLANCO 6G 1000U', 'quantity': 10.0, 'unit': 'caj'}, {'material': '0LM2488', 'description': 'COMBO VASO+TAPA NAT 7OZ 200CC 50U', 'quantity': 10.0, 'unit': 'pak'}, {'material': '0LM2483', 'description': 'COMBO VASO+TAPA NAT 4OZ 120CC 50U', 'quantity': 10.0, 'unit': 'pak'}, {'material': '0CF1028', 'description': 'MALONGO EXPRESO INTENSO CAPSULAS 6G 120U', 'quantity': 5.0, 'unit': 'caj'}, {'material': '0LT0034', 'description': 'LETONA SEMI ESPEC HOSTELERIA PET 1,5L 6U', 'quantity': 64.0, 'unit': 'caj'}, {'material': '0LT0035', 'description': 'LETONA DESNATADA 0% HOST 1,5L PET 6U', 'quantity': 4.0, 'unit': 'caj'}, {'material': '0LT0090', 'description': 'LETONA SEMI SIN LACTOSA 1L PET 6U', 'quantity': 8.0, 'unit': 'caj'}, {'material': '0AM3979', 'description': 'LOTUS BISCOFF BISCUITS CRUMB 750G', 'quantity': 3.0, 'unit': 'un'}, {'material': '0CF0424', 'description': 'MOMENT\xa0TEA\xa0ROOIBOS\xa0ALBA 15U', 'quantity': 3.0, 'unit': 'caj'}, {'material': '0CF0414', 'description': 'MOMENT\xa0TEA\xa0GREEN MATCHA\xa015U', 'quantity': 3.0, 'unit': 'caj'}, {'material': '0LT0033', 'description': 'LETONA GRAN CREME PET 1,5L PET 6U', 'quantity': 50.0, 'unit': 'caj'}, {'material': '0LT0035', 'description': 'LETONA DESNATADA 0% HOST 1,5L PET 6U', 'quantity': 10.0, 'unit': 'caj'}, {'material': '0LT0412', 'description': 'CACAOLAT ORIGINAL 27,5CL PET 24U', 'quantity': 20.0, 'unit': 'caj'}, {'material': '0CF1140', 'description': 'MOMENT TEA MANZANILLA 100U', 'quantity': 5.0, 'unit': 'caj'}, {'material': '0CF1138', 'description': 'MOMENT\xa0TEA\xa0MENTA\xa0POLEO\xa0100U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0LT0032', 'description': 'CACAOLAT VIDRIO 20CL RET 30U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '3ENV0029', 'description': 'C.C. CACAOLAT 30 U.', 'quantity': 2.0, 'unit': 'caj'}]"
2026-02-27,IZAKAYA,['11517025'],1,1,"[{'material': '0AM5517', 'description': 'PROEZA MAIZ 500GR  1U', 'quantity': 1.0, 'unit': 'un'}]"
2026-02-27,JOSE PEREZ FERNANDEZ,['11518262'],7,22,"[{'material': 'ED13LT', 'description': 'ESTRELLA DAMM 1/3 LATA', 'quantity': 5.0, 'unit': 'caj'}, {'material': '0AG0039', 'description': 'FONT D.OR NATURAL 1,5L PET 6U', 'quantity': 10.0, 'unit': 'caj'}, {'material': '0RF0019', 'description': '/-COCA COLA LATA 33CL 24U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0RF0079', 'description': '/-COCA COLA ZERO LATA 33CL 24U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0VE0544', 'description': 'IRREVERENTE TINTO CRIANZA 75CL 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LI0133', 'description': 'TANQUERAY GIN 70CL', 'quantity': 1.0, 'unit': 'bot'}, {'material': '0RF0489', 'description': 'SCHWEPPES TONICA 20CL SR 24U', 'quantity': 1.0, 'unit': 'caj'}]"
2026-02-27,JUAN JAVIER PONCE,['11517249'],2,2,"[{'material': 'ED13LT', 'description': 'ESTRELLA DAMM 1/3 LATA', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0RF0019', 'description': '/-COCA COLA LATA 33CL 24U', 'quantity': 1.0, 'unit': 'caj'}]"
2026-02-27,"L,ESTACIO DE SERVEI",['11518120'],13,13,"[{'material': 'FDT13', 'description': 'FREE DAMM TOSTADA 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'ED30', 'description': 'ESTRELLA DAMM BARRIL 30', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 1.0, 'unit': 'brl'}, {'material': '0AM1978', 'description': 'MALDON SAL MARINA EN ESCAMAS 1,4 KG', 'quantity': 1.0, 'unit': 'un'}, {'material': '0AM0154', 'description': 'FAISAN FIDEOS Nº 2 ENTREFINOS 5KG', 'quantity': 1.0, 'unit': 'un'}, {'material': '0AM0158', 'description': 'FAISAN ESPAGUETI Nº 3 5 KG', 'quantity': 1.0, 'unit': 'un'}, {'material': '0LM0038', 'description': 'FLOQUET LEJIA 5L  3U', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'NTL13LT6', 'description': 'NESTEA LIMON 1/3 LATA 4U-PACK 6U.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'FDT13', 'description': 'FREE DAMM TOSTADA 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}]"
2026-02-27,LA CABANYA CAFETERIA,['11518036'],11,20,"[{'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'ED30', 'description': 'ESTRELLA DAMM BARRIL 30', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'VE32SP', 'description': 'AGUA VERI 1,5L PET CAJA 12U.', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}]"
2026-02-27,LA FLOR MARISQUERIA,['11516762'],2,2,"[{'material': 'ED30', 'description': 'ESTRELLA DAMM BARRIL 30', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 1.0, 'unit': 'brl'}]"
2026-02-27,LA GAMBA BAR,['11518113'],19,61,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 16.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 16.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'FDT13', 'description': 'FREE DAMM TOSTADA 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'TU30', 'description': 'TURIA BARRIL 30L.', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 1.0, 'unit': 'brl'}, {'material': '0AG0183', 'description': 'VICHY CATALAN GAS 30CL RET 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '3ENV0236', 'description': ""C.C. AGUA 1/3 VICHY-FONT D'OR"", 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AG0007', 'description': 'FONT D.OR NATURAL 1,5L PET 12U', 'quantity': 3.0, 'unit': 'caj'}, {'material': '0AG0004', 'description': 'FONT D.OR NATURAL 1/2 PET 24U', 'quantity': 4.0, 'unit': 'caj'}, {'material': '0RF0012', 'description': 'FUENTPINOS\xa0GASEOSA\xa0 500 PET 12U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0RF0010', 'description': 'LIMON GLAS 1,5 S/R 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AM3864', 'description': 'FRIMASOL ACEITE GIRASOL 25L', 'quantity': 1.0, 'unit': 'un'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}]"
2026-02-27,LLAVORS I CEREALS FONT,['11518055'],4,580,"[{'material': '0AG0047', 'description': 'FONT D.OR NATURAL 8L GARRAFA 1U', 'quantity': 280.0, 'unit': 'caj'}, {'material': '3ENV0054', 'description': ""ENVASE\xa0GARRAFA\xa0FONT D'OR\xa08L"", 'quantity': 280.0, 'unit': 'caj'}, {'material': '0LT0030', 'description': 'LETONA DESNATADA 0% 1L VR 12U', 'quantity': 10.0, 'unit': 'caj'}, {'material': '3ENV1281', 'description': 'C.C. LECHE LETONA (NUEVO)', 'quantity': 10.0, 'unit': 'caj'}]"
2026-02-27,LLEVANTPARK SL,['11518111'],29,110,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 15.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 15.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'FD13', 'description': 'FREE DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'TU13', 'description': 'TURIA 1/3 RET.', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'ED30', 'description': 'ESTRELLA DAMM BARRIL 30', 'quantity': 3.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 3.0, 'unit': 'brl'}, {'material': 'VE12SP', 'description': 'AGUA VERI 1/2 PET CAJA 24U. T.TH', 'quantity': 10.0, 'unit': 'caj'}, {'material': 'VE32SP', 'description': 'AGUA VERI 1,5L PET CAJA 12U.', 'quantity': 15.0, 'unit': 'caj'}, {'material': 'PI13', 'description': 'AGUA PIRINEA 1/3 GAS RET', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13V', 'description': 'CAJAS COMPLETAS 1/3 V', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0LT0032', 'description': 'CACAOLAT VIDRIO 20CL RET 30U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '3ENV0029', 'description': 'C.C. CACAOLAT 30 U.', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0235', 'description': 'LA LEVANTINA AVENA ESP.HOST 1L 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0033', 'description': 'LETONA GRAN CREME PET 1,5L PET 6U', 'quantity': 6.0, 'unit': 'caj'}, {'material': '0RF0012', 'description': 'FUENTPINOS\xa0GASEOSA\xa0 500 PET 12U', 'quantity': 8.0, 'unit': 'caj'}, {'material': '0ZU0020', 'description': 'GRANINI MELOCOTON  20CL 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0ZU0021', 'description': 'GRANINI NARANJA 20CL 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AM1247', 'description': 'V.VIDAL COCTEL DE GOMINOLAS CUBO 3KG', 'quantity': 1.0, 'unit': 'un'}, {'material': '1PLV230', 'description': 'JARRA LECHE LETONA 1U', 'quantity': 1.0, 'unit': 'un'}, {'material': '1PLV994', 'description': 'JARRA LECHE LEVANTINA 1U', 'quantity': 1.0, 'unit': 'un'}, {'material': '1PLV995', 'description': 'JARRA LECHE LETONA SIN LACTOSA 1U', 'quantity': 1.0, 'unit': 'un'}, {'material': 'TU13', 'description': 'TURIA 1/3 RET.', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}]"
2026-02-27,"MINI BRINDIS, BAR","['11517025', '11518037']",5,25,"[{'material': '0AM5517', 'description': 'PROEZA MAIZ 500GR  1U', 'quantity': 1.0, 'unit': 'un'}, {'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 8.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 8.0, 'unit': 'caj'}, {'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 4.0, 'unit': 'caj'}]"
2026-02-27,PADEL INDOOR GRANOLLERS,['11518119'],5,9,"[{'material': 'ED30', 'description': 'ESTRELLA DAMM BARRIL 30', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'TU20', 'description': 'TURIA BARRIL 20L.', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL20V', 'description': 'BARRIL INOX 20L. TANQUETA A16', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'VE32SP', 'description': 'AGUA VERI 1,5L PET CAJA 12U.', 'quantity': 5.0, 'unit': 'caj'}]"
2026-02-27,PADELIN,['11518112'],5,13,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0AM1175', 'description': 'CHURRUCA COCTEL ORIGINAL 1,5 KG', 'quantity': 1.0, 'unit': 'un'}]"
2026-02-27,PALENTINO BAR,['11518051'],5,8,"[{'material': 'ED30', 'description': 'ESTRELLA DAMM BARRIL 30', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'VE12SP', 'description': 'AGUA VERI 1/2 PET CAJA 24U. T.TH', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'VE32SP', 'description': 'AGUA VERI 1,5L PET CAJA 12U.', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0033', 'description': 'LETONA GRAN CREME PET 1,5L PET 6U', 'quantity': 3.0, 'unit': 'caj'}]"
2026-02-27,PANADERIA GRANIER,['11518037'],4,15,"[{'material': 'VE32SP', 'description': 'AGUA VERI 1,5L PET CAJA 12U.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'VE13SP', 'description': 'AGUA VERI 1/3 PET CAJA 35U. T.TH', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0LT0412', 'description': 'CACAOLAT ORIGINAL 27,5CL PET 24U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0LT0034', 'description': 'LETONA SEMI ESPEC HOSTELERIA PET 1,5L 6U', 'quantity': 10.0, 'unit': 'caj'}]"
2026-02-27,"PITAPES CALDERI 3 BRANQUES VALLES ,",['11517025'],1,1,"[{'material': 'CJ11V', 'description': 'CAJAS COMPLETAS 1/1 V', 'quantity': 1.0, 'unit': 'caj'}]"
2026-02-27,PIZZERIA BRASERIA LA FLAMA,['11517025'],1,1,"[{'material': '0AM5517', 'description': 'PROEZA MAIZ 500GR  1U', 'quantity': 1.0, 'unit': 'un'}]"
2026-02-27,PLAZA DONER KEBAB,['11518051'],6,8,"[{'material': 'FDL13', 'description': 'FREE DAMM LIMON 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'FDT13', 'description': 'FREE DAMM TOSTADA 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AG0183', 'description': 'VICHY CATALAN GAS 30CL RET 24U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '3ENV0236', 'description': ""C.C. AGUA 1/3 VICHY-FONT D'OR"", 'quantity': 2.0, 'unit': 'caj'}]"
2026-02-27,PRAGMA PROFESSIONAL,['11518037'],2,28,"[{'material': 'VE32P6', 'description': 'AGUA VERI 1,5L PET PACK 6U.', 'quantity': 25.0, 'unit': 'caj'}, {'material': '0LT0520', 'description': 'LETONA UHT BRIK DESNATADA 1L 6U', 'quantity': 3.0, 'unit': 'caj'}]"
2026-02-27,PRIMER EXPRESS,['11518036'],15,48,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 7.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 7.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'FDT13', 'description': 'FREE DAMM TOSTADA 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0CF0353', 'description': 'BONKA SELECCIÓN PROFESIONAL NATURAL 1KG', 'quantity': 10.0, 'unit': 'un'}, {'material': '0AM1290', 'description': 'XPLICIT AZUCAR 7GR  1000U', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'FDT13', 'description': 'FREE DAMM TOSTADA 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AM1634', 'description': 'XPLICIT EDULCORANTE 1G 150U', 'quantity': 1.0, 'unit': 'zpr'}]"
2026-02-27,RACO DEL SEMI CACHOPO,['11518051'],10,21,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'VE12SP', 'description': 'AGUA VERI 1/2 PET CAJA 24U. T.TH', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0235', 'description': 'LA LEVANTINA AVENA ESP.HOST 1L 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0090', 'description': 'LETONA SEMI SIN LACTOSA 1L PET 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0033', 'description': 'LETONA GRAN CREME PET 1,5L PET 6U', 'quantity': 4.0, 'unit': 'caj'}, {'material': '0LI0720', 'description': ""LAGAR DO FRADE CREMA D'ORUJO PET 3L"", 'quantity': 1.0, 'unit': 'bot'}, {'material': '0AM0567', 'description': 'UBAGO ATUN TRONCO ACEITE DE GIRASOL 1000', 'quantity': 1.0, 'unit': 'un'}, {'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}]"
2026-02-27,RAUL MOLIST SANZ,['11517025'],1,2,"[{'material': 'ED13LT', 'description': 'ESTRELLA DAMM 1/3 LATA', 'quantity': 2.0, 'unit': 'caj'}]"
