order_date,client_name,material,description,unit,total_quantity
2026-02-05,Venecia,ED30,ESTRELLA DAMM BARRIL 30,brl,2
2026-02-05,Venecia,FDL13,FREE DAMM LIMON 1/3 RET. PP,caj,1
2026-02-05,Venecia,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,caj,1
2026-02-05,Venecia,0VE3263,IRREVERENTE VERMUT RESERVA 1L 1U,un,6
2026-02-05,Venecia,0LI0085,LICOR 43 1L,bot,1
2026-02-05,Venecia,0LI0172,SEAGRAM'S GIN  EXTRA DRY 70CL,bot,1
2026-02-05,Venecia,TU30,TURIA BARRIL 30L.,brl,1
2026-02-05,Venecia,0LI0046,VETERANO BRANDY 1L,bot,1
2026-02-05,XICS DE GRANOLLERS,BRL30V,BARRIL INOX 30L. EURONORMA,brl,1
2026-02-05,XICS DE GRANOLLERS,ED30,ESTRELLA DAMM BARRIL 30,brl,1
2026-02-06,(RESTAURANT) SPORT & HEALTH OXIGEN,PI13,AGUA PIRINEA 1/3 GAS RET,caj,1
2026-02-06,(RESTAURANT) SPORT & HEALTH OXIGEN,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",caj,20
2026-02-06,(RESTAURANT) SPORT & HEALTH OXIGEN,VE11,AGUA VERI 1/1 VIDRIO RET.,caj,6
2026-02-06,(RESTAURANT) SPORT & HEALTH OXIGEN,VE12,AGUA VERI 1/2 VIDRIO RET.,caj,1
2026-02-06,(RESTAURANT) SPORT & HEALTH OXIGEN,0AM3376,BARGALLO ACEITE ALTO RENDIMIENTO 20L,un,1
2026-02-06,(RESTAURANT) SPORT & HEALTH OXIGEN,3ENV1281,C.C. LECHE LETONA (NUEVO),caj,4
2026-02-06,(RESTAURANT) SPORT & HEALTH OXIGEN,0LT0412,"CACAOLAT ORIGINAL 27,5CL PET 24U",caj,1
2026-02-06,(RESTAURANT) SPORT & HEALTH OXIGEN,CJ11V,CAJAS COMPLETAS 1/1 V,caj,6
2026-02-06,(RESTAURANT) SPORT & HEALTH OXIGEN,CJ12V,CAJAS COMPLETAS 1/2 V,caj,1
2026-02-06,(RESTAURANT) SPORT & HEALTH OXIGEN,CJ13V,CAJAS COMPLETAS 1/3 V,caj,1
2026-02-06,(RESTAURANT) SPORT & HEALTH OXIGEN,0RF0012,FUENTPINOS GASEOSA  500 PET 12U,caj,1
2026-02-06,(RESTAURANT) SPORT & HEALTH OXIGEN,0LT0009,LETONA GRAN CREME 1L VR 12U,caj,2
2026-02-06,ALORA,3ENV0029,C.C. CACAOLAT 30 U.,caj,1
2026-02-06,ALORA,0LT0032,CACAOLAT VIDRIO 20CL RET 30U,caj,1
2026-02-06,ALORA,0AM4158,SABOR DEL SUR ACEITE VIRGEN EXTRA 5L,un,3
2026-02-06,ANGEL BRUGUERA FONT,0AG0119,FONT D.OR NATURAL 5L PET 4U,caj,36
2026-02-06,AREA DELS PARDALS-GASOLI,VE11SPC,AGUA VERI 1/1 PET CAJA 12U. TREKKING,caj,2
2026-02-06,AREA DELS PARDALS-GASOLI,0LT0412,"CACAOLAT ORIGINAL 27,5CL PET 24U",caj,1
2026-02-06,AREA DELS PARDALS-GASOLI,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,9
2026-02-06,AREA DELS PARDALS-GASOLI,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,1
2026-02-06,AREA DELS PARDALS-GASOLI,EC13LT,DAURA DAMM 1/3 LATA LC,caj,1
2026-02-06,AREA DELS PARDALS-GASOLI,ED13LT,ESTRELLA DAMM 1/3 LATA,caj,10
2026-02-06,AREA DELS PARDALS-GASOLI,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,8
2026-02-06,AREA DELS PARDALS-GASOLI,ED15LN,ESTRELLA DAMM 1/5 LN,caj,1
2026-02-06,AREA DELS PARDALS-GASOLI,0AG0039,"FONT D.OR NATURAL 1,5L PET 6U",caj,10
2026-02-06,AREA DELS PARDALS-GASOLI,0LM1682,GC HIGIENICO JUMBO 2C COMPAC ECO 18U,caj,1
2026-02-06,AREA DELS PARDALS-GASOLI,0ZU0267,PAGO MELOCOTON 33CL PET 12U,caj,2
2026-02-06,AREA DELS PARDALS-GASOLI,VO13LT,VOLL DAMM 1/3 LATA LC,caj,4
2026-02-06,AREA DELS PARDALS-GASOLI,VO13,VOLL-DAMM 1/3 RET.,caj,1
2026-02-06,AREA TRUCK ( SHELL ),ED13LT,ESTRELLA DAMM 1/3 LATA,caj,8
2026-02-06,AREA TRUCK ( SHELL ),0AG0039,"FONT D.OR NATURAL 1,5L PET 6U",caj,10
2026-02-06,AREA VIC BP,ED13LT,ESTRELLA DAMM 1/3 LATA,caj,4
2026-02-06,AREA VIC BP,0AG0039,"FONT D.OR NATURAL 1,5L PET 6U",caj,2
2026-02-06,AREA VIC BP,VO13LT,VOLL DAMM 1/3 LATA LC,caj,1
2026-02-06,ATENEU ALIANÇA,0AM1630,SARRIEGUI PATATAS FRITA  40G 20U,caj,8
2026-02-06,BAR COCO,0LI0247,ANIS DEL MONO DULCE 70CL,bot,21
2026-02-06,BAR DOBLE Z,0RF0019,/-COCA COLA LATA 33CL 24U,caj,2
2026-02-06,BAR DOBLE Z,0RF0020,/-FANTA NARANJA LATA 33CL 24U,caj,1
2026-02-06,BAR DOBLE Z,BRL30V,BARRIL INOX 30L. EURONORMA,brl,1
2026-02-06,BAR DOBLE Z,TB8V,BOTELLAS CARBONICO 8 KG.VACIOS,tb,1
2026-02-06,BAR DOBLE Z,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,6
2026-02-06,BAR DOBLE Z,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,6
2026-02-06,BAR DOBLE Z,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",caj,2
2026-02-06,BAR DOBLE Z,0LI2695,P-BALLANTINE'S 70CL,un,1
2026-02-06,BAR EL CASAL,0RF0287,/-COCA COLA VR237 24U,caj,3
2026-02-06,BAR EL CASAL,BRL30V,BARRIL INOX 30L. EURONORMA,brl,20
2026-02-06,BAR EL CASAL,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,17
2026-02-06,BAR EL CASAL,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,5
2026-02-06,BAR EL CASAL,3ENV0021,CAJA+BOTELLA COLA VR237,caj,3
2026-02-06,BAR EL CASAL,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,17
2026-02-06,BAR EL CASAL,ED15LN,ESTRELLA DAMM 1/5 LN,caj,5
2026-02-06,BAR EL CASAL,ED30,ESTRELLA DAMM BARRIL 30,brl,10
2026-02-06,BAR EL CASAL,UE975,VASO PAPEL ED 33CL,un,500
2026-02-06,BAR EL TROPEZON,BRL20V,BARRIL INOX 20L. TANQUETA A16,brl,1
2026-02-06,BAR GRANADA,3ENV1281,C.C. LECHE LETONA (NUEVO),caj,1
2026-02-06,BAR GRANADA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,11
2026-02-06,BAR GRANADA,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,9
2026-02-06,BAR GRANADA,0LT0009,LETONA GRAN CREME 1L VR 12U,caj,1
2026-02-06,BAR GRANADA,XI13,XIBECA 5% 1/3 RET,caj,2
2026-02-06,BAR L'OLLA,0RF1697,/-COCA COLA IMPORT LATA33 24U,caj,5
2026-02-06,BAR L'OLLA,0RF1698,/-COCA COLA ZERO IMPORT LATA33 24U,caj,2
2026-02-06,BAR L'OLLA,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",caj,5
2026-02-06,BAR L'OLLA,0LI0247,ANIS DEL MONO DULCE 70CL,bot,12
2026-02-06,BAR L'OLLA,3ENV0236,C.C. AGUA 1/3 VICHY-FONT D'OR,caj,1
2026-02-06,BAR L'OLLA,3ENV0029,C.C. CACAOLAT 30 U.,caj,1
2026-02-06,BAR L'OLLA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,15
2026-02-06,BAR L'OLLA,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,5
2026-02-06,BAR L'OLLA,DL13,DAMM LEMON 1/3 RET,caj,2
2026-02-06,BAR L'OLLA,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,11
2026-02-06,BAR L'OLLA,ED15LN,ESTRELLA DAMM 1/5 LN,caj,5
2026-02-06,BAR L'OLLA,0LT0235,LA LEVANTINA AVENA ESP.HOST 1L 6U,caj,1
2026-02-06,BAR L'OLLA,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",caj,6
2026-02-06,BAR L'OLLA,UC263,PIZARRA CON SOPORTE ED,un,1
2026-02-06,BAR L'OLLA,0AG0183,VICHY CATALAN GAS 30CL RET 24U,caj,1
2026-02-06,BAR L'OLLA,XI13,XIBECA 5% 1/3 RET,caj,2
2026-02-06,BAR LA GRALLA,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",caj,1
2026-02-06,BAR LA GRALLA,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,caj,2
2026-02-06,BAR LA GRALLA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,3
2026-02-06,BAR LA GRALLA,0LM2484,COMBO VASO+TAPA NAT 8OZ 250CC 50U,pak,2
2026-02-06,BAR LA GRALLA,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,3
2026-02-06,BAR LA GRALLA,0ZU0026,GRANINI MANZANA  20CL 24U,caj,1
2026-02-06,BAR LA GRALLA,0ZU0020,GRANINI MELOCOTON  20CL 24U,caj,1
2026-02-06,BAR LA GRALLA,0ZU0734,GRANINI PITAYA-GUAYABA 20CL 24U,caj,1
2026-02-06,BAR LA GRALLA,0ZU0024,GRANINI PIÑA 20CL 24U,caj,1
2026-02-06,BAR LA GRALLA,0LT0035,"LETONA DESNATADA 0% HOST 1,5L PET 6U",caj,1
2026-02-06,BAR LA GRALLA,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",caj,5
2026-02-06,BAR LA PETRA II,0RF0022,/-AQUARIUS LIMON 33CL LATA 24U,caj,2
2026-02-06,BAR LA PETRA II,0RF0056,/-AQUARIUS NARANJA 33CL LATA 24U,caj,1
2026-02-06,BAR LA PETRA II,0RF1697,/-COCA COLA IMPORT LATA33 24U,caj,2
2026-02-06,BAR LA PETRA II,0RF1698,/-COCA COLA ZERO IMPORT LATA33 24U,caj,2
2026-02-06,BAR LA PETRA II,0RF0021,/-FANTA LIMON LATA 33 CL 24U,caj,1
2026-02-06,BAR LA PETRA II,0RF0020,/-FANTA NARANJA LATA 33CL 24U,caj,1
2026-02-06,BAR LA PETRA II,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",caj,1
2026-02-06,BAR LA PETRA II,VE13SP,AGUA VERI 1/3 PET CAJA 35U. T.TH,caj,1
2026-02-06,BAR LA PETRA II,BRL30V,BARRIL INOX 30L. EURONORMA,brl,1
2026-02-06,BAR LA PETRA II,3ENV0236,C.C. AGUA 1/3 VICHY-FONT D'OR,caj,1
2026-02-06,BAR LA PETRA II,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,21
2026-02-06,BAR LA PETRA II,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,3
2026-02-06,BAR LA PETRA II,ED13LT,ESTRELLA DAMM 1/3 LATA,caj,3
2026-02-06,BAR LA PETRA II,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,16
2026-02-06,BAR LA PETRA II,ED15LN,ESTRELLA DAMM 1/5 LN,caj,3
2026-02-06,BAR LA PETRA II,ED30,ESTRELLA DAMM BARRIL 30,brl,1
2026-02-06,BAR LA PETRA II,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,caj,2
2026-02-06,BAR LA PETRA II,0VE0506,HALLAZGO JOVEN 75CL 6U,caj,1
2026-02-06,BAR LA PETRA II,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",caj,3
2026-02-06,BAR LA PETRA II,0VE2133,MONTERIO TINTO ROSCA 75CL 6U,caj,1
2026-02-06,BAR LA PETRA II,0RF0296,RED BULL ENERGY DRINK 25CL LATA 24U,caj,1
2026-02-06,BAR LA PETRA II,0AM0070,"REDONDO ACEITUNA GAZPACHA 2,5 KG.",un,1
2026-02-06,BAR LA PETRA II,0RF0489,SCHWEPPES TONICA 20CL SR 24U,caj,2
2026-02-06,BAR LA PETRA II,0VE0524,SEÑORIO DE LIZIA VERDEJO RUEDA 75CL 6U,caj,1
2026-02-06,BAR LA PETRA II,0AG0183,VICHY CATALAN GAS 30CL RET 24U,caj,1
2026-02-06,BAR LA PETRA II,VO13,VOLL-DAMM 1/3 RET.,caj,3
2026-02-06,BAR LA PETRA II,0AM1634,XPLICIT EDULCORANTE 1G 150U,caj,2
2026-02-06,BAR LA PETRA II,0CF0080,XPLICIT NATURAL CREMOSO 1KG,un,8
2026-02-06,BAR LA PLACETA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,2
2026-02-06,BAR LA PLACETA,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,14
2026-02-06,BAR LA PLACETA,ED15LN,ESTRELLA DAMM 1/5 LN,caj,10
2026-02-06,BAR LA PLACETA,FD13,FREE DAMM 1/3 RET.,caj,2
2026-02-06,BAR LA PLACETA,FD15,FREE DAMM 1/5 LN RET.,caj,4
2026-02-06,BAR LA PLACETA,0LM1718,GC MINI SERVICIOS 1C 17X17 400U 10PQ,caj,1
2026-02-06,BAR LA TACITA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,8
2026-02-06,BAR LA TACITA,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,8
2026-02-06,BAR MARIA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,8
2026-02-06,BAR MONTSERRAT,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,11
2026-02-06,BAR MONTSERRAT,ED13LT,ESTRELLA DAMM 1/3 LATA,caj,8
2026-02-06,BAR MONTSERRAT,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,11
2026-02-06,BAR MONTSERRAT,UE975,VASO PAPEL ED 33CL,un,300
2026-02-06,BAR OLIMPIC MOLLET,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,2
2026-02-06,BAR OLIMPIC MOLLET,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,2
2026-02-06,BAR OLIVEDA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,6
2026-02-06,BAR OLIVEDA,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,6
2026-02-06,BAR OLIVEDA,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,6
2026-02-06,BAR OLIVEDA,ED15LN,ESTRELLA DAMM 1/5 LN,caj,6
2026-02-06,BAR PLAZA GRAN,BRL30V,BARRIL INOX 30L. EURONORMA,brl,2
2026-02-06,BAR PLAZA GRAN,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,20
2026-02-06,BAR PLAZA GRAN,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,5
2026-02-06,BAR PLAZA GRAN,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,9
2026-02-06,BAR PLAZA GRAN,ED15LN,ESTRELLA DAMM 1/5 LN,caj,5
2026-02-06,BAR PLAZA GRAN,ED30,ESTRELLA DAMM BARRIL 30,brl,2
2026-02-06,BAR PLAZA GRAN,NTL13B24,NESTEA LIMON 1/3 SR BANDEJA 24U. P.HT,caj,1
2026-02-06,BAR PLAZA GRAN,TU13,TURIA 1/3 RET.,caj,2
2026-02-06,BAR PLAZA GRAN,VO13,VOLL-DAMM 1/3 RET.,caj,1
2026-02-06,BAR PLAZA GRAN,XI13,XIBECA 5% 1/3 RET,caj,8
2026-02-06,BAR RACO JUVENIL,0RF0019,/-COCA COLA LATA 33CL 24U,caj,2
2026-02-06,BAR RACO JUVENIL,0RF0079,/-COCA COLA ZERO LATA 33CL 24U,caj,1
2026-02-06,BAR RACO JUVENIL,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,2
2026-02-06,BAR RACO JUVENIL,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,5
2026-02-06,BAR RACO JUVENIL,ED15LN,ESTRELLA DAMM 1/5 LN,caj,5
2026-02-06,BAR RACO JUVENIL,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",caj,3
2026-02-06,BAR RACO JUVENIL,UE975,VASO PAPEL ED 33CL,un,400
2026-02-06,BAR RACO JUVENIL,VO13,VOLL-DAMM 1/3 RET.,caj,2
2026-02-06,BAR RESTAURANT GIRASOL,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,33
2026-02-06,BAR RESTAURANT GIRASOL,UE902,COPA GRANDE ED,un,12
2026-02-06,BAR RESTAURANT GIRASOL,DL13,DAMM LEMON 1/3 RET,caj,3
2026-02-06,BAR RESTAURANT GIRASOL,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,22
2026-02-06,BAR RESTAURANT GIRASOL,FDL13,FREE DAMM LIMON 1/3 RET. PP,caj,1
2026-02-06,BAR RESTAURANT GIRASOL,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,caj,1
2026-02-06,BAR RESTAURANT GIRASOL,0AM0783,LOTUS BISCOFF 300U,caj,7
2026-02-06,BAR RESTAURANT GIRASOL,VO13,VOLL-DAMM 1/3 RET.,caj,6
2026-02-06,BAR RESTAURANTE MERLY´S,BRL30V,BARRIL INOX 30L. EURONORMA,brl,1
2026-02-06,BAR RESTAURANTE MERLY´S,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,3
2026-02-06,BAR RESTAURANTE MERLY´S,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,1
2026-02-06,BAR RESTAURANTE MERLY´S,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,3
2026-02-06,BAR RESTAURANTE MERLY´S,ED15LN,ESTRELLA DAMM 1/5 LN,caj,1
2026-02-06,BAR RESTAURANTE MERLY´S,ED30,ESTRELLA DAMM BARRIL 30,brl,1
2026-02-06,BAR RESTAURANTE MERLY´S,0ZU0755,GRANINI MELOCOTON 3X20CL MINIBRICK 30U,caj,1
2026-02-06,BAR RESTAURANTE MERLY´S,0VE2133,MONTERIO TINTO ROSCA 75CL 6U,caj,2
2026-02-06,BAR RESTAURANTE XIAN,0RF1697,/-COCA COLA IMPORT LATA33 24U,caj,3
2026-02-06,BAR RESTAURANTE XIAN,0RF1698,/-COCA COLA ZERO IMPORT LATA33 24U,caj,2
2026-02-06,BAR RESTAURANTE XIAN,0LI0542,ABSOLUT VODKA 1L,un,1
2026-02-06,BAR RESTAURANTE XIAN,0LI0145,BRUGAL RON AÑEJO 70CL,bot,1
2026-02-06,BAR RESTAURANTE XIAN,3ENV0236,C.C. AGUA 1/3 VICHY-FONT D'OR,caj,1
2026-02-06,BAR RESTAURANTE XIAN,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,13
2026-02-06,BAR RESTAURANTE XIAN,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,5
2026-02-06,BAR RESTAURANTE XIAN,0AM0021,CHOVI KETCHUP 2KG,un,1
2026-02-06,BAR RESTAURANTE XIAN,DL13,DAMM LEMON 1/3 RET,caj,2
2026-02-06,BAR RESTAURANTE XIAN,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,11
2026-02-06,BAR RESTAURANTE XIAN,ED15LN,ESTRELLA DAMM 1/5 LN,caj,5
2026-02-06,BAR RESTAURANTE XIAN,0LM2481,GC HIGIENICO 2C. ECO+495/100M-18U,caj,2
2026-02-06,BAR RESTAURANTE XIAN,0AM1610,GIMAR MAGDALENA CASERA 710G 9U,caj,1
2026-02-06,BAR RESTAURANTE XIAN,0LI1361,JOSE CUERVO TEQUILA ESP REPOSADO 70CL,un,1
2026-02-06,BAR RESTAURANTE XIAN,0LT0034,"LETONA SEMI ESPEC HOSTELERIA PET 1,5L 6U",caj,1
2026-02-06,BAR RESTAURANTE XIAN,0AM0783,LOTUS BISCOFF 300U,caj,2
2026-02-06,BAR RESTAURANTE XIAN,0AM0783,LOTUS BISCOFF 300U,zpr,1
2026-02-06,BAR RESTAURANTE XIAN,0AM0649,PATATA TOT SNACK C/SAL 4UX500G,caj,1
2026-02-06,BAR RESTAURANTE XIAN,0RF0296,RED BULL ENERGY DRINK 25CL LATA 24U,caj,1
2026-02-06,BAR RESTAURANTE XIAN,0VE0524,SEÑORIO DE LIZIA VERDEJO RUEDA 75CL 6U,caj,1
2026-02-06,BAR RESTAURANTE XIAN,0AG0183,VICHY CATALAN GAS 30CL RET 24U,caj,1
2026-02-06,BAR RESTAURANTE XIAN,0AM1290,XPLICIT AZUCAR 7GR  1000U,caj,2
2026-02-06,BAR RESTAURANTE XIAN,0AM1634,XPLICIT EDULCORANTE 1G 150U,caj,2
2026-02-06,BAR RESTAURANTE XIAN,0CF0080,XPLICIT NATURAL CREMOSO 1KG,un,2
2026-02-06,BAR SAGITARIO,0RF0079,/-COCA COLA ZERO LATA 33CL 24U,caj,1
2026-02-06,BAR SAGITARIO,0LI0013,BEEFEATER GIN 70CL,bot,2
2026-02-06,BAR SAGITARIO,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,3
2026-02-06,BAR SAGITARIO,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,5
2026-02-06,BAR SAGITARIO,ED15LN,ESTRELLA DAMM 1/5 LN,caj,5
2026-02-06,BAR SAGITARIO,FD13,FREE DAMM 1/3 RET.,caj,3
2026-02-06,BAR SAGITARIO,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",caj,2
2026-02-06,BAR SAGITARIO,0LI0089,PONCHE CABALLERO LICOR 1L,bot,1
2026-02-06,BAR SAGITARIO,0RF0489,SCHWEPPES TONICA 20CL SR 24U,caj,3
2026-02-06,BAR SAGITARIO,0LI0047,TERRY BRANDY CENTENARIO 1L,bot,2
2026-02-06,BAR SEGORB NOU,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,35
2026-02-06,BAR TONYSA,0AM3376,BARGALLO ACEITE ALTO RENDIMIENTO 20L,un,1
2026-02-06,BAR XANIA,BRL20V,BARRIL INOX 20L. TANQUETA A16,brl,1
2026-02-06,BAR XANIA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,17
2026-02-06,BAR XANIA,ED13LT,ESTRELLA DAMM 1/3 LATA,caj,8
2026-02-06,BAR XANIA,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,11
2026-02-06,BAR XANIA,0LM2486,FILM TRANSPARENTE 30x250,un,1
2026-02-06,BAR XANIA,FD13,FREE DAMM 1/3 RET.,caj,6
2026-02-06,BAR XANIA,0LI0113,JACK DANIELS WHISKY 70CL,bot,3
2026-02-06,BAR XANIA,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",caj,3
2026-02-06,BAR XANIA,TU20,TURIA BARRIL 20L.,brl,1
2026-02-06,BAR XANIA,UE975,VASO PAPEL ED 33CL,un,200
2026-02-06,BAR ZHOU,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,10
2026-02-06,BK GRANOLLERS,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,caj,5
2026-02-06,BK GRANOLLERS,BRL30V,BARRIL INOX 30L. EURONORMA,brl,1
2026-02-06,BK GRANOLLERS,ED13LT,ESTRELLA DAMM 1/3 LATA,caj,3
2026-02-06,BK GRANOLLERS,ED30,ESTRELLA DAMM BARRIL 30,brl,1
2026-02-06,BK GRANOLLERS,FD13LT,FREE DAMM 1/3 LATA LC,caj,1
2026-02-06,BONA TAPA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,11
2026-02-06,BONA TAPA,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,11
2026-02-06,Bagel Coffee,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",caj,1
2026-02-06,Bagel Coffee,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,caj,1
2026-02-06,Bagel Coffee,VE12,AGUA VERI 1/2 VIDRIO RET.,caj,2
2026-02-06,Bagel Coffee,3ENV0236,C.C. AGUA 1/3 VICHY-FONT D'OR,caj,1
2026-02-06,Bagel Coffee,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,2
2026-02-06,Bagel Coffee,CJ12V,CAJAS COMPLETAS 1/2 V,caj,2
2026-02-06,Bagel Coffee,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,caj,1
2026-02-06,Bagel Coffee,0LM0495,GC-NATURE SERVILL.2C RECICLDO 33x33 50U,un,4
2026-02-06,Bagel Coffee,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",caj,7
2026-02-06,Bagel Coffee,0LT0090,LETONA SEMI SIN LACTOSA 1L PET 6U,caj,1
2026-02-06,Bagel Coffee,0AM5517,PROEZA MAIZ 500GR  1U,un,2
2026-02-06,Bagel Coffee,0AG0183,VICHY CATALAN GAS 30CL RET 24U,caj,1
2026-02-06,Bagel Coffee,VO13,VOLL-DAMM 1/3 RET.,caj,1
2026-02-06,Bar Tapas Bike,0AM0884,"CARRETILLA CARRILLADA 1,9  2U",caj,1
2026-02-06,CA L'ANGEL BAR,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,10
2026-02-06,CA LA SETE,0RF0022,/-AQUARIUS LIMON 33CL LATA 24U,caj,2
2026-02-06,CA LA SETE,0RF0056,/-AQUARIUS NARANJA 33CL LATA 24U,caj,1
2026-02-06,CA LA SETE,0RF0019,/-COCA COLA LATA 33CL 24U,caj,10
2026-02-06,CA LA SETE,0RF0079,/-COCA COLA ZERO LATA 33CL 24U,caj,6
2026-02-06,CA LA SETE,0RF0020,/-FANTA NARANJA LATA 33CL 24U,caj,2
2026-02-06,CA LA SETE,PI12,AGUA PIRINEA 1/2 GAS RET,caj,1
2026-02-06,CA LA SETE,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",caj,30
2026-02-06,CA LA SETE,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,caj,3
2026-02-06,CA LA SETE,0LM0100,BALNIC ABRILLANTADOR LAVAVAJILLAS AUTO5K,un,2
2026-02-06,CA LA SETE,3ENV0029,C.C. CACAOLAT 30 U.,caj,1
2026-02-06,CA LA SETE,0LT0032,CACAOLAT VIDRIO 20CL RET 30U,caj,1
2026-02-06,CA LA SETE,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,5
2026-02-06,CA LA SETE,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,1
2026-02-06,CA LA SETE,CJ12V,CAJAS COMPLETAS 1/2 V,caj,1
2026-02-06,CA LA SETE,0AM4963,CHOVI KETCHUP FOODSERVICE 85CL,un,8
2026-02-06,CA LA SETE,0AM4957,CHOVI MAYONESA FOODSERVICE 82CL,un,8
2026-02-06,CA LA SETE,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,3
2026-02-06,CA LA SETE,ED15LN,ESTRELLA DAMM 1/5 LN,caj,1
