query,lat,lon,error
"MENENDEZ I PELAYO 1, 08500 VIC, Spain",41.925209,2.260566,
"PASEO GENERALITAT 37, 08500 VIC, Spain",41.922158,2.253092,
"PLAZA PIETAT 2, 08500 VIC, Spain",41.9290103,2.2568623,
"RAMBLA PASSEIG 7, 08500 VIC, Spain",41.930778,2.255954,
"Carrer de Jacint Verdaguer 28, 08500 VIC, Spain",41.9308683,2.2506089,
"PLAZA ESTACIO S/N, 08500 VIC, Spain",41.9311315,2.2495527,
"Carrer Sant Segimon 22, 08500 VIC, Spain",41.929604,2.2611937,
"CALLE CANIGO 70, 08500 VIC, Spain",41.930991,2.264154,
"CALLE JACINT VERDAGUER 27, 08500 VIC, Spain",41.9307,2.250269,
"PLAZA MAJOR 21, 08500 VIC, Spain",41.931083,2.254282,
"CARRER DE LA CIUTAT S/N, 08500 VIC, Spain",41.9297448,2.2551163,
"Carrer de la Riera 30, 08500 VIC, Spain",41.9294084,2.2535593,
"Avinguda d'Olímpia 7, 08500 VIC, Spain",41.9331258,2.241895,
"Carrer de la Providència 23, 08500 VIC, Spain",41.9218069,2.2567384,
"CARRETERA DE VIC 217, 08500 VIC, Spain",41.9433682,2.2574209,
"Rambla de les Davallades 8, 08500 VIC, Spain",41.9306512,2.2531684,
"Masia Camí de Planes Bones S/N, 08500 SENTFORES, Spain",41.9385521,2.2515617,
"CALLE RIPOLL 53, 08500 VIC, Spain",41.946631,2.256116,
"Carrer de la Indústria 52, 08500 VIC, Spain",41.9299119,2.2633601,
"Carrer de Montserrat 20, 08500 VIC, Spain",41.9283142,2.262875,
"Carrer de les Carnisseries 34, 08500 VIC, Spain",41.9300495,2.255549,
"Carrer Sant Segimon 14, 08500 VIC, Spain",41.9298,2.261045,
"Carrer del Pare Gallissà 4, 08500 VIC, Spain",41.932414,2.2495429,
"C/RAMON D'ABADAL 21, 08500 VIC, Spain",41.918615,2.25854,
"Call Nou 9, 08500 VIC, Spain",41.932093,2.255917,
"CARRER DEL VIRREI AVILÉS 6, 08500 VIC, Spain",41.9348658,2.2479643,
"PASEO GENERALITAT 44, 08500 VIC, Spain",41.921473,2.252451,
"CALLE SOLSONA 4, 08500 VIC, Spain",41.9390433,2.2530946,
"PASEO GENERALITAT 15, 08500 VIC, Spain",41.923615,2.253572,
"CALLE ENRIC PRAT DE LA RIBA 49, 08500 VIC, Spain",41.93233725852713,2.248581807105943,
"PASEO GENERALITAT 8, 08500 VIC, Spain",41.924525,2.253412,
"PASAJE PLA DEL REMEI 11, 08500 VIC, Spain",41.989353,2.312179,
"CARRETERA BV-5213 KM 10, 08500 VIC, Spain",41.93233725852713,2.248581807105943,
"Plaça Major 36, 08500 VIC, Spain",41.930416,2.25504,
"CALLE MOSSEN LLUIS ROMEU 1, 08500 VIC, Spain",41.922901,2.256865,
"Passeig de la Generalitat 10, 08500 VIC, Spain",41.9243653,2.2535594,
"Carrer de Jaume Munmany 27, 08500 VIC, Spain",41.924671,2.2587748,
"CALLE CABRERES 2, 08500 VIC, Spain",41.949691,2.281538,
"Avinguda d'Olímpia 15, 08500 VIC, Spain",41.9325704,2.2394937,
"CALLE SAU 9, 08500 VIC, Spain",41.946287,2.28285,
"CALLE CAN PAU RABA 1, 08500 VIC, Spain",41.930735,2.264134,
"CARRETERA PRATS DE LLUÇANES 14, 08500 VIC, Spain",41.9276164,2.2415345,
"Carretera de Roda 1, 08500 VIC, Spain",41.9350958,2.2636353,
"Carrer Mossèn Josep Gudiol 21, 08500 VIC, Spain",41.9293919,2.2490203,
"PLAZA PARE MILLAN S/N, 08500 VIC, Spain",41.93233725852713,2.248581807105943,
"Carrer dels Corretgers 4, 08500 VIC, Spain",41.9292412,2.2559144,
"CALLE ARQUEBISBE ALEMANY 24, 08500 VIC, Spain",41.93196,2.251246,
"CALLE MANLLEU 40, 08500 VIC, Spain",41.932505,2.255497,
"CALLE SANT MIQUEL DELS SANTS 1, 08500 VIC, Spain",41.9297992,2.2547534,
"CALLE DUES SOLES 8, 08500 VIC, Spain",41.9293424,2.2581703,
"CALLE MIRAMARGES 8, 08500 VIC, Spain",41.9325803,2.2479662,
"RAMBLA HOSPITAL 8, 08500 VIC, Spain",41.929976,2.252739,
"CALLE ARGENTERS 4, 08500 VIC, Spain",41.9304438,2.2552323,
"CALLE MISERICORDIA 4, 08500 VIC, Spain",41.93134,2.258587,
"AVENIDA SANT BERNAT CALBO 42, 08500 VIC, Spain",41.935397,2.261667,
"CALLE MIRAMARGES 7, 08500 VIC, Spain",41.9302339,2.2465476,
"CALLE GURB 103, 08500 VIC, Spain",41.9330609,2.2509464,
"CALLE SANTIAGO RAMÓN Y CAJAL, 87, 08500 VIC, Spain",41.944298,2.260636,
"MANLLEU 30-32, 08500 VIC, Spain",41.932284,2.25546,
"RAMBLA HOSPITAL 31, 08500 VIC, Spain",41.928201,2.252522,
"CARRER SANTIAGO RAMON I CAJAL 48, 08500 VIC, Spain",41.93233725852713,2.248581807105943,
"Rambla de les Davallades 21, 08500 VIC, Spain",41.9311045,2.2532078,
"CALLE CERVERA 11, 08500 VIC, Spain",41.9398493,2.2524398,
"Carretera de Manlleu s/n, 08500 VIC, Spain",41.9366846,2.2548685,
"Carrer de Rupit 12, 08500 VIC, Spain",41.9524615,2.2812451,
"Carrer de Miramarges 10, 08500 VIC, Spain",41.9324264,2.2474786,
"CALLE EIX ONZE DE SETEMBRE 29, 08500 VIC, Spain",41.9299944,2.2441904,
"Rambla de Josep Tarradellas 11, 08500 VIC, Spain",41.923677,2.251935,
"Plaça Major 28, 08500 VIC, Spain",41.930669,2.254828,
"Carrer de Sant Jordi 1, 08500 VIC, Spain",41.9318435,2.2631612,
"CALLE ANDREU FEBRER 1, 08500 VIC, Spain",41.9252838,2.2540399,
"AVENIDA PIUS XII 13, 08500 VIC, Spain",41.923077,2.254653,
"CALLE EIX ONZE DE SETEMBRE 11, 08500 VIC, Spain",41.9274056,2.2448121,
"CARRETERA SANT HILARI SACALM S/N, 08500 VIC, Spain",41.9264617,2.2724911,
"PASEO GENERALITAT 23, 08500 VIC, Spain",41.923429,2.253515,
"Avinguda de Sant Bernat Calbó 52, 08500 VIC, Spain",41.9349103,2.2585294,
"CALLE JOAN DE SERRALLONGA 3, 08500 VIC, Spain",41.9283036,2.2481155,
"Carrer de l'Arquebisbe Alemany 21, 08500 VIC, Spain",41.9319543,2.2516403,
"CALLE JAUME I EL CONQUERIDOR 3, 08500 VIC, Spain",41.93307,2.254835,
"PLAZA ENRIC GONZALEZ I TORNES 1, 08500 VIC, Spain",41.93233725852713,2.248581807105943,
"Carrer de Sant Pau 39, 08500 VIC, Spain",41.9308577,2.2592526,
"CALLE MIRAMARGES 6, 08500 VIC, Spain",41.9327785,2.2480296,
"Carrer de Cervera 14, 08500 VIC, Spain",41.9395873,2.2509012,
"Carrer Enric Prat de la Riba 16, 08500 VIC, Spain",41.9205837,2.2507637,
"CARRER MARE DE DEU DELS MUTS 2, 08500 VIC, Spain",41.928827,2.25724,
"Carrer d’en Perot Rocaguinarda 2, 08500 VIC, Spain",41.9280873,2.2469843,
"Carrer de Sant Sadurní 12, 08500 VIC, Spain",41.9293215,2.2563726,
"Carrer de Ripoll 33, 08500 VIC, Spain",41.9462891,2.255043,
"Rambla del Passeig 65, 08500 VIC, Spain",41.9301965,2.256553,
"Ronda de Francesc Camprodon 18, 08500 VIC, Spain",41.9340736,2.2538616,
"Carrer Nou 7, 08500 VIC, Spain",41.9317137,2.2577609,
"Carrer del Pla de Balenyà 9, 08500 VIC, Spain",41.9321566,2.2533756,
"Carrer de Ramon Sala i Saçala 13, 08500 VIC, Spain",41.9359628,2.2608214,
"Carrer del Pla de Balenyà 7, 08500 VIC, Spain",41.9321566,2.2533756,
"Carretera d la Guixa 10, 08500 VIC, Spain",41.924449,2.252394,
"Plaça de l'Estació 1, 08500 VIC, Spain",41.9311315,2.2495527,
"Rambla del Passeig 39, 08500 VIC, Spain",41.9301965,2.256553,
"Carrer de Francesc Maria Masferre 4, 08500 VIC, Spain",41.9284721,2.2596852,
"Carrer de la Llotja 7, 08500 VIC, Spain",41.9259522,2.2467094,
"PASEO GENERALITAT 58, 08500 VIC, Spain",41.920083,2.252248,
"CALLE MANLLEU 42, 08500 VIC, Spain",41.932744,2.255507,
"Avinguda dels Països Catalans 49, 08500 VIC, Spain",41.921822,2.2489438,
"Carrer Països Catalans 7, 08191 VILANOVA DEL VALLÈS, Spain",41.5315263,2.0880649,
"Avenida Meridiana 27, 08018 BARCELONA, Spain",41.400804,2.187202,
"CARRETERA BV-5001 KM 8,8, 08110 MONTCADA I REIXAC, Spain",41.488576,2.193954,
"Carrer de les Esquadres 26, 08901 L'HOSPITALET DE LLOBREGAT, Spain",41.3625095,2.1068011,
"LLUIS VIVES 19, 08400 GRANOLLERS, Spain",41.608388,2.29552,
"JOSEP UMBERT 130, 08400 GRANOLLERS, Spain",41.602239,2.295067,
"GERONA 185, 08400 GRANOLLERS, Spain",41.59980545277778,2.2792591222222223,
"PASEO MUNTANYA 139, 08400 GRANOLLERS, Spain",41.610872,2.293997,
"AMADEU CASTELLANOS 2, 08400 GRANOLLERS, Spain",41.603126,2.291089,
"ANSELM CLAVE 77, 08400 GRANOLLERS, Spain",41.606029,2.288965,
"PASSATGE SANT BARTOMEU 16, 08400 GRANOLLERS, Spain",41.6084587,2.2861226,
"Carrer de Wagner 2, 08222 TERRASSA, Spain",41.5624896,2.0276735,
"Avinguda de Catalunya S/N, 08930 SANT ADRIÀ DE BESÒS, Spain",41.428794,2.222328,
"Avinguda de Catalunya 51, 08930 BARCELONA, Spain",41.4313373,2.2178629,
"CARRER CAN MAGÍ 10, 08210 BARBERÀ DEL VALLÈS, Spain",41.5172181,2.1448161,
"Calle Cuba 38, 08302 MATARÓ, Spain",41.537406,2.440266,
"RONDA FRANCESC MACIA 18, 08302 MATARÓ, Spain",41.53332,2.437899,
"Carrer de Falguera 6, 08980 SANT FELIU DE LLOBREGAT, Spain",41.3821845,2.0422074,
"CALLE LLUIS COMPANYS 41, 08401 GRANOLLERS, Spain",41.597979,2.282625,
"PLAÇA DE LA CASERNA, 3, 08401 GRANOLLERS, Spain",41.608839,2.286058,
"Carrer de Santa Elisabet 15, 08401 GRANOLLERS, Spain",41.6088563,2.2878163,
"SANT ROC 8, 08401 GRANOLLERS, Spain",41.6082737,2.2885371,
"Carrer Príncep de Viana 25, 08401 GRANOLLERS, Spain",41.606128,2.286517,
"AVENIDA ENRIC PRAT DE LA RIBA 77, 08401 GRANOLLERS, Spain",41.602652,2.284612,
"PLAZA JOSEP MALUQUER I SALVADOR 17, 08401 GRANOLLERS, Spain",41.6085949,2.2889012,
"CALLE ROSSELLO 77, 08401 GRANOLLERS, Spain",41.617066,2.289509,
"CALLE FRANCESC MACIA 160, 08401 GRANOLLERS, Spain",41.5979571,2.2864716,
"CALLE RAFAEL CASANOVA 64, 08401 GRANOLLERS, Spain",41.613439,2.286532,
"CALLE POMPEU FABRA 15, 08401 GRANOLLERS, Spain",41.609185,2.284296,
"CALLE MIQUEL RICOMA 55, 08401 GRANOLLERS, Spain",41.6055199,2.2863715,
"CALLE ANNIBAL 26, 08401 GRANOLLERS, Spain",41.607091,2.284618,
"CALLE ROGER DE FLOR 45, 08401 GRANOLLERS, Spain",41.6083629,2.2834572,
"CALLE SANT JOSEP 1, 08401 GRANOLLERS, Spain",41.607455,2.284676,
"PLAZA PORXADA 32, 08401 GRANOLLERS, Spain",41.60784,2.287358,
"CALLE TORRES I BAGES 53, 08401 GRANOLLERS, Spain",41.6100748,2.29038,
"CALLE SANT JOSEP 10, 08401 GRANOLLERS, Spain",41.60767,2.284359,
"VIC 6, 08401 GRANOLLERS, Spain",41.605769,2.276334,
"CALLE MARE DE DEU DE MONTSERRAT 58, 08401 GRANOLLERS, Spain",41.5991678,2.2848002,
"CALLE CORRO 2, 08401 GRANOLLERS, Spain",41.6092099,2.2879758,
"CALLE SANT JOSEP 14, 08401 GRANOLLERS, Spain",41.607638,2.284153,
"CALLE ROGER DE FLOR 1, 08401 GRANOLLERS, Spain",41.610385,2.283611,
"PLAZA CASERNA S/N, 08401 GRANOLLERS, Spain",41.60614808611111,2.286227975,
"CALLE MUSEU 10-12, 08401 GRANOLLERS, Spain",41.607231,2.286438,
"PLAZA PORXADA 21, 08401 GRANOLLERS, Spain",41.608057,2.2880953,
"CALLE TRAVESSERES 43, 08401 GRANOLLERS, Spain",41.6090288,2.2862797,
"CR MIQUEL RICOMA 137, 08401 GRANOLLERS, Spain",41.603375,2.28639,
"RAMON LLULL 9, 08401 GRANOLLERS, Spain",41.613286,2.289165,
"Carrer de Corró 15, 08401 GRANOLLERS, Spain",41.6094543,2.2878566,
"Carrer de Joan Corominas 22, 08401 GRANOLLERS, Spain",41.60614808611111,2.286227975,
"Carrer Guayaquil 30, 08401 GRANOLLERS, Spain",41.6049348,2.2875639,
"Carrer d'Isabel de Villena 64, 08401 GRANOLLERS, Spain",41.604764,2.2818302,
"Carrer de Roger de Flor 93, 08401 GRANOLLERS, Spain",41.6048713,2.2832281,
"Plaça Josep Maluquer i Salvador 20, 08401 GRANOLLERS, Spain",41.60888,2.289172,
"Carrer de Roger de Flor 75, 08401 GRANOLLERS, Spain",41.6064611,2.2831445,
"CALLE LLUIS COMPANYS 60, 08401 GRANOLLERS, Spain",41.596568,2.28187,
"Carrer de Sant Jaume 46, 08401 GRANOLLERS, Spain",41.6065314,2.2856926,
"Carrer de Roger de Flor 61, 08401 GRANOLLERS, Spain",41.6077058,2.2834923,
"Passeig Francesc Fàbregas 81, 08401 GRANOLLERS, Spain",41.586336,2.2809916,
"SANTA ANA 25, 08401 GRANOLLERS, Spain",41.5907321,2.2389953,
"Carrer del Camp de les Moreres 3, 08401 GRANOLLERS, Spain",41.606052964864865,2.286240343243243,
"Carrer d'Alfons IV 48, 08401 GRANOLLERS, Spain",41.6042976,2.2880883,
"PLAZA JOSEP MARIA FOLCH I TORRES 12, 08401 GRANOLLERS, Spain",41.5739579,2.2239086,
"Carrer de Corró 36, 08401 GRANOLLERS, Spain",41.6103062,2.2882135,
"PLAZA JOSEP MARIA FOLCH I TORRES 14, 08401 GRANOLLERS, Spain",41.5739579,2.2239086,
"CALLE PONENT 12, 08401 GRANOLLERS, Spain",41.6095412,2.285791,
"Carrer d'Alfons IV 38, 08401 GRANOLLERS, Spain",41.6044674,2.2881236,
"Carrer Rafael Casanova 60, 08401 GRANOLLERS, Spain",41.613168,2.2862667,
"Carrer de Ponent 55, 08401 GRANOLLERS, Spain",41.6125659,2.2868959,
"Carrer de Josep Torras I Bages 29, 08401 GRANOLLERS, Spain",41.60614808611111,2.286227975,
"Carrer de Joan Prim 7, 08401 GRANOLLERS, Spain",41.6119237,2.289912,
"Carrer de Tres Torres 2, 08401 GRANOLLERS, Spain",41.598173,2.283041,
"Carrer Rafael Casanova 50, 08401 GRANOLLERS, Spain",41.6205956,2.2884022,
"MATAGALLS, S/N (ESQUINA C/CAMI DEL, 08402 GRANOLLERS, Spain",41.604879786666665,2.290994731111111,
"PLAZA JOSEP SERRAT I BONASTRE 18, 08402 GRANOLLERS, Spain",41.5994174,2.2898581,
"AVENIDA SANT ESTEVE 73, 08402 GRANOLLERS, Spain",41.601391,2.290608,
"CALLE BARTOLOME ESTEBAN MURILLO 31, 08402 GRANOLLERS, Spain",41.6022669,2.2890758,
"Turó d'en Bruguet 2, 08402 GRANOLLERS, Spain",41.6009138,2.2960899,
"CALLE MONTSENY 4, 08402 GRANOLLERS, Spain",41.6100375,2.3020038,
"GIRONA 3, 08402 GRANOLLERS, Spain",41.608796,2.290467,
"CALLE CRISTOFOL COLOM 23, 08402 GRANOLLERS, Spain",41.600178,2.288501,
"GIRONA 36, 08402 GRANOLLERS, Spain",41.610406,2.291018,
"GIRONA 49, 08402 GRANOLLERS, Spain",41.611699,2.291115,
"CALLE CRISTOFOL COLOM 16, 08402 GRANOLLERS, Spain",41.533636,2.180961,
"PLAZA JOSEP BARANGE 13, 08402 GRANOLLERS, Spain",41.6076472,2.2894189,
"PASSEIG MUNTANYA 66, 08402 GRANOLLERS, Spain",41.60292,2.2929,
"PLAZA CAN MONIC 7, 08402 GRANOLLERS, Spain",41.621693,2.295045,
"CALLE JOAN PRIM 4, 08402 GRANOLLERS, Spain",41.609859,2.289384,
"CALLE VALLESPIR 10, 08402 GRANOLLERS, Spain",41.5908,2.288321,
"CALLE ANGEL GUIMERA 12-14, 08402 GRANOLLERS, Spain",41.5995015,2.2891087,
"PLAZA PAU CASALS 4, 08402 GRANOLLERS, Spain",41.6067529,2.2899999,
"CALLE VALLESPIR 1, 08402 GRANOLLERS, Spain",41.590882,2.2880423,
"CALLE FRANCESC MACIA 135, 08402 GRANOLLERS, Spain",41.599357,2.287151,
"PLAZA JOSEP BARANGE 2, 08402 GRANOLLERS, Spain",41.6075302,2.2899044,
"Carrer de Girona 161, 08402 GRANOLLERS, Spain",41.6111342,2.2911064,
"CALLE MONTSENY 1, 08402 GRANOLLERS, Spain",41.609992,2.3029362,
"CALLE GIRONA 183, 08402 GRANOLLERS, Spain",41.61596,2.292419,
"Carrer d'Emili Botey Alsina 12, 08402 GRANOLLERS, Spain",41.5975245,2.2885058,
"CALLE COLOMBIA 14, 08402 GRANOLLERS, Spain",41.607581,2.2962684,
"Carrer del pla de Baix 53, 08402 GRANOLLERS, Spain",41.5952243,2.2881622,
"Calle Girona 214, 08402 GRANOLLERS, Spain",41.615729,2.29274,
"Carrer Esteve Terrades 52, 08402 GRANOLLERS, Spain",41.5979891,2.2903208,
"Carrer Montseny 10, 08402 GRANOLLERS, Spain",41.609992,2.3029362,
"Plaça de Pau Casals 14, 08402 GRANOLLERS, Spain",41.606661,2.2900905,
"PLAZA CAN BASSA 1, 08402 GRANOLLERS, Spain",41.591146,2.28758,
"CARRER SANT JOSEP DE CALAÇANS 119, 08402 GRANOLLERS, Spain",41.604364993478264,2.2908451760869566,
"CARRER JOSEP UMBERT 42, 08402 GRANOLLERS, Spain",41.6026841,2.2947768,
"Carrer de Girona 321, 08402 GRANOLLERS, Spain",41.6111342,2.2911064,
"Avinguda del Parc 5, 08402 GRANOLLERS, Spain",41.6075533,2.2905917,
"CALLE VALLESPIR 16, 08402 GRANOLLERS, Spain",41.590808,2.289101,
"Carrer Francisco de Quevedo 11, 08402 GRANOLLERS, Spain",41.6042778,2.2912636,
"Plaça Josep Torras i Bages 2, 08402 GRANOLLERS, Spain",41.609967,2.290249,
"Carrer de Veneçuela 86, 08402 GRANOLLERS, Spain",41.4114055,2.2091319,
"Passeig de la Muntanya 154, 08402 GRANOLLERS, Spain",41.6104581,2.2940159,
"Passeig de la Muntanya 145, 08402 GRANOLLERS, Spain",41.6104581,2.2940159,
"Calle Josep Umbert 130, 08402 GRANOLLERS, Spain",41.602239,2.295067,
"ENRIC PRAT DE LA RIBA 77, 08402 GRANOLLERS, Spain",41.602652,2.284612,
"Carrer Esteve Terrades 44, 08402 GRANOLLERS, Spain",41.5979891,2.2903208,
"Carrer del pla de Baix 51, 08402 GRANOLLERS, Spain",41.5952243,2.2881622,
"Avinguda Sant Esteve 96, 08402 GRANOLLERS, Spain",41.600986,2.290192,
"Carrer Montseny 4, 08402 GRANOLLERS, Spain",41.6100375,2.3020038,
"Carrer de Girona 122, 08402 GRANOLLERS, Spain",41.6111342,2.2911064,
"Carrer Bertran de Seva 1, 08402 GRANOLLERS, Spain",41.613491,2.294324,
"PLAZA JOSEP TORRAS I BAGES 2, 08402 GRANOLLERS, Spain",41.609836,2.290223,
"Carrer de l'Hospital 7, 08402 GRANOLLERS, Spain",41.614473,2.291737,
"Carrer de Montserrat Roig 19, 08402 GRANOLLERS, Spain",41.593655,2.2887494,
"CALLE FRANSCESC RIBAS, 64, 08402 GRANOLLERS, Spain",41.604879786666665,2.290994731111111,
"Carrer de Sant Pere 7, 08560 MANLLEU, Spain",42.0035278,2.2859271,
"Plaça de Fra Bernadí 22, 08560 MANLLEU, Spain",41.999527,2.284585,
"AVENIDA ROMA 122, 08560 MANLLEU, Spain",42.003619,2.283512,
"Avinguda Bellmunt 25, 08560 MANLLEU, Spain",42.006191,2.290558,
"Carrer de Ripoll 20, 08560 MANLLEU, Spain",42.0034372,2.2879627,
"CALLE JOAN CODINA VIVET S/N, 08560 MANLLEU, Spain",42.009355,2.301999,
"AVENIDA ROMA 106, 08560 MANLLEU, Spain",42.004204,2.285037,
"Carrer del Montseny 98, 08560 MANLLEU, Spain",41.9999811,2.2841159,
"CALLE DOÑ BLANCA 114, 08560 MANLLEU, Spain",42.003183,2.277548,
"CALLE VILAMIROSA 92, 08560 MANLLEU, Spain",42.0049384,2.2792299,
"PASEO SANT JOAN 110, 08560 MANLLEU, Spain",42.002567,2.28548,
"AVENIDA PUIGMAL 100, 08560 MANLLEU, Spain",42.007836,2.285919,
"PASEO SANT JOAN 194, 08560 MANLLEU, Spain",42.006234,2.282012,
"AVENIDA ROMA 220, 08560 MANLLEU, Spain",42.002606,2.276721,
"CALLE LLEIDA 58, 08560 MANLLEU, Spain",42.004874,2.28873,
"CALLE ENRIC DELARIS 16, 08560 MANLLEU, Spain",42.0003612,2.2829636,
"CALLE SOGORB 73, 08560 MANLLEU, Spain",42.007021,2.289888,
"CALLE GARCIA ESTRADA 20, 08560 MANLLEU, Spain",42.007005,2.282574,
"Carrer de Núria 24, 08560 MANLLEU, Spain",42.0040915,2.2782625,
"CALLE TORRENT MAGI 80, 08560 MANLLEU, Spain",42.001295,2.285845,
"PLAZA SARDANA 1, 08560 MANLLEU, Spain",42.005615,2.289163,
"Carrer Francesc Puget 2, 08560 MANLLEU, Spain",42.00425,2.296083,
"CARRETERA BV-5224 (TORELLO) KM 1, 08560 MANLLEU, Spain",42.008681,2.27937,
"AVENIDA PIRINEUS S/N, 08560 MANLLEU, Spain",42.008385,2.277931,
"Plaça de Fra Bernadí 3, 08560 MANLLEU, Spain",42.000925,2.273462,
"CARRETERA OLOT 58, 08560 MANLLEU, Spain",42.0020564,2.2894454,
"PLAZA FRA BERNADI 15, 08560 MANLLEU, Spain",41.999493,2.283965,
"CARRETERA OLOT 77, 08560 MANLLEU, Spain",42.003418,2.2916854,
"CALLE PUIGSACALM 15, 08560 MANLLEU, Spain",42.001698,2.280995,
"PLAZA FRA BERNADI 12, 08560 MANLLEU, Spain",41.999409,2.2838,
"CALLE SOGORB 79, 08560 MANLLEU, Spain",42.007502,2.290725,
"CALLE PONT 15, 08560 MANLLEU, Spain",42.000067,2.285187,
"AVENIDA ROMA 221, 08560 MANLLEU, Spain",42.002482,2.278006,
"CALLE PINTOR GUARDIA 6, 08560 MANLLEU, Spain",42.009658,2.280452,
"Carrer Major 31, 08150 PARETS DEL VALLES, Spain",41.5727036,2.2326252,
"Plaça de la Vila 8, 08150 LLIÇÀ DE VALL, Spain",41.5862431,2.2398562,
"CALLE ARAGO 13, 08150 PARETS DEL VALLES, Spain",41.574481,2.238199,
"CALLE L'EMPORDA 27, 08150 PARETS DEL VALLES, Spain",41.572444,2.2319099,
"CALLE MONISTROL 1, 08150 PARETS DEL VALLES, Spain",41.562739,2.229177,
"CALLE INDEPENDENCIA 51, 08150 PARETS DEL VALLES, Spain",41.5601641,2.2216661,
"LLIBERTAT 2, 08150 PARETS DEL VALLES, Spain",41.563783,2.228481,
"PLAZA VILA S/N, 08150 PARETS DEL VALLES, Spain",41.5729887,2.2329289,
"CALLE VICTOR CATALA 2, 08150 PARETS DEL VALLES, Spain",41.572615,2.237123,
"CALLE VICTOR CATALA 9, 08150 PARETS DEL VALLÈS, Spain",41.572317,2.236723,
"Carrer de Víctor Català 18, 08150 PARETS DEL VALLES, Spain",41.5731703,2.2373044,
"CALLE SANT JORDI 8, 08560 MANLLEU, Spain",41.999795,2.285339,
"CARRER SANT JAUME 134, 08150 PARETS DEL VALLES, Spain",41.5621407,2.2222997,
"AVENIDA PEDRA DEL DIABLE 28, 08150 PARETS DEL VALLES, Spain",41.5729887,2.2329289,
"Avinguda de Francesc Macià 11, 08150 PARETS DEL VALLES, Spain",41.5720441,2.2362929,
"Carrer del Raval 1, 08150 PARETS DEL VALLES, Spain",41.5746876,2.23515,
"Avinguda de Catalunya 102, 08150 PARETS DEL VALLES, Spain",41.580189,2.2365554,
"Avinguda de Catalunya 129, 08150 PARETS DEL VALLES, Spain",41.5661256,2.2295253,
"Carrer de Monistrol 1, 08150 PARETS DEL VALLES, Spain",41.562495,2.2300571,
"Avinguda de Francesc Macià 12, 08150 PARETS DEL VALLES, Spain",41.5721861,2.2354721,
"Avinguda de Catalunya 133, 08150 PARETS DEL VALLES, Spain",41.5577591,2.2274657,
"Carrer de la Mina 8, 08150 PARETS DEL VALLES, Spain",41.5618454,2.2290519,
"CALLE GARBI 12, 08150 PARETS DEL VALLES, Spain",41.564813,2.245068,
"CALLE DE LA BASSA S/N, 08150 PARETS DEL VALLES, Spain",41.580306,2.2528629,
"PLAZA MOSSEN PERE BATLLE 1, 08150 PARETS DEL VALLES, Spain",41.572961,2.235191,
"CALLE XALOC 1, 08150 PARETS DEL VALLES, Spain",41.568885,2.24571,
"Carrer del Pla dels Estudiants 40, 08560 MANLLEU, Spain",42.007905,2.2869598,
"Carrer Doctor Fleming 46, 08560 MANLLEU, Spain",42.002045,2.2840376,
"CALLE CONGOST 1, 08150 PARETS DEL VALLES, Spain",41.547552,2.252128,
"Carrer de Tarragona 50, 08560 MANLLEU, Spain",42.016883,2.244418,
"Carrer d'en Santiago Rusiñol 54, 08560 MANLLEU, Spain",41.99979,2.276095,
"Plaça de Fra Bernadí 23, 08560 MANLLEU, Spain",42.000734,2.273068,
"Carrer Salvador Espriu 6, 08150 PARETS DEL VALLÈS, Spain",41.5727187,2.2365079,
"Parc d'Àngela Roca 7, 08560 MANLLEU, Spain",42.002148,2.281774,
"Carrer d'Aragó 11, 08150 PARETS DEL VALLÈS, Spain",41.5745547,2.2368521,
"Carrer Doctor Fleming 53, 08560 MANLLEU, Spain",42.002045,2.2840376,
"Plaça de Narcisa Freixas 2, 08022 BARCELONA, Spain",41.4082961,2.1384114,
"Carrer de Fructuós Gelabert 1, 08970 SANT JOAN DESPI, Spain",41.372586,2.067349,
"Avinguda de Barcelona 64, 08970 SANT JOAN DESPI, Spain",41.3707998,2.0762494,
"CTRA. SANT ADRIA A LA ROCA, KM. 15,, 08170 MONTORNÈS DEL VALLÈS, Spain",41.542545,2.2670557,
"Avinguda del Riu Mogent 1, 08170 MONTORNÈS DEL VALLÈS, Spain",41.5554295,2.2736485,
"CALLE MAJOR 61, 08170 MONTORNES DEL VALLES, Spain",41.540791,2.270809,
"CALLE FEDERICO GARCIA LORCA 3, 08170 MONTORNES DEL VALLES, Spain",41.5538145,2.2671006,
"BLAS INFANTE 2, 08170 MONTORNES DEL VALLES, Spain",41.542237,2.264147,
"PLAZA LA FONT 1, 08170 MONTORNES DEL VALLES, Spain",41.541825,2.26379,
"JOSEP TERRADELLAS SN, 08170 MONTORNES DEL VALLES, Spain",41.542545,2.2670557,
"CALLE BLAS INFANTE 8, 08170 MONTORNES DEL VALLES, Spain",41.541609,2.263947,
"PLAZA PAU PICASSO 1, 08170 MONTORNES DEL VALLES, Spain",41.541771,2.26847,
"CALLE VILANOVA S/N, 08170 MONTORNES DEL VALLES, Spain",41.542545,2.2670557,
"CALLE PALAU D'AMETLLA 14, 08170 MONTORNES DEL VALLES, Spain",41.541072,2.265237,
"CALLE L'ESTRELLA 12, 08170 MONTORNES DEL VALLES, Spain",41.542124,2.265232,
"Carrer del Gran Vial 3, 08170 MONTORNÈS DEL VALLÈS, Spain",41.5459575,2.2595215,
