Material,TpMt,UMA,Contador,Denom.,Código EAN/UPC,Longitud,Unidad dimensión,Ancho,Unidad dimensión,Altura,Unidad dimensión,Unidad dimensión,Volumen,UV,UV,Peso bruto,Un,Un,Peso neto,Un,Jquía.productos
0LM0150,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0150,ZFIN,PAL,1440,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0150,ZFIN,ZCE,100,7,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0150,ZFIN,KG,100,50,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0150,ZFIN,UN,1,5,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0150,ZFIN,CAJ,1,1,,48,CM,26,CM,21,CM,CM,0.262,HL,HL,0,KG,KG,0,KG,00LM97ZZEDDIE4
0LM0149,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0149,ZFIN,PAL,1440,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0149,ZFIN,ZCE,100,7,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0149,ZFIN,KG,100,50,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0149,ZFIN,UN,1,100,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0149,ZFIN,CAJ,1,1,,48,CM,26,CM,21,CM,CM,0.262,HL,HL,0,KG,KG,0,KG,00LM97ZZEDDIE4
0LM0148,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0148,ZFIN,PAL,1440,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0148,ZFIN,ZCE,100,7,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0148,ZFIN,KG,100,50,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0148,ZFIN,UN,1,100,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0148,ZFIN,CAJ,1,1,,48,CM,26,CM,21,CM,CM,0.262,HL,HL,0,KG,KG,0,KG,00LM97ZZEDDIE4
0LM0146,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM97ZZEDDIE4
0LM0146,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0146,ZFIN,PAL,675,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0146,ZFIN,ZCE,100,129,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0146,ZFIN,KG,100,990,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0146,ZFIN,CAJ,1,1,,44,CM,27,CM,31,CM,CM,0.368,HL,HL,0,,,0,KG,00LM97ZZEDDIE4
0LM0143,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0.8,KG,00LM97ZZEDDIE4
0LM0143,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0.8,KG,00LM97ZZEDDIE4
0LM0143,ZFIN,PAL,320,1,,0,,0,,0,,,0,,,0,,,0.8,KG,00LM97ZZEDDIE4
0LM0143,ZFIN,ZCE,100,3,,0,,0,,0,,,0,,,0,,,0.8,KG,00LM97ZZEDDIE4
0LM0143,ZFIN,KG,100,80,,0,,0,,0,,,0,,,0,,,0.8,KG,00LM97ZZEDDIE4
0LM0143,ZFIN,CAJ,10,1,,54,CM,26,CM,37,CM,CM,0.519,HL,HL,0,,,0.8,KG,00LM97ZZEDDIE4
0LM0141,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM97ZZEDDIE4
0LM0141,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0141,ZFIN,PAL,1008,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0141,ZFIN,ZCE,100,3,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0141,ZFIN,KG,100,20,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0141,ZFIN,CAJ,1,1,,54,CM,26,CM,37,CM,CM,0.519,HL,HL,0,,,0,KG,00LM97ZZEDDIE4
0LM0140,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM97ZZEDDIE4
0LM0140,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0140,ZFIN,ZCE,100,8,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0140,ZFIN,KG,100,60,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0140,ZFIN,CAJ,1,1,,20,CM,20,CM,20,CM,CM,0.008,M3,M3,0,,,0,KG,00LM97ZZEDDIE4
0LM0139,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM95ZZEDDIE4
0LM0139,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM95ZZEDDIE4
0LM0139,ZFIN,PAL,900,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM95ZZEDDIE4
0LM0139,ZFIN,ZCE,100,3,,0,,0,,0,,,0,,,0,,,0,KG,00LM95ZZEDDIE4
0LM0139,ZFIN,KG,100,20,,0,,0,,0,,,0,,,0,,,0,KG,00LM95ZZEDDIE4
0LM0139,ZFIN,CAJ,1,1,,49,CM,34,CM,34,CM,CM,0.566,HL,HL,0,,,0,KG,00LM95ZZEDDIE4
0LM0138,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM97ZZEDDIE4
0LM0138,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0138,ZFIN,ZCE,100,7,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0138,ZFIN,KG,100,50,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0138,ZFIN,CAJ,1,1,,65,CM,38,CM,32,CM,CM,0.079,M3,M3,0,,,0,KG,00LM97ZZEDDIE4
0LM0137,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM97ZZEDDIE4
0LM0137,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0137,ZFIN,ZCE,100,7,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0137,ZFIN,KG,100,50,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0137,ZFIN,CAJ,1,1,,65,CM,38,CM,32,CM,CM,0.079,M3,M3,0,,,0,KG,00LM97ZZEDDIE4
0LM0135,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM97ZZEDDIE4
0LM0135,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0135,ZFIN,ZCE,100,100,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0135,ZFIN,KG,100,50,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0135,ZFIN,CAJ,1,1,,65,CM,38,CM,32,CM,CM,0.079,M3,M3,0,,,0,KG,00LM97ZZEDDIE4
0LM0133,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0133,ZFIN,CAJ,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM97ZZEDDIE4
0LM0133,ZFIN,PAL,120,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0133,ZFIN,ZCE,100,6,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0133,ZFIN,KG,100,48,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0133,ZFIN,UN,1,12,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0132,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0132,ZFIN,CAJ,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM97ZZEDDIE4
0LM0132,ZFIN,PAL,120,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0132,ZFIN,ZCE,100,46,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0132,ZFIN,KG,100,350,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0132,ZFIN,UN,1,12,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0131,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM95ZZEDDIE4
0LM0131,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM95ZZEDDIE4
0LM0131,ZFIN,ZCE,100,3,,0,,0,,0,,,0,,,0,,,0,KG,00LM95ZZEDDIE4
0LM0131,ZFIN,KG,100,26,,0,,0,,0,,,0,,,0,,,0,KG,00LM95ZZEDDIE4
0LM0131,ZFIN,CAJ,1,1,,42,CM,45,CM,35,CM,CM,0.661,HL,HL,0,,,0,KG,00LM95ZZEDDIE4
0LM0130,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM95ZZEDDIE4
0LM0130,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM95ZZEDDIE4
0LM0130,ZFIN,ZCE,100,7,,0,,0,,0,,,0,,,0,,,0,KG,00LM95ZZEDDIE4
0LM0130,ZFIN,KG,100,50,,0,,0,,0,,,0,,,0,,,0,KG,00LM95ZZEDDIE4
0LM0130,ZFIN,CAJ,1,1,,42,CM,45,CM,35,CM,CM,0.661,HL,HL,0,,,0,KG,00LM95ZZEDDIE4
0LM0129,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM97ZZEDDIE4
0LM0129,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0129,ZFIN,ZCE,100,7,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0129,ZFIN,KG,100,50,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0129,ZFIN,CAJ,1,1,,42,CM,45,CM,35,CM,CM,0.661,HL,HL,0,,,0,KG,00LM97ZZEDDIE4
0LM0128,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM97ZZEDDIE4
0LM0128,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0128,ZFIN,ZCE,100,7,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0128,ZFIN,KG,100,50,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0128,ZFIN,CAJ,1,1,,42,CM,45,CM,35,CM,CM,0.661,HL,HL,0,,,0,KG,00LM97ZZEDDIE4
0LM0126,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM95ZZEDDIE4
0LM0126,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM95ZZEDDIE4
0LM0126,ZFIN,ZCE,100,3,,0,,0,,0,,,0,,,0,,,0,KG,00LM95ZZEDDIE4
0LM0126,ZFIN,KG,100,26,,0,,0,,0,,,0,,,0,,,0,KG,00LM95ZZEDDIE4
0LM0126,ZFIN,CAJ,1,1,,20,CM,20,CM,20,CM,CM,0.008,M3,M3,0,,,0,KG,00LM95ZZEDDIE4
0LM0125,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM96GMEDDIE3
0LM0125,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0125,ZFIN,PAK,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0125,ZFIN,PAL,800,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0125,ZFIN,ZCE,100,109,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0125,ZFIN,KG,100,840,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0125,ZFIN,CAJ,1,1,,20,CM,10,CM,3,CM,CM,0.006,HL,HL,0,,,0,KG,00LM96GMEDDIE3
0LM0124,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0124,ZFIN,PAK,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0124,ZFIN,PAL,800,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0124,ZFIN,ZCE,100,109,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0124,ZFIN,KG,100,840,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0124,ZFIN,UN,1,100,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0124,ZFIN,CAJ,1,1,,20,CM,10,CM,3,CM,CM,0.006,HL,HL,0,KG,KG,0,KG,00LM96GMEDDIE3
0LM0123,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM95GMEDDIE3
0LM0123,ZFIN,PAL,100,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM95GMEDDIE3
0LM0123,ZFIN,ZCE,100,77,,0,,0,,0,,,0,,,0,,,0,KG,00LM95GMEDDIE3
0LM0123,ZFIN,KG,100,589,,0,,0,,0,,,0,,,0,,,0,KG,00LM95GMEDDIE3
0LM0123,ZFIN,UN,1,3,,0,,0,,0,,,0,,,0,,,0,KG,00LM95GMEDDIE3
0LM0123,ZFIN,CAJ,1,1,,20,CM,20,CM,20,CM,CM,0.008,M3,M3,0,KG,KG,0,KG,00LM95GMEDDIE3
0LM0122,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM95GMEDDIE3
0LM0122,ZFIN,PAK,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM95GMEDDIE3
0LM0122,ZFIN,PAL,800,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM95GMEDDIE3
0LM0122,ZFIN,ZCE,100,109,,0,,0,,0,,,0,,,0,,,0,KG,00LM95GMEDDIE3
0LM0122,ZFIN,KG,100,840,,0,,0,,0,,,0,,,0,,,0,KG,00LM95GMEDDIE3
0LM0122,ZFIN,UN,1,100,,0,,0,,0,,,0,,,0,,,0,KG,00LM95GMEDDIE3
0LM0122,ZFIN,CAJ,1,1,,20,CM,10,CM,3,CM,CM,0.006,HL,HL,0,KG,KG,0,KG,00LM95GMEDDIE3
0LM0121,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0121,ZFIN,PAK,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0121,ZFIN,PAL,800,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0121,ZFIN,ZCE,100,109,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0121,ZFIN,KG,100,840,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0121,ZFIN,UN,1,100,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0121,ZFIN,CAJ,1,1,,20,CM,10,CM,3,CM,CM,0.006,HL,HL,0,KG,KG,0,KG,00LM96GMEDDIE3
0LM0120,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM96GMEDDIE3
0LM0120,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0120,ZFIN,PAK,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0120,ZFIN,PAL,800,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0120,ZFIN,ZCE,100,109,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0120,ZFIN,KG,100,840,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0120,ZFIN,CAJ,1,1,,20,CM,10,CM,3,CM,CM,0.006,HL,HL,0,,,0,KG,00LM96GMEDDIE3
0LM0119,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0119,ZFIN,PAK,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0119,ZFIN,PAL,800,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0119,ZFIN,ZCE,100,109,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0119,ZFIN,KG,100,840,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0119,ZFIN,UN,1,200,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0119,ZFIN,CAJ,1,1,,20,CM,10,CM,3,CM,CM,0.006,HL,HL,0,KG,KG,0,KG,00LM96GMEDDIE3
0LM0118,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM97ZZEDDIE4
0LM0118,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0118,ZFIN,PAL,1008,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0118,ZFIN,ZCE,100,3,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0118,ZFIN,KG,100,20,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0118,ZFIN,CAJ,12,1,,54,CM,26,CM,37,CM,CM,0.519,HL,HL,0,,,0,KG,00LM97ZZEDDIE4
0LM0117,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM97ZZEDDIE4
0LM0117,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0117,ZFIN,PAL,1440,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0117,ZFIN,ZCE,100,3,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0117,ZFIN,KG,100,20,,0,,0,,0,,,0,,,0,,,0,KG,00LM97ZZEDDIE4
0LM0117,ZFIN,CAJ,12,1,,25,CM,20,CM,137,CM,CM,0.685,HL,HL,0,,,0,KG,00LM97ZZEDDIE4
0LM0116,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM95ZZEDDIE4
0LM0116,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM95ZZEDDIE4
0LM0116,ZFIN,PAL,900,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM95ZZEDDIE4
0LM0116,ZFIN,ZCE,100,3,,0,,0,,0,,,0,,,0,,,0,KG,00LM95ZZEDDIE4
0LM0116,ZFIN,KG,100,20,,0,,0,,0,,,0,,,0,,,0,KG,00LM95ZZEDDIE4
0LM0116,ZFIN,CAJ,30,1,,49,CM,34,CM,34,CM,CM,0.566,HL,HL,0,,,0,KG,00LM95ZZEDDIE4
0LM0113,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM0113,ZFIN,PAL,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM0113,ZFIN,L,100,100,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM0113,ZFIN,ZCE,100,13,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM0113,ZFIN,KG,100,100,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM0113,ZFIN,UN,1,1,,0,,0,,0,,,1,L,L,0,KG,KG,0,KG,00LM94P4EDDIE3
0LM0111,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0111,ZFIN,ZCE,100,96,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0111,ZFIN,KG,100,744,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0111,ZFIN,UN,1,18,,0,,0,,0,,,0,,,0,,,0,KG,00LM96GMEDDIE3
0LM0111,ZFIN,CAJ,1,1,,20,CM,20,CM,20,CM,CM,0.008,M3,M3,0,KG,KG,0,KG,00LM96GMEDDIE3
0LM0110,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM94P4EDDIE3
0LM0110,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM0110,ZFIN,PAL,144,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM0110,ZFIN,ZCE,100,78,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM0110,ZFIN,KG,100,600,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM0110,ZFIN,CAJ,1,1,,40,CM,28,CM,31,CM,CM,0.347,HL,HL,0,,,0,KG,00LM94P4EDDIE3
0LM0107,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM0107,ZFIN,PAL,144,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM0107,ZFIN,L,100,500,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM0107,ZFIN,ZCE,100,65,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM0107,ZFIN,KG,100,500,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM0107,ZFIN,UN,1,1,,0,,0,,0,,,5,L,L,0,KG,KG,0,KG,00LM94P4EDDIE3
0LM0107,ZFIN,CAJ,1,1,,40,CM,28,CM,31,CM,CM,0.347,HL,HL,0,,,0,KG,00LM94P4EDDIE3
0LM0106,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,5,KG,00LM94P4EDDIE3
0LM0106,ZFIN,PAL,144,1,,0,,0,,0,,,0,,,0,,,5,KG,00LM94P4EDDIE3
0LM0106,ZFIN,ZCE,100,65,,0,,0,,0,,,0,,,0,,,5,KG,00LM94P4EDDIE3
0LM0106,ZFIN,KG,100,500,,0,,0,,0,,,0,,,0,,,5,KG,00LM94P4EDDIE3
0LM0106,ZFIN,UN,1,1,,0,,0,,0,,,0,,,5,KG,KG,5,KG,00LM94P4EDDIE3
0LM0106,ZFIN,CAJ,1,1,,40,CM,28,CM,31,CM,CM,0.347,HL,HL,0,,,5,KG,00LM94P4EDDIE3
0LM0104,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,5,KG,00LM94P4EDDIE3
0LM0104,ZFIN,PAL,144,1,,0,,0,,0,,,0,,,0,,,5,KG,00LM94P4EDDIE3
0LM0104,ZFIN,ZCE,100,65,,0,,0,,0,,,0,,,0,,,5,KG,00LM94P4EDDIE3
0LM0104,ZFIN,KG,100,500,,0,,0,,0,,,0,,,0,,,5,KG,00LM94P4EDDIE3
0LM0104,ZFIN,UN,1,1,,0,,0,,0,,,0,,,5,KG,KG,5,KG,00LM94P4EDDIE3
0LM0104,ZFIN,CAJ,1,1,,40,CM,28,CM,31,CM,CM,0.347,HL,HL,0,,,5,KG,00LM94P4EDDIE3
0LM0103,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LM94P4EDDIE3
0LM0103,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM0103,ZFIN,PAL,144,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM0103,ZFIN,ZCE,100,65,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM0103,ZFIN,KG,100,500,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM0103,ZFIN,CAJ,1,1,,40,CM,28,CM,31,CM,CM,0.347,HL,HL,0,,,0,KG,00LM94P4EDDIE3
0LM01010,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0.66,KG,00LM96GMEDDIE3
0LM01010,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0.66,KG,00LM96GMEDDIE3
0LM01010,ZFIN,CAJ,6,1,,0,,0,,0,,,0,,,0,,,0.66,KG,00LM96GMEDDIE3
0LM01010,ZFIN,ZCE,100,9,,0,,0,,0,,,0,,,0,,,0.66,KG,00LM96GMEDDIE3
0LM01010,ZFIN,KG,100,66,,0,,0,,0,,,0,,,0,,,0.66,KG,00LM96GMEDDIE3
0LM01010,ZFIN,PAL,504,1,8410304880055,0,,0,,0,,,0,,,0,,,0.66,KG,00LM96GMEDDIE3
0LM0101,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,5,KG,00LM94P4EDDIE3
0LM0101,ZFIN,PAL,144,1,,0,,0,,0,,,0,,,0,,,5,KG,00LM94P4EDDIE3
0LM0101,ZFIN,ZCE,100,65,,0,,0,,0,,,0,,,0,,,5,KG,00LM94P4EDDIE3
0LM0101,ZFIN,KG,100,500,,0,,0,,0,,,0,,,0,,,5,KG,00LM94P4EDDIE3
0LM0101,ZFIN,UN,1,1,,0,,0,,0,,,0,,,5,KG,KG,5,KG,00LM94P4EDDIE3
0LM0101,ZFIN,CAJ,1,1,,40,CM,28,CM,31,CM,CM,0.347,HL,HL,0,,,5,KG,00LM94P4EDDIE3
0LM01009,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM01009,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM01009,ZFIN,CAJ,1,1,,0,,0,,0,,,0,L,L,0,KG,KG,0,KG,00LM94P4EDDIE3
0LM01009,ZFIN,ZCE,100,52,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM01009,ZFIN,KG,100,400,,0,,0,,0,,,0,,,0,,,0,KG,00LM94P4EDDIE3
0LM01008,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00LMZZZZEDDIE4
0LM01008,ZFIN,CAJ,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00LMZZZZEDDIE4
0LM01008,ZFIN,PAL,100,1,,0,,0,,0,,,0,,,0,,,0,KG,00LMZZZZEDDIE4
0LM01008,ZFIN,ZCE,100,7,,0,,0,,0,,,0,,,0,,,0,KG,00LMZZZZEDDIE4
0LM01008,ZFIN,KG,100,100,,0,,0,,0,,,0,,,0,,,0,KG,00LMZZZZEDDIE4
