date,transport_id,location_id,client,item,item_description,amount,unit,converted_amount
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR GRANJA J.J.,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR GRANJA J.J.,FD13,FREE DAMM 1/3 RET.,1,caj,9.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR GRANJA J.J.,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR GRANJA J.J.,ED15LN,ESTRELLA DAMM 1/5 LN,2,caj,18.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR GRANJA J.J.,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,2,caj,18.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR GRANJA J.J.,ED13,ESTRELLA DAMM 1/3 RET. PP,4,caj,36.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR GRANJA J.J.,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,4,caj,36.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR GRANJA J.J.,FD13,FREE DAMM 1/3 RET.,1,caj,9.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR GRANJA J.J.,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR GRANJA J.J.,FDL13,FREE DAMM LIMON 1/3 RET. PP,1,caj,9.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR GRANJA J.J.,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR GRANJA J.J.,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,1,caj,9.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR GRANJA J.J.,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,SA I FRESC RESTAURANT,VO13,VOLL-DAMM 1/3 RET.,3,caj,27.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,SA I FRESC RESTAURANT,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,3,caj,27.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR CASA PEDRO,XI13,XIBECA 5% 1/3 RET,3,caj,27.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR CASA PEDRO,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,3,caj,27.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR CASA PEDRO,0AM1175,"CHURRUCA COCTEL ORIGINAL 1,5 KG",1,un,1.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR CASA PEDRO,XI13,XIBECA 5% 1/3 RET,3,caj,27.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR CASA PEDRO,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,3,caj,27.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR CASA PEDRO,ED13,ESTRELLA DAMM 1/3 RET. PP,2,caj,18.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR CASA PEDRO,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,caj,18.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR CASA PEDRO,ED13,ESTRELLA DAMM 1/3 RET. PP,1,caj,9.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,BAR CASA PEDRO,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,ESPAI BAR,ED13,ESTRELLA DAMM 1/3 RET. PP,7,caj,63.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,ESPAI BAR,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,7,caj,63.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,ESPAI BAR,ED15LN,ESTRELLA DAMM 1/5 LN,6,caj,54.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,ESPAI BAR,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,6,caj,54.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,ESPAI BAR,FDL13,FREE DAMM LIMON 1/3 RET. PP,2,caj,18.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,ESPAI BAR,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,caj,18.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,ESPAI BAR,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",7,caj,63.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,ESPAI BAR,0LM1718,GC MINI SERVICIOS 1C 17X17 400U 10PQ,1,caj,9.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,ESPAI BAR,ED15LN,ESTRELLA DAMM 1/5 LN,4,caj,36.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,ESPAI BAR,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,4,caj,36.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,ESPAI BAR,ED13,ESTRELLA DAMM 1/3 RET. PP,4,caj,36.0
17/02/2026,11486820,CRISTIAN LORENTE AINAUD,ESPAI BAR,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,4,caj,36.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BOKAO,ED30,ESTRELLA DAMM BARRIL 30,2,brl,72.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BOKAO,BRL30V,BARRIL INOX 30L. EURONORMA,2,brl,72.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BOKAO,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,3,caj,27.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BOKAO,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",2,caj,18.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BRASERIA LA TEJA,ED30,ESTRELLA DAMM BARRIL 30,4,brl,144.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BRASERIA LA TEJA,BRL30V,BARRIL INOX 30L. EURONORMA,4,brl,144.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BRASERIA LA TEJA,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,6,caj,54.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BRASERIA LA TEJA,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",10,caj,90.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BRASERIA LA TEJA,0LT0235,LA LEVANTINA AVENA ESP.HOST 1L 6U,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BRASERIA LA TEJA,0LT0009,LETONA GRAN CREME 1L VR 12U,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BRASERIA LA TEJA,3ENV1281,C.C. LECHE LETONA (NUEVO),1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BRASERIA LA TEJA,0LT0090,LETONA SEMI SIN LACTOSA 1L PET 6U,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BRASERIA LA TEJA,0RF0019,/-COCA COLA LATA 33CL 24U,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BRASERIA LA TEJA,0RF0020,/-FANTA NARANJA LATA 33CL 24U,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BRASERIA LA TEJA,0RF0021,/-FANTA LIMON LATA 33 CL 24U,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BRASERIA LA TEJA,NTL13B24,NESTEA LIMON 1/3 SR BANDEJA 24U. P.HT,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BRASERIA LA TEJA,0AM0362,REDONDO COCTEL DE ACEITUNAS 9 KG.,1,un,1.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BRASERIA LA TEJA,0AM5517,PROEZA MAIZ 500GR  1U,1,un,1.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BRASERIA LA TEJA,NTL13B24,NESTEA LIMON 1/3 SR BANDEJA 24U. P.HT,2,caj,18.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,VALLES DONER KEBAB,ED13,ESTRELLA DAMM 1/3 RET. PP,7,caj,63.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,VALLES DONER KEBAB,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,7,caj,63.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,VALLES DONER KEBAB,ED15LN,ESTRELLA DAMM 1/5 LN,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,VALLES DONER KEBAB,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,VALLES DONER KEBAB,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR PICASSO,ED13,ESTRELLA DAMM 1/3 RET. PP,7,caj,63.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR PICASSO,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,7,caj,63.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR PICASSO,0AM5517,PROEZA MAIZ 500GR  1U,1,un,1.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR PICASSO,UE902,COPA GRANDE ED,12,un,12.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR PICASSO,ED13,ESTRELLA DAMM 1/3 RET. PP,4,caj,36.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR PICASSO,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,4,caj,36.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR CAMPO FUTBOL MONTMELO,ED30,ESTRELLA DAMM BARRIL 30,8,brl,288.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR CAMPO FUTBOL MONTMELO,BRL30V,BARRIL INOX 30L. EURONORMA,8,brl,288.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,' EL NOU' TOÓ RICO,ED13,ESTRELLA DAMM 1/3 RET. PP,7,caj,63.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,' EL NOU' TOÓ RICO,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,7,caj,63.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,' EL NOU' TOÓ RICO,ED15LN,ESTRELLA DAMM 1/5 LN,3,caj,27.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,' EL NOU' TOÓ RICO,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,3,caj,27.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,' EL NOU' TOÓ RICO,VO13,VOLL-DAMM 1/3 RET.,2,caj,18.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,' EL NOU' TOÓ RICO,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,caj,18.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,' EL NOU' TOÓ RICO,0LT0009,LETONA GRAN CREME 1L VR 12U,2,caj,18.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,' EL NOU' TOÓ RICO,3ENV1281,C.C. LECHE LETONA (NUEVO),2,caj,18.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,' EL NOU' TOÓ RICO,ED15LN,ESTRELLA DAMM 1/5 LN,2,caj,18.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,' EL NOU' TOÓ RICO,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,2,caj,18.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,' EL NOU' TOÓ RICO,ED13,ESTRELLA DAMM 1/3 RET. PP,4,caj,36.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,' EL NOU' TOÓ RICO,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,4,caj,36.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,' EL NOU' TOÓ RICO,VO13,VOLL-DAMM 1/3 RET.,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,' EL NOU' TOÓ RICO,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,FRANKFURT II VELEZ,ED15LN,ESTRELLA DAMM 1/5 LN,3,caj,27.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,FRANKFURT II VELEZ,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,3,caj,27.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,FRANKFURT II VELEZ,FD13,FREE DAMM 1/3 RET.,3,caj,27.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,FRANKFURT II VELEZ,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,3,caj,27.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,FRANKFURT II VELEZ,FDL13,FREE DAMM LIMON 1/3 RET. PP,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,FRANKFURT II VELEZ,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,FRANKFURT II VELEZ,NTL13LT6,NESTEA LIMON 1/3 LATA 4U-PACK 6U.,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,FRANKFURT II VELEZ,ED15LN,ESTRELLA DAMM 1/5 LN,2,caj,18.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,FRANKFURT II VELEZ,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,2,caj,18.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,FRANKFURT II VELEZ,VO13,VOLL-DAMM 1/3 RET.,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,FRANKFURT II VELEZ,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,ED13,ESTRELLA DAMM 1/3 RET. PP,7,caj,63.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,7,caj,63.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,FD13,FREE DAMM 1/3 RET.,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,TU13,TURIA 1/3 RET.,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,ED30,ESTRELLA DAMM BARRIL 30,1,brl,36.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,BRL30V,BARRIL INOX 30L. EURONORMA,1,brl,36.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,0AG0183,VICHY CATALAN GAS 30CL RET 24U,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,3ENV0236,C.C. AGUA 1/3 VICHY-FONT D'OR,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,0LT0032,CACAOLAT VIDRIO 20CL RET 30U,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,3ENV0029,C.C. CACAOLAT 30 U.,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,0LT0034,"LETONA SEMI ESPEC HOSTELERIA PET 1,5L 6U",4,caj,36.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,NTL13LT6,NESTEA LIMON 1/3 LATA 4U-PACK 6U.,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,TU13,TURIA 1/3 RET.,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,NTL13LT6,NESTEA LIMON 1/3 LATA 4U-PACK 6U.,2,caj,18.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,ED13,ESTRELLA DAMM 1/3 RET. PP,4,caj,36.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,4,caj,36.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,FD13,FREE DAMM 1/3 RET.,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,CAFETERIA GRANJA LA CREPE,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,GRANJA SANTIAGO,ED13,ESTRELLA DAMM 1/3 RET. PP,7,caj,63.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,GRANJA SANTIAGO,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,7,caj,63.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,GRANJA SANTIAGO,ED15LN,ESTRELLA DAMM 1/5 LN,3,caj,27.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,GRANJA SANTIAGO,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,3,caj,27.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,GRANJA SANTIAGO,ED30,ESTRELLA DAMM BARRIL 30,1,brl,36.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,GRANJA SANTIAGO,BRL30V,BARRIL INOX 30L. EURONORMA,1,brl,36.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,GRANJA SANTIAGO,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,GRANJA SANTIAGO,0AM1290,XPLICIT AZUCAR 7GR  1000U,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,GRANJA SANTIAGO,UE902,COPA GRANDE ED,12,un,12.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,GRANJA SANTIAGO,0LT0090,LETONA SEMI SIN LACTOSA 1L PET 6U,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,GRANJA SANTIAGO,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,GRANJA SANTIAGO,PL13,EUROCAJA 1/3 DAMM VACIA 24U. P.PLAST.A13,3,un,3.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,GRANJA SANTIAGO,0AM1634,XPLICIT EDULCORANTE 1G 150U,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,ED13,ESTRELLA DAMM 1/3 RET. PP,8,caj,72.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,8,caj,72.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,ED15LN,ESTRELLA DAMM 1/5 LN,6,caj,54.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,6,caj,54.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,VO13,VOLL-DAMM 1/3 RET.,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,VO15LN,VOLL DAMM 1/5 LN,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,0LT0091,LETONA SEMI ESP.HOST.1L VR 12U,2,caj,18.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,3ENV1281,C.C. LECHE LETONA (NUEVO),2,caj,18.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,0CF1136,GARRIGA CREME NATURAL BOLSA 1KG 1U,4,un,4.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,0CF1137,GARRIGA DESCAFEINADO BOLSA 500G 1U,1,un,1.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,0AM1100,LELIA ACEITUNA KALAMATA 1 KG.,1,un,1.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,0LM0099,BALNIC LAVAVAJILLAS MAQ. AGUAS DURAS 6KG,1,un,1.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,FDL13,FREE DAMM LIMON 1/3 RET. PP,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,ED15LN,ESTRELLA DAMM 1/5 LN,4,caj,36.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,4,caj,36.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,FDL13,FREE DAMM LIMON 1/3 RET. PP,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,MERCAT DEL CARME BAR,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR LOS HERMANOS.,ED13,ESTRELLA DAMM 1/3 RET. PP,2,caj,18.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR LOS HERMANOS.,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,caj,18.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR LOS HERMANOS.,ED15LN,ESTRELLA DAMM 1/5 LN,2,caj,18.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR LOS HERMANOS.,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,2,caj,18.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR LOS HERMANOS.,FD13,FREE DAMM 1/3 RET.,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR LOS HERMANOS.,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR LOS HERMANOS.,FDL13,FREE DAMM LIMON 1/3 RET. PP,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR LOS HERMANOS.,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR LOS HERMANOS.,VO13,VOLL-DAMM 1/3 RET.,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR LOS HERMANOS.,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR LOS HERMANOS.,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",2,caj,18.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR LOS HERMANOS.,0LI0002,LA GUITA MANZANILLA 75CL,1,bot,1.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR LOS HERMANOS.,0LI0113,JACK DANIELS WHISKY 70CL,1,bot,1.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR LOS HERMANOS.,0LI0204,J&B RARE WHISKY 1L,1,bot,1.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR LOS HERMANOS.,0LI0247,ANIS DEL MONO DULCE 70CL,1,bot,1.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR LOS HERMANOS.,ED13,ESTRELLA DAMM 1/3 RET. PP,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR LOS HERMANOS.,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR LOS HERMANOS.,ED15LN,ESTRELLA DAMM 1/5 LN,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BAR LOS HERMANOS.,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,1,caj,9.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BRASERIA CAMPINS,PI13,AGUA PIRINEA 1/3 GAS RET,2,caj,18.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BRASERIA CAMPINS,CJ13V,CAJAS COMPLETAS 1/3 V,2,caj,18.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BRASERIA CAMPINS,0LI0719,LAGAR DO FRADE ORUJO DE HIERBAS PET 3L,1,bot,1.0
17/02/2026,11486834,LUIS HERNANDEZ MESA,BRASERIA CAMPINS,0AM5607,"LA FRAGUA MERMEL. FRESA CUBO 4,2KG 1U",1,un,1.0
17/02/2026,11486819,JACINT MAS CORNET,Dolç i Salat Cuba,0CF0355,BONKA ESSENTIA DESCAFEINADO GRANO 500G,2,un,2.0
