cluster_id,cluster_size,members_json
67,30,"[""ALHAMBRA 57"", ""BAR BISHOP"", ""BAR GRANADA"", ""BAR KARAI"", ""BAR POR EJEMPLO"", ""Bar 4 Puertas"", ""CAL TAPA GASTROBAR"", ""CANTINA RENFE SANT FOST"", ""CHUS RESTAURANT"", ""EL GARBI BAR"", ""EL RACO DEL MERCAT"", ""ESTUDIANTIL BAR"", ""EVA RESTAURANT"", ""FRANKFURT MOLLET SL"", ""FUSSION"", ""GRANJA CORAL"", ""HOLA K TAL"", ""LA BELLA CALABRIA - PIZZERIA RESTAU"", ""LA TASCA BAR"", ""MANEL BAR"", ""MING BAR RESTAURANTE"", ""OH PALADAR"", ""PA I CAFETERIA L'AVIA ESTACION"", ""PAQUI FORN DE PA"", ""PLAZA DONER KEBAB"", ""RECO DE LAURA"", ""RTE CHINO TA HAO MEN"", ""TREBOL BRUNCH"", ""VENECIA BAR"", ""XURRERIA""]"
69,30,"[""AQUI MATEIX"", ""BAR AMISTAD"", ""BAR CAN MOI"", ""BAR EL TACO"", ""BAR LA CAVERNA"", ""BAR LA GAVINA"", ""BAR LA PLAÇA LES FRANQUESES"", ""BAR MIRADOR"", ""BAR OLIMPIC"", ""BAR PAREDES 4"", ""BON QUALITAT"", ""Bar Plata"", ""Bar libra"", ""CAFE ORIENT EXPRESS"", ""CAFETERIA DEGUSTACION LA CANTONADA"", ""CAN MANEL"", ""CARNICERIA RODRIGUEZ"", ""Casal Avis Extremadura"", ""DDI PROVEA SL (BARCELONA)"", ""EL BAR DE LA ISA"", ""FLECA BRETCHA (CORRO D'AVALL)"", ""FLECA P.BRETCHA (BELLAVISTA)"", ""FRANKFURT ARIES"", ""LA TASKA DE CARMEN"", ""LAPONIA CAFE"", ""PASTISSERIA CAN GANDUXER"", ""RESTAURANTE GRAN MURALLA"", ""RSTE. CHINO GRAN MUNDO"", ""RSTE. MESON BELLAVISTA"", ""TAPES GRANOLLERS PICA VINS""]"
70,30,"[""BAR BODEGA ALVAREZ"", ""BAR CAFETERIA ATLAS"", ""BAR CULIBLANCO - CAMPO FUTBOL ATLET"", ""BAR EL GARAJE"", ""BAR JOAN"", ""BAR LA GRALLA"", ""BAR LA TACITA"", ""BAR LINARES"", ""BAR RESTAURANTE XIAN"", ""BAR RTE DOCTÑE"", ""BAR YUMEI"", ""BAR CABALLERO (OCAÑA)"", ""BK GRANOLLERS"", ""Bar Refugio"", ""CAL QUIM"", ""CIRCUITO DE CATALUNYA"", ""CLUB PADEL MONTMELO"", ""EPICUS BAR"", ""EZEQUIEL GUARDIOLA DOÑA"", ""KIWI"", ""L,ESTACIO DE SERVEI"", ""MIXU#S CAT CAFE"", ""PARADIS GRANJA"", ""PIZZERIA MAYOR"", ""QUATREPAMS"", ""RAIGUER III"", ""RESTAURANTE EL CAU"", ""RESTAURANTE LA GRESCA"", ""SERGIO MORENO LIEBANA"", ""SHINGARI SUSHI BAR""]"
73,30,"[""BAR CAN BORRELL"", ""BAR DE TAPES"", ""BAR ESPERANZA"", ""BAR LA BONA SORT ( CAN BORELL )"", ""BAR TRANSIT"", ""Bar El Parque"", ""Bar la Cantonada"", ""Bar restaurante Nacha"", ""CAFETERIA TAHOMA"", ""CERVESERIA CIUTAT"", ""EL RINCON DEL SOCIO"", ""ESTANC MOLLET 2"", ""EXTREMEÑOS BAR"", ""FAMILY GRANJA BAR"", ""FORN DE PA EMY"", ""HALCON BAR"", ""HOMER BAR GRANJA"", ""INDUSTRIAS QUIMICAS DEL VALLES"", ""KAPHIY BRUNCH"", ""LA GAMBA BAR"", ""NOU CAPRICCIO"", ""NOVA PALMERA"", ""NUEVO VITORINO"", ""PA I CAFETERIA DE L'AVIA"", ""PARAISO BAR"", ""PUNT DE TROBADA"", ""RESTAURANT KENFIR"", ""RSTE. L'OLIVE"", ""RSTE. YOLANDA"", ""TREBOL CERVECERIA""]"
10,29,"[""AGROBOTIGA RODA, SL"", ""BAR LA PUÇA"", ""BAR REST.EL CENACHERO"", ""BAR RESTAURANT EL GOT"", ""BAR SNACK"", ""CABANYA MIR"", ""CAL JUTGE"", ""CAN BRANQUES RESTAURANT, S."", ""CAN LIRO"", ""CARNS I EMBOTITS EMPAR"", ""CLUB DARDS BESORA"", ""DROGUERIA JUNYENT"", ""EL BARETU"", ""EL REBOST DE L'ISABEL"", ""EL SERRADET BAR"", ""ELS FOGONS DE LA NEUS"", ""ENGRUNA POUSA"", ""FORN CAN COMA"", ""GLOBAL ART COOKING"", ""HOSPITAL DE VIC CAFETERIA"", ""HOSPITAL DE VIC CUINA"", ""HOSTAL NOU"", ""L'AURO"", ""L'OLLA ROSTIDORIA"", ""LLAVORS I CEREALS FONT"", ""PISCINES SANT QUIRZE"", ""RESTAURANT DORCA"", ""RESTAURANT EL SANTUARI"", ""RESTAURANT ELS AVETS""]"
53,29,"[""BAR ALIANÇA"", ""BAR CAFETERIA LLIÇÀ D’AMUNT"", ""BAR LA CANYA - 3"", ""BAR LA PETRA II"", ""BAR LA TAHONA"", ""BAR PARC DEL TENES"", ""BAR ROMERO"", ""BAR TONYSA"", ""BAR ZONA ZERO"", ""CAFETERIA LONDONET"", ""CARNICERIA CANADELL"", ""CHACHI'S BAR"", ""CULTURAL CAN ROVIRA"", ""Casal de la Gent Gran de Palaudàrie"", ""DAHLIA PASTISSERIA"", ""DIVERSUS GASTRONOMIA"", ""FLECA BRETCHA (LLIÇA DE MUNT)"", ""FRANFURT 151"", ""FRANKFURT LA CANYA"", ""HOSTAL SERRA"", ""KAIA"", ""LA TAVERNA DEL ULTIMO HEAVY"", ""LOS EXTREMEÑOS"", ""MAISON DU GRAIN (LLISA AMUNT)"", ""MAISON DU GRAIN (STA EULALIA)"", ""PISCINAS LES CREMADES"", ""Restaurante Adela de Lliçà d'Amunt"", ""THE JOSE'S BAR PARETS"", ""TRIVI´S BAR""]"
57,29,"[""ASSOCIACIO DIABLES DEL PONT VELL"", ""BAR CAMP FUTBOL ST PERE TORELLO"", ""BAR CANIGO"", ""BAR COOPERATIVA"", ""BAR DOBLE Z"", ""BAR EL CASAL"", ""BAR NO HO SE"", ""BAR PUNT DE TROBADA"", ""BAR XANIA"", ""BAR XICRA"", ""BRASSERIA EL TRIANGLE COHO"", ""CAFE DE L'ESGLESIA"", ""CAL NAN"", ""CARLOS OLMOS MONZON"", ""CASAL GENT GRAN ST.VICENÇ TORELLO"", ""DCAFE"", ""FERRO"", ""FONDA VILASECA"", ""FOOD TRUCK"", ""FORN ANTIGA CASA PRAT"", ""FRANKFURT ES-3"", ""HORDES SPT"", ""JORDI FERNANDEZ GODOY"", ""KBCIK"", ""LA LLAVOR"", ""PENSIO EL TREVOL"", ""PRIMER EXPRESS"", ""SANTUARI DE BELLMUNT"", ""SUPERMERCAT ROVIRA""]"
117,7,"[""Delight Coffee"", ""FRANCISCO JOSE SANCHEZ ORTEGA"", ""JUAN JAVIER PONCE"", ""MARC ANGLADA PORTET"", ""MARIA LUISA MUÑOZ CARO"", ""SONIA FRANCAS SANTIAGO"", ""Somni d'estiu bar""]"
135,7,"[""BAR RESTAURANTE LE VIS#N"", ""BAR?JOAN?PRIM"", ""ESPORTS CLUB GRANOLLERS"", ""FLECA P.BRETCHA (C/ GIRONA)"", ""GARDEN PIZZA (GRANOLLERS)"", ""RESTAURANT 'LES ARCADES'"", ""XAVISAN""]"
141,7,"[""ANDALUCIA BAR RTE.(C.11 SETEMBRE)"", ""BAR CORALEX"", ""BAR CRISTASOL  (Kebab Esquina)"", ""BK MOLLET"", ""CABAÑA DEL TIO TOM BAR"", ""CORDOBES BAR"", ""RENFE NORD CANTINA""]"
106,5,"[""AUTENTIK'S"", ""CLUB DE GOLF SANT CUGAT"", ""CLUB PADEL MIR"", ""Club Tennis Barcino"", ""VALERO VALLES""]"
146,5,"[""CACHITO PAN"", ""GRAN EMPERADOR RESTAURANTE CHINO"", ""RIVOLI CERVECERIA"", ""SOL Y LUNA"", ""XARRUP BAR""]"
103,4,"[""ALFREDO PARODI FURHMAN"", ""Roberto Ferrando Martínez"", ""VENDES MAGATZEM"", ""XAVIER FERRANDIZ RIBA""]"
132,4,"[""Asso. Gent Gran Llissa de Munt"", ""BAR LA MIRANDA"", ""La Sala"", ""RESTAURANTE LOS ANGELES""]"
18,3,"[""BAR MALENO II"", ""BAR RUI"", ""RESTAURANT NOU CAP MANY""]"
90,3,"[""CAFETERIA CAL ELVIRA"", ""CLUB DE FUTBOL MARTORELLES"", ""LA FLOR MARISQUERIA""]"
144,3,"[""BAR EL TUBO"", ""Centre Vallès"", ""FLECA BRETCHA (PSG. MONTANYA)""]"
148,3,"[""BAR PLAZA PUEBLO"", ""Forn de Pa Gaba"", ""RESTAURANTE INJA""]"
156,3,"[""Bar Castillo"", ""LA PINYA BAR"", ""Pool""]"
161,3,"[""Bar Tissana"", ""JAUME COSTA"", ""TANCAMENTS USART-COMA""]"
166,3,"[""BAR BY DUMAS MOLLET"", ""BCC LOUNGE"", ""PRATS PA""]"
43,2,"[""PENYA ELS BARTOMEUS"", ""PEÑA PERE ANTON""]"
61,2,"[""BAR LOS CAZADORES"", ""Kisema""]"
89,2,"[""B-VIKY"", ""BAR FLORIDA""]"
104,2,"[""Bar Restaurant Can Parlet"", ""Iris café""]"
121,2,"[""ESTANCO MONTCADA"", ""FELIUBADALO""]"
122,2,"[""DOLC I SALAT MATARO"", ""EL 9 LLAC""]"
125,2,"[""OBSEQUIOS EVENTOS TURIA"", ""OSONA CUINA""]"
126,2,"[""903100 PLASTICOS TA-TAY"", ""El Racó d'en Joan""]"
140,2,"[""BAR \""LA OCA\"""", ""BAR CAN MONIC""]"
150,2,"[""DAVID FORN DE PA I PASTISSERIA"", ""U.D. MOLLETENSE""]"
155,2,"[""BRACAFE"", ""TENTACION II""]"
158,2,"[""COLLA DELS MORATS"", ""COLLA DELS TORRATS""]"
165,2,"[""ENTRE TAPAS"", ""LOS TERESITOS""]"
167,1,"[""ANA MARIA FONT COLL""]"
168,1,"[""CASAL AVIS MASIA CAN CARRANCA JUNTA""]"
169,1,"[""CASTELLERS DE MOLLET""]"
170,1,"[""CHATARRAS MOLICAL  SL""]"
171,1,"[""COOPERATIVA GUISSONA""]"
172,1,"[""Comercial  Bebidas Burj SL""]"
173,1,"[""DAVID SEGOVIA ARMERO""]"
174,1,"[""EL SERRAT DEL FIGAR#""]"
175,1,"[""FLECA DIVINA PASTORA""]"
176,1,"[""FRIT RAVICH, S.L.""]"
177,1,"[""Federació Catalana de Patinatge (FC""]"
178,1,"[""GUERMAN KAZANNIKOV KAZANNIKOV""]"
179,1,"[""HEBRON""]"
180,1,"[""JOSE ESCABIAS OSORIO""]"
181,1,"[""JULIO ALEJANDRO SANCHEZ FERNANDEZ""]"
182,1,"[""LOVIC OSONA""]"
183,1,"[""MATADERO FRIGORIFICO AVINYO""]"
184,1,"[""OBSEQUIOS EVENTOS DEPORTIVOS DAMM""]"
185,1,"[""OSCAR REDONDO LORENZO""]"
186,1,"[""RESTAURANT food hub""]"
187,1,"[""ZONA ACAMPADA CIRCUIT CATALUNYA""]"
