Deudor,Organización ventas,Canal distribución,Sector,Día semana,Turno,Nombre 1,Descripción,Descripción,Descripción,Horario inicia a,Horario termina a,Cierre Si/No
9100108910,235,1,8,5,1,PACK CATALUNYA BAR,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,16:00:00,
9100108975,235,1,8,1,1,EL ITALIANO DE GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,13:00:00,
9100108975,235,1,8,2,1,EL ITALIANO DE GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,13:00:00,
9100108975,235,1,8,3,1,EL ITALIANO DE GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,13:00:00,
9100108975,235,1,8,4,1,EL ITALIANO DE GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,13:00:00,
9100108975,235,1,8,5,1,EL ITALIANO DE GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,13:00:00,
9100111065,235,1,8,1,1,CAN PRAT RESTAURANT,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,12:00:00,
9100111065,235,1,8,2,1,CAN PRAT RESTAURANT,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,12:00:00,
9100111065,235,1,8,3,1,CAN PRAT RESTAURANT,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,12:00:00,
9100111065,235,1,8,4,1,CAN PRAT RESTAURANT,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,12:00:00,
9100111065,235,1,8,5,1,CAN PRAT RESTAURANT,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,12:00:00,
9100120688,235,1,8,1,1,CAFE BAR LA FONT,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,12:00:00,
9100120688,235,1,8,2,1,CAFE BAR LA FONT,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,12:00:00,
9100120688,235,1,8,3,1,CAFE BAR LA FONT,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,12:00:00,
9100120688,235,1,8,4,1,CAFE BAR LA FONT,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,12:00:00,
9100120688,235,1,8,5,1,CAFE BAR LA FONT,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,12:00:00,
9100121589,235,1,8,1,1,RTE CHINO TA HAO MEN,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100121589,235,1,8,2,1,RTE CHINO TA HAO MEN,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100121589,235,1,8,3,1,RTE CHINO TA HAO MEN,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100121589,235,1,8,4,1,RTE CHINO TA HAO MEN,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100121589,235,1,8,5,1,RTE CHINO TA HAO MEN,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100126939,235,1,8,1,1,RTE. TRES ROSES,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100145545,235,1,8,3,1,FUSSION,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100145545,235,1,8,4,1,FUSSION,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100151827,235,1,8,1,1,CAN60 MENJAR I BEURE,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,12:00:00,
9100151827,235,1,8,2,1,CAN60 MENJAR I BEURE,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,12:00:00,
9100151827,235,1,8,3,1,CAN60 MENJAR I BEURE,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,12:00:00,
9100151827,235,1,8,4,1,CAN60 MENJAR I BEURE,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,12:00:00,
9100151827,235,1,8,5,1,CAN60 MENJAR I BEURE,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,12:00:00,
9100153533,235,1,8,1,1,ICE CUSTOM,DDI MOLLET,Canal distrib.MARCA,DDI,07:30:00,09:00:00,
9100153533,235,1,8,2,1,ICE CUSTOM,DDI MOLLET,Canal distrib.MARCA,DDI,07:30:00,09:00:00,
9100153533,235,1,8,3,1,ICE CUSTOM,DDI MOLLET,Canal distrib.MARCA,DDI,07:30:00,09:00:00,
9100153533,235,1,8,4,1,ICE CUSTOM,DDI MOLLET,Canal distrib.MARCA,DDI,07:30:00,09:00:00,
9100153533,235,1,8,5,1,ICE CUSTOM,DDI MOLLET,Canal distrib.MARCA,DDI,07:30:00,09:00:00,
9100169285,235,1,8,1,1,TAPES,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,11:00:00,
9100169285,235,1,8,2,1,TAPES,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,11:00:00,
9100169285,235,1,8,3,1,TAPES,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,11:00:00,
9100169285,235,1,8,4,1,TAPES,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,11:00:00,
9100169285,235,1,8,5,1,TAPES,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,11:00:00,
9100190781,235,1,8,1,1,EN BOCA RESTAURANT,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100198106,235,1,8,1,1,BAR ISLA CRISTINA,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,14:00:00,
9100198106,235,1,8,2,1,BAR ISLA CRISTINA,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,14:00:00,
9100198106,235,1,8,3,1,BAR ISLA CRISTINA,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,14:00:00,
9100198106,235,1,8,4,1,BAR ISLA CRISTINA,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,14:00:00,
9100198106,235,1,8,5,1,BAR ISLA CRISTINA,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,14:00:00,
9100199329,235,1,8,1,1,BAR PASE,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100199450,235,1,8,1,1,NOU HOLIDAYS,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,20:00:00,
9100199450,235,1,8,2,1,NOU HOLIDAYS,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,20:00:00,
9100199450,235,1,8,3,1,NOU HOLIDAYS,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,20:00:00,
9100199450,235,1,8,4,1,NOU HOLIDAYS,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,20:00:00,
9100199450,235,1,8,5,1,NOU HOLIDAYS,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,20:00:00,
9100218808,235,1,8,1,1,BRASERIA LA TEJA,DDI MOLLET,Canal distrib.MARCA,DDI,08:45:00,13:00:00,
9100218808,235,1,8,2,1,BRASERIA LA TEJA,DDI MOLLET,Canal distrib.MARCA,DDI,08:45:00,13:00:00,
9100218808,235,1,8,3,1,BRASERIA LA TEJA,DDI MOLLET,Canal distrib.MARCA,DDI,08:45:00,13:00:00,
9100218808,235,1,8,4,1,BRASERIA LA TEJA,DDI MOLLET,Canal distrib.MARCA,DDI,08:45:00,13:00:00,
9100218808,235,1,8,5,1,BRASERIA LA TEJA,DDI MOLLET,Canal distrib.MARCA,DDI,08:45:00,13:00:00,
9100230870,235,1,8,1,1,THE JOSE'S BAR PARETS,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100233605,235,1,8,3,1,MARTU CITY,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100253034,235,1,8,1,1,CAFETERIA ATREZZO,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100253034,235,1,8,2,1,CAFETERIA ATREZZO,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100253034,235,1,8,3,1,CAFETERIA ATREZZO,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100253034,235,1,8,4,1,CAFETERIA ATREZZO,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100253034,235,1,8,5,1,CAFETERIA ATREZZO,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100264438,235,1,8,3,1,CAFETERIA XURRERIA 20 JA,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100264859,235,1,8,1,1,BAR LA MIRANDA,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100281245,235,1,8,1,1,BONATAPA,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100290959,235,1,8,1,1,"RESTAURANTE ""NANA""",DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,20:00:00,
9100290959,235,1,8,2,1,"RESTAURANTE ""NANA""",DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,20:00:00,
9100290959,235,1,8,3,1,"RESTAURANTE ""NANA""",DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,20:00:00,
9100290959,235,1,8,4,1,"RESTAURANTE ""NANA""",DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,20:00:00,
9100290959,235,1,8,5,1,"RESTAURANTE ""NANA""",DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,20:00:00,
9100291002,235,1,8,1,1,CELLER DEL FERRER,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100291002,235,1,8,2,1,CELLER DEL FERRER,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100296409,235,1,8,1,1,BAR CULIBLANCO - CAMPO FUTBOL ATLET,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,11:30:00,
9100296409,235,1,8,2,1,BAR CULIBLANCO - CAMPO FUTBOL ATLET,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,11:30:00,
9100296409,235,1,8,3,1,BAR CULIBLANCO - CAMPO FUTBOL ATLET,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,11:30:00,
9100296409,235,1,8,4,1,BAR CULIBLANCO - CAMPO FUTBOL ATLET,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,11:30:00,
9100296409,235,1,8,5,1,BAR CULIBLANCO - CAMPO FUTBOL ATLET,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,11:30:00,
9100298616,235,1,8,2,1,BAR STARS,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100300117,235,1,8,1,1,RESTAURANT ROCA VELL,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100300117,235,1,8,2,1,RESTAURANT ROCA VELL,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100309566,235,1,8,1,1,restaurant gust d'asia,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100309566,235,1,8,2,1,restaurant gust d'asia,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100309566,235,1,8,3,1,restaurant gust d'asia,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100309566,235,1,8,4,1,restaurant gust d'asia,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100309566,235,1,8,5,1,restaurant gust d'asia,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100326765,235,1,8,1,1,PAQUI FORN DE PA,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,14:00:00,
9100326765,235,1,8,2,1,PAQUI FORN DE PA,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,14:00:00,
9100326765,235,1,8,3,1,PAQUI FORN DE PA,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,14:00:00,
9100326765,235,1,8,4,1,PAQUI FORN DE PA,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,14:00:00,
9100326765,235,1,8,5,1,PAQUI FORN DE PA,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,14:00:00,
9100331748,235,1,8,1,1,CAFETERIA PASTELERIA CALDERON,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,13:00:00,
9100331748,235,1,8,2,1,CAFETERIA PASTELERIA CALDERON,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,13:00:00,
9100331748,235,1,8,3,1,CAFETERIA PASTELERIA CALDERON,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,13:00:00,
9100331748,235,1,8,4,1,CAFETERIA PASTELERIA CALDERON,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,13:00:00,
9100331748,235,1,8,5,1,CAFETERIA PASTELERIA CALDERON,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,13:00:00,
9100334970,235,1,8,1,1,KALIU,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100341135,235,1,8,1,1,ATARASII,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,16:00:00,
9100341135,235,1,8,2,1,ATARASII,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,16:00:00,
9100341135,235,1,8,3,1,ATARASII,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,16:00:00,
9100341135,235,1,8,4,1,ATARASII,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,16:00:00,
9100341135,235,1,8,5,1,ATARASII,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,16:00:00,
9100342696,235,1,8,2,1,baranur,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100350049,235,1,8,3,1,BAR LA PETRA II,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100364948,235,1,8,1,1,MAPS,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,20:00:00,
9100364948,235,1,8,2,1,MAPS,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,20:00:00,
9100364948,235,1,8,3,1,MAPS,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,20:00:00,
9100364948,235,1,8,4,1,MAPS,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,20:00:00,
9100364948,235,1,8,5,1,MAPS,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,20:00:00,
9100366736,235,1,8,1,1,BAR LAS PALMERAS,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100366737,235,1,8,3,1,RESTAURANTE AVENIDA ( PARETS ),DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100373488,235,1,8,1,1,PIZZA VALLES,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,09:15:00,
9100373488,235,1,8,2,1,PIZZA VALLES,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,09:15:00,
9100373488,235,1,8,3,1,PIZZA VALLES,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,09:15:00,
9100373488,235,1,8,4,1,PIZZA VALLES,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,09:15:00,
9100373488,235,1,8,5,1,PIZZA VALLES,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,09:15:00,
9100373489,235,1,8,1,1,CAMP DE TIR,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,12:00:00,
9100373489,235,1,8,2,1,CAMP DE TIR,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,12:00:00,
9100373489,235,1,8,3,1,CAMP DE TIR,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,12:00:00,
9100373489,235,1,8,4,1,CAMP DE TIR,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,12:00:00,
9100373489,235,1,8,5,1,CAMP DE TIR,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,12:00:00,
9100373624,235,1,8,1,1,restaurant gust d'asia,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100373624,235,1,8,2,1,restaurant gust d'asia,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100373624,235,1,8,3,1,restaurant gust d'asia,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100373624,235,1,8,4,1,restaurant gust d'asia,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100373624,235,1,8,5,1,restaurant gust d'asia,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100381733,235,1,8,1,1,GELATO DI FABIO,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,13:00:00,
9100381733,235,1,8,2,1,GELATO DI FABIO,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,13:00:00,
9100381733,235,1,8,3,1,GELATO DI FABIO,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,13:00:00,
9100381733,235,1,8,4,1,GELATO DI FABIO,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,13:00:00,
9100381733,235,1,8,5,1,GELATO DI FABIO,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,13:00:00,
9100381913,235,1,8,1,1,LA ROCA VILLAGE RTE PASARELA (GVC),DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,13:00:00,
9100381913,235,1,8,2,1,LA ROCA VILLAGE RTE PASARELA (GVC),DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,13:00:00,
9100381913,235,1,8,3,1,LA ROCA VILLAGE RTE PASARELA (GVC),DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,13:00:00,
9100381913,235,1,8,4,1,LA ROCA VILLAGE RTE PASARELA (GVC),DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,13:00:00,
9100381913,235,1,8,5,1,LA ROCA VILLAGE RTE PASARELA (GVC),DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,13:00:00,
9100386692,235,1,8,1,2,EL JARDIN DEL EDEN,DDI MOLLET,Canal distrib.MARCA,DDI,16:30:00,19:00:00,
9100386692,235,1,8,2,2,EL JARDIN DEL EDEN,DDI MOLLET,Canal distrib.MARCA,DDI,16:30:00,19:00:00,
9100386692,235,1,8,3,2,EL JARDIN DEL EDEN,DDI MOLLET,Canal distrib.MARCA,DDI,16:30:00,19:00:00,
9100386692,235,1,8,4,2,EL JARDIN DEL EDEN,DDI MOLLET,Canal distrib.MARCA,DDI,16:30:00,19:00:00,
9100386692,235,1,8,5,2,EL JARDIN DEL EDEN,DDI MOLLET,Canal distrib.MARCA,DDI,16:30:00,19:00:00,
9100397815,235,1,8,1,1,CF. MOLLET,DDI MOLLET,Canal distrib.MARCA,DDI,06:45:00,07:15:00,
9100397815,235,1,8,2,1,CF. MOLLET,DDI MOLLET,Canal distrib.MARCA,DDI,06:45:00,07:15:00,
9100397815,235,1,8,3,1,CF. MOLLET,DDI MOLLET,Canal distrib.MARCA,DDI,06:45:00,07:15:00,
9100397815,235,1,8,4,1,CF. MOLLET,DDI MOLLET,Canal distrib.MARCA,DDI,06:45:00,07:15:00,
9100397815,235,1,8,5,1,CF. MOLLET,DDI MOLLET,Canal distrib.MARCA,DDI,06:45:00,07:15:00,
9100398390,235,1,8,1,1,RACO DE PARETS,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100398390,235,1,8,2,1,RACO DE PARETS,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100398390,235,1,8,3,1,RACO DE PARETS,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100403364,235,1,8,1,1,GRACIELA PANADERIA-CAFETERIA,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100403752,235,1,8,1,1,VIKEL'S PARETS,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,14:00:00,
9100403752,235,1,8,2,1,VIKEL'S PARETS,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,14:00:00,
9100403752,235,1,8,3,1,VIKEL'S PARETS,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,14:00:00,
9100403752,235,1,8,4,1,VIKEL'S PARETS,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,14:00:00,
9100403752,235,1,8,5,1,VIKEL'S PARETS,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,14:00:00,
9100404927,235,1,8,1,1,BAR RESTAURANTE NACHA,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100405022,235,1,8,1,1,NAVU GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,13:00:00,
9100405022,235,1,8,2,1,NAVU GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,13:00:00,
9100405022,235,1,8,3,1,NAVU GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,13:00:00,
9100405022,235,1,8,4,1,NAVU GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,13:00:00,
9100405022,235,1,8,5,1,NAVU GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,13:00:00,
9100412948,235,1,8,1,1,cultural can rovira,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100415580,235,1,8,1,1,BAR STREET FOODLE (JOAN PRIM),DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:30:00,
9100415580,235,1,8,2,1,BAR STREET FOODLE (JOAN PRIM),DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:30:00,
9100415580,235,1,8,3,1,BAR STREET FOODLE (JOAN PRIM),DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:30:00,
9100415580,235,1,8,4,1,BAR STREET FOODLE (JOAN PRIM),DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:30:00,
9100415580,235,1,8,5,1,BAR STREET FOODLE (JOAN PRIM),DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:30:00,
9100419295,235,1,8,1,1,BAR NUNU,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100420608,235,1,8,1,1,BAR LA SALA,DDI MOLLET,Canal distrib.MARCA,DDI,06:30:00,08:30:30,
9100420608,235,1,8,2,1,BAR LA SALA,DDI MOLLET,Canal distrib.MARCA,DDI,06:30:00,08:30:30,
9100420608,235,1,8,3,1,BAR LA SALA,DDI MOLLET,Canal distrib.MARCA,DDI,06:30:00,08:30:30,
9100420608,235,1,8,4,1,BAR LA SALA,DDI MOLLET,Canal distrib.MARCA,DDI,06:30:00,08:30:30,
9100420608,235,1,8,5,1,BAR LA SALA,DDI MOLLET,Canal distrib.MARCA,DDI,06:30:00,08:30:30,
9100424060,235,1,8,1,1,BAR GRANJA VINZIA,DDI MOLLET,Canal distrib.MARCA,DDI,07:30:00,12:30:00,
9100424060,235,1,8,2,1,BAR GRANJA VINZIA,DDI MOLLET,Canal distrib.MARCA,DDI,07:30:00,12:30:00,
9100424060,235,1,8,3,1,BAR GRANJA VINZIA,DDI MOLLET,Canal distrib.MARCA,DDI,07:30:00,12:30:00,
9100424060,235,1,8,4,1,BAR GRANJA VINZIA,DDI MOLLET,Canal distrib.MARCA,DDI,07:30:00,12:30:00,
9100424060,235,1,8,5,1,BAR GRANJA VINZIA,DDI MOLLET,Canal distrib.MARCA,DDI,07:30:00,12:30:00,
9100442788,235,1,8,1,1,COROMINES COFFEE & BAKERY,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,13:00:00,
9100442788,235,1,8,2,1,COROMINES COFFEE & BAKERY,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,13:00:00,
9100442788,235,1,8,3,1,COROMINES COFFEE & BAKERY,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,13:00:00,
9100442788,235,1,8,4,1,COROMINES COFFEE & BAKERY,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,13:00:00,
9100442788,235,1,8,5,1,COROMINES COFFEE & BAKERY,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,13:00:00,
9100442923,235,1,8,1,1,DALHIA PASTISSERIA,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100445846,235,1,8,1,1,CHEESE BUCKS,DDI MOLLET,Canal distrib.MARCA,DDI,12:30:00,15:00:00,
9100445846,235,1,8,2,1,CHEESE BUCKS,DDI MOLLET,Canal distrib.MARCA,DDI,12:30:00,15:00:00,
9100445846,235,1,8,3,1,CHEESE BUCKS,DDI MOLLET,Canal distrib.MARCA,DDI,12:30:00,15:00:00,
9100445846,235,1,8,4,1,CHEESE BUCKS,DDI MOLLET,Canal distrib.MARCA,DDI,12:30:00,15:00:00,
9100445846,235,1,8,5,1,CHEESE BUCKS,DDI MOLLET,Canal distrib.MARCA,DDI,12:30:00,15:00:00,
9100449523,235,1,8,1,1,KISEMA BAR CERVECERIA,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100453074,235,1,8,1,1,CAN GALLINA,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,12:00:00,
9100453074,235,1,8,2,1,CAN GALLINA,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,12:00:00,
9100453074,235,1,8,3,1,CAN GALLINA,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,12:00:00,
9100453074,235,1,8,4,1,CAN GALLINA,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,12:00:00,
9100453074,235,1,8,5,1,CAN GALLINA,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,12:00:00,
9100466534,235,1,8,1,1,ROSTISSERIA LLIÇÀ,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100466534,235,1,8,2,1,ROSTISSERIA LLIÇÀ,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100468142,235,1,8,1,1,Marlau Rostisseria,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100468142,235,1,8,2,1,Marlau Rostisseria,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100468142,235,1,8,3,1,Marlau Rostisseria,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100479079,235,1,8,1,1,RESTAURANTE EL SPOT,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,16:00:00,
9100479079,235,1,8,2,1,RESTAURANTE EL SPOT,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,16:00:00,
9100479079,235,1,8,3,1,RESTAURANTE EL SPOT,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,16:00:00,
9100479079,235,1,8,4,1,RESTAURANTE EL SPOT,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,16:00:00,
9100479079,235,1,8,5,1,RESTAURANTE EL SPOT,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,16:00:00,
9100480482,235,1,8,1,1,BAR MILANA BRASERIA,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,18:00:00,
9100480482,235,1,8,2,1,BAR MILANA BRASERIA,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,18:00:00,
9100480482,235,1,8,3,1,BAR MILANA BRASERIA,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,18:00:00,
9100480482,235,1,8,4,1,BAR MILANA BRASERIA,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,18:00:00,
